"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday"
"78959",26435791004,2014-04-29,1,18,164.204995,4,29,2014,2,1
"83339",26435791004,2014-04-29,1,19,154.694995,4,29,2014,2,1
"87719",26435791004,2014-04-29,0,20,112.259997,4,29,2014,2,1
"92099",26435791004,2014-04-29,0,21,95.925,4,29,2014,2,1
"96479",26435791004,2014-04-29,0,22,83.94,4,29,2014,2,1
"100859",26435791004,2014-04-29,0,23,66.48,4,29,2014,2,1
"93",26435791004,2014-04-03,0,0,82.155,4,3,2014,4,1
"4473",26435791004,2014-04-03,0,1,81.15,4,3,2014,4,1
"8853",26435791004,2014-04-03,0,2,80.55,4,3,2014,4,1
"13233",26435791004,2014-04-03,0,3,80.715,4,3,2014,4,1
"17613",26435791004,2014-04-03,0,4,81.42,4,3,2014,4,1
"21993",26435791004,2014-04-03,0,5,80.925,4,3,2014,4,1
"26373",26435791004,2014-04-03,0,6,209.654996,4,3,2014,4,1
"30753",26435791004,2014-04-03,1,7,240.929992,4,3,2014,4,1
"35133",26435791004,2014-04-03,1,8,251.054995,4,3,2014,4,1
"39513",26435791004,2014-04-03,1,9,255.614996,4,3,2014,4,1
"43893",26435791004,2014-04-03,1,10,254.909995,4,3,2014,4,1
"48273",26435791004,2014-04-03,1,11,249.299995,4,3,2014,4,1
"52653",26435791004,2014-04-03,1,12,249.209996,4,3,2014,4,1
"57033",26435791004,2014-04-03,1,13,237.014995,4,3,2014,4,1
"61413",26435791004,2014-04-03,1,14,226.754993,4,3,2014,4,1
"65793",26435791004,2014-04-03,1,15,219.464993,4,3,2014,4,1
"70173",26435791004,2014-04-03,1,16,226.799994,4,3,2014,4,1
"74553",26435791004,2014-04-03,1,17,220.379993,4,3,2014,4,1
"78933",26435791004,2014-04-03,1,18,196.874996,4,3,2014,4,1
"83313",26435791004,2014-04-03,1,19,183.644997,4,3,2014,4,1
"87693",26435791004,2014-04-03,0,20,127.679997,4,3,2014,4,1
"92073",26435791004,2014-04-03,0,21,118.589999,4,3,2014,4,1
"96453",26435791004,2014-04-03,0,22,97.965,4,3,2014,4,1
"100833",26435791004,2014-04-03,0,23,82.155,4,3,2014,4,1
"120",26435791004,2014-04-30,0,0,65.73,4,30,2014,3,1
"4500",26435791004,2014-04-30,0,1,66.69,4,30,2014,3,1
"8880",26435791004,2014-04-30,0,2,64.95,4,30,2014,3,1
"13260",26435791004,2014-04-30,0,3,65.07,4,30,2014,3,1
"17640",26435791004,2014-04-30,0,4,66.3,4,30,2014,3,1
"22020",26435791004,2014-04-30,0,5,74.67,4,30,2014,3,1
"26400",26435791004,2014-04-30,0,6,211.199995,4,30,2014,3,1
"30780",26435791004,2014-04-30,1,7,248.56499,4,30,2014,3,1
"35160",26435791004,2014-04-30,1,8,265.469994,4,30,2014,3,1
"39540",26435791004,2014-04-30,1,9,283.439993,4,30,2014,3,1
"43920",26435791004,2014-04-30,1,10,284.654995,4,30,2014,3,1
"48300",26435791004,2014-04-30,1,11,283.199992,4,30,2014,3,1
"52680",26435791004,2014-04-30,1,12,278.429993,4,30,2014,3,1
"57060",26435791004,2014-04-30,1,13,276.104993,4,30,2014,3,1
"61440",26435791004,2014-04-30,1,14,252.134993,4,30,2014,3,1
"65820",26435791004,2014-04-30,1,15,232.604995,4,30,2014,3,1
"70200",26435791004,2014-04-30,1,16,215.069996,4,30,2014,3,1
"74580",26435791004,2014-04-30,1,17,213.569998,4,30,2014,3,1
"78960",26435791004,2014-04-30,1,18,161.504996,4,30,2014,3,1
"83340",26435791004,2014-04-30,1,19,155.429997,4,30,2014,3,1
"87720",26435791004,2014-04-30,0,20,112.709997,4,30,2014,3,1
"92100",26435791004,2014-04-30,0,21,92.715,4,30,2014,3,1
"96480",26435791004,2014-04-30,0,22,85.245,4,30,2014,3,1
"100860",26435791004,2014-04-30,0,23,68.175,4,30,2014,3,1
"94",26435791004,2014-04-04,0,0,82.755,4,4,2014,5,1
"4474",26435791004,2014-04-04,0,1,81.405,4,4,2014,5,1
"8854",26435791004,2014-04-04,0,2,81.015,4,4,2014,5,1
"13234",26435791004,2014-04-04,0,3,81.345,4,4,2014,5,1
"17614",26435791004,2014-04-04,0,4,81.945,4,4,2014,5,1
"21994",26435791004,2014-04-04,0,5,81.615,4,4,2014,5,1
"26374",26435791004,2014-04-04,0,6,207.689997,4,4,2014,5,1
"30754",26435791004,2014-04-04,1,7,257.759995,4,4,2014,5,1
"35134",26435791004,2014-04-04,1,8,274.454994,4,4,2014,5,1
"39514",26435791004,2014-04-04,1,9,282.734993,4,4,2014,5,1
"43894",26435791004,2014-04-04,1,10,283.754993,4,4,2014,5,1
"48274",26435791004,2014-04-04,1,11,279.239993,4,4,2014,5,1
"52654",26435791004,2014-04-04,1,12,269.669995,4,4,2014,5,1
"57034",26435791004,2014-04-04,1,13,253.034994,4,4,2014,5,1
"61414",26435791004,2014-04-04,1,14,228.974995,4,4,2014,5,1
"65794",26435791004,2014-04-04,1,15,215.699998,4,4,2014,5,1
"70174",26435791004,2014-04-04,1,16,203.579997,4,4,2014,5,1
"74554",26435791004,2014-04-04,1,17,199.214996,4,4,2014,5,1
"78934",26435791004,2014-04-04,1,18,155.714997,4,4,2014,5,1
"83314",26435791004,2014-04-04,1,19,154.814999,4,4,2014,5,1
"87694",26435791004,2014-04-04,0,20,115.064997,4,4,2014,5,1
"92074",26435791004,2014-04-04,0,21,101.174998,4,4,2014,5,1
"96454",26435791004,2014-04-04,0,22,90.149999,4,4,2014,5,1
"100834",26435791004,2014-04-04,0,23,71.865,4,4,2014,5,1
"95",26435791004,2014-04-05,0,0,68.49,4,5,2014,6,0
"4475",26435791004,2014-04-05,0,1,67.905,4,5,2014,6,0
"8855",26435791004,2014-04-05,0,2,68.01,4,5,2014,6,0
"13235",26435791004,2014-04-05,0,3,68.22,4,5,2014,6,0
"17615",26435791004,2014-04-05,0,4,69.69,4,5,2014,6,0
"21995",26435791004,2014-04-05,0,5,68.85,4,5,2014,6,0
"26375",26435791004,2014-04-05,0,6,138.149998,4,5,2014,6,0
"30755",26435791004,2014-04-05,1,7,135.524999,4,5,2014,6,0
"35135",26435791004,2014-04-05,1,8,166.784999,4,5,2014,6,0
"39515",26435791004,2014-04-05,1,9,181.259992,4,5,2014,6,0
"43895",26435791004,2014-04-05,1,10,177.599996,4,5,2014,6,0
"48275",26435791004,2014-04-05,1,11,176.639994,4,5,2014,6,0
"52655",26435791004,2014-04-05,1,12,169.589993,4,5,2014,6,0
"57035",26435791004,2014-04-05,1,13,168.254995,4,5,2014,6,0
"61415",26435791004,2014-04-05,1,14,157.649997,4,5,2014,6,0
"65795",26435791004,2014-04-05,1,15,99.029997,4,5,2014,6,0
"70175",26435791004,2014-04-05,1,16,96.99,4,5,2014,6,0
"74555",26435791004,2014-04-05,1,17,84.09,4,5,2014,6,0
"78935",26435791004,2014-04-05,1,18,91.455,4,5,2014,6,0
"83315",26435791004,2014-04-05,1,19,90.045,4,5,2014,6,0
"87695",26435791004,2014-04-05,0,20,88.935,4,5,2014,6,0
"92075",26435791004,2014-04-05,0,21,89.1,4,5,2014,6,0
"96455",26435791004,2014-04-05,0,22,80.49,4,5,2014,6,0
"100835",26435791004,2014-04-05,0,23,72.825,4,5,2014,6,0
"96",26435791004,2014-04-06,0,0,68.895,4,6,2014,0,0
"4476",26435791004,2014-04-06,0,1,69.33,4,6,2014,0,0
"8856",26435791004,2014-04-06,0,2,68.565,4,6,2014,0,0
"13236",26435791004,2014-04-06,0,3,68.925,4,6,2014,0,0
"17616",26435791004,2014-04-06,0,4,69.69,4,6,2014,0,0
"21996",26435791004,2014-04-06,0,5,73.215,4,6,2014,0,0
"26376",26435791004,2014-04-06,0,6,78.48,4,6,2014,0,0
"30756",26435791004,2014-04-06,1,7,76.29,4,6,2014,0,0
"35136",26435791004,2014-04-06,1,8,72.645,4,6,2014,0,0
"39516",26435791004,2014-04-06,1,9,69.93,4,6,2014,0,0
"43896",26435791004,2014-04-06,1,10,70.26,4,6,2014,0,0
"48276",26435791004,2014-04-06,1,11,70.32,4,6,2014,0,0
"52656",26435791004,2014-04-06,1,12,69.975,4,6,2014,0,0
"57036",26435791004,2014-04-06,1,13,70.695,4,6,2014,0,0
"61416",26435791004,2014-04-06,1,14,69.93,4,6,2014,0,0
"65796",26435791004,2014-04-06,1,15,77.34,4,6,2014,0,0
"70176",26435791004,2014-04-06,1,16,77.43,4,6,2014,0,0
"74556",26435791004,2014-04-06,1,17,76.995,4,6,2014,0,0
"78936",26435791004,2014-04-06,1,18,79.11,4,6,2014,0,0
"83316",26435791004,2014-04-06,1,19,83.4,4,6,2014,0,0
"87696",26435791004,2014-04-06,0,20,89.22,4,6,2014,0,0
"92076",26435791004,2014-04-06,0,21,89.385,4,6,2014,0,0
"96456",26435791004,2014-04-06,0,22,75.885,4,6,2014,0,0
"100836",26435791004,2014-04-06,0,23,69.21,4,6,2014,0,0
"97",26435791004,2014-04-07,0,0,69.87,4,7,2014,1,1
"4477",26435791004,2014-04-07,0,1,69.27,4,7,2014,1,1
"8857",26435791004,2014-04-07,0,2,69,4,7,2014,1,1
"13237",26435791004,2014-04-07,0,3,68.685,4,7,2014,1,1
"17617",26435791004,2014-04-07,0,4,70.08,4,7,2014,1,1
"21997",26435791004,2014-04-07,0,5,80.775,4,7,2014,1,1
"26377",26435791004,2014-04-07,0,6,204.674993,4,7,2014,1,1
"30757",26435791004,2014-04-07,1,7,242.219994,4,7,2014,1,1
"35137",26435791004,2014-04-07,1,8,248.474995,4,7,2014,1,1
"39517",26435791004,2014-04-07,1,9,267.554995,4,7,2014,1,1
"43897",26435791004,2014-04-07,1,10,266.414995,4,7,2014,1,1
"48277",26435791004,2014-04-07,1,11,258.974994,4,7,2014,1,1
"52657",26435791004,2014-04-07,1,12,248.084993,4,7,2014,1,1
"57037",26435791004,2014-04-07,1,13,235.034996,4,7,2014,1,1
"61417",26435791004,2014-04-07,1,14,206.489997,4,7,2014,1,1
"65797",26435791004,2014-04-07,1,15,203.189997,4,7,2014,1,1
"70177",26435791004,2014-04-07,1,16,189.899994,4,7,2014,1,1
"74557",26435791004,2014-04-07,1,17,200.684992,4,7,2014,1,1
"78937",26435791004,2014-04-07,1,18,177.329996,4,7,2014,1,1
"83317",26435791004,2014-04-07,1,19,173.654999,4,7,2014,1,1
"87697",26435791004,2014-04-07,0,20,110.204999,4,7,2014,1,1
"92077",26435791004,2014-04-07,0,21,99.944998,4,7,2014,1,1
"96457",26435791004,2014-04-07,0,22,85.724998,4,7,2014,1,1
"100837",26435791004,2014-04-07,0,23,65.925,4,7,2014,1,1
"98",26435791004,2014-04-08,0,0,65.94,4,8,2014,2,1
"4478",26435791004,2014-04-08,0,1,66.315,4,8,2014,2,1
"8858",26435791004,2014-04-08,0,2,66.09,4,8,2014,2,1
"13238",26435791004,2014-04-08,0,3,66.195,4,8,2014,2,1
"17618",26435791004,2014-04-08,0,4,66.735,4,8,2014,2,1
"21998",26435791004,2014-04-08,0,5,75.285,4,8,2014,2,1
"26378",26435791004,2014-04-08,0,6,188.684993,4,8,2014,2,1
"30758",26435791004,2014-04-08,1,7,231.659994,4,8,2014,2,1
"35138",26435791004,2014-04-08,1,8,244.574993,4,8,2014,2,1
"39518",26435791004,2014-04-08,1,9,253.69499,4,8,2014,2,1
"43898",26435791004,2014-04-08,1,10,260.099994,4,8,2014,2,1
"48278",26435791004,2014-04-08,1,11,255.959994,4,8,2014,2,1
"52658",26435791004,2014-04-08,1,12,246.149995,4,8,2014,2,1
"57038",26435791004,2014-04-08,1,13,227.969994,4,8,2014,2,1
"61418",26435791004,2014-04-08,1,14,205.544998,4,8,2014,2,1
"65798",26435791004,2014-04-08,1,15,195.299993,4,8,2014,2,1
"70178",26435791004,2014-04-08,1,16,182.564996,4,8,2014,2,1
"74558",26435791004,2014-04-08,1,17,176.729999,4,8,2014,2,1
"78938",26435791004,2014-04-08,1,18,159.929997,4,8,2014,2,1
"83318",26435791004,2014-04-08,1,19,158.129996,4,8,2014,2,1
"87698",26435791004,2014-04-08,0,20,116.654999,4,8,2014,2,1
"92078",26435791004,2014-04-08,0,21,105.764998,4,8,2014,2,1
"96458",26435791004,2014-04-08,0,22,90.434999,4,8,2014,2,1
"100838",26435791004,2014-04-08,0,23,68.76,4,8,2014,2,1
"99",26435791004,2014-04-09,0,0,68.085,4,9,2014,3,1
"4479",26435791004,2014-04-09,0,1,67.8,4,9,2014,3,1
"8859",26435791004,2014-04-09,0,2,67.125,4,9,2014,3,1
"13239",26435791004,2014-04-09,0,3,67.665,4,9,2014,3,1
"17619",26435791004,2014-04-09,0,4,68.325,4,9,2014,3,1
"21999",26435791004,2014-04-09,0,5,78.825,4,9,2014,3,1
"26379",26435791004,2014-04-09,0,6,197.654996,4,9,2014,3,1
"30759",26435791004,2014-04-09,1,7,234.164993,4,9,2014,3,1
"35139",26435791004,2014-04-09,1,8,247.034992,4,9,2014,3,1
"39519",26435791004,2014-04-09,1,9,268.079994,4,9,2014,3,1
"43899",26435791004,2014-04-09,1,10,255.284994,4,9,2014,3,1
"48279",26435791004,2014-04-09,1,11,236.174995,4,9,2014,3,1
"52659",26435791004,2014-04-09,1,12,257.924992,4,9,2014,3,1
"57039",26435791004,2014-04-09,1,13,246.719995,4,9,2014,3,1
"61419",26435791004,2014-04-09,1,14,218.699994,4,9,2014,3,1
"65799",26435791004,2014-04-09,1,15,201.389997,4,9,2014,3,1
"70179",26435791004,2014-04-09,1,16,191.399997,4,9,2014,3,1
"74559",26435791004,2014-04-09,1,17,190.154997,4,9,2014,3,1
"78939",26435791004,2014-04-09,1,18,166.289996,4,9,2014,3,1
"83319",26435791004,2014-04-09,1,19,173.639995,4,9,2014,3,1
"87699",26435791004,2014-04-09,0,20,112.724998,4,9,2014,3,1
"92079",26435791004,2014-04-09,0,21,98.115,4,9,2014,3,1
"96459",26435791004,2014-04-09,0,22,85.71,4,9,2014,3,1
"100839",26435791004,2014-04-09,0,23,68.925,4,9,2014,3,1
"121",26435791004,2014-05-01,0,0,68.025,5,1,2014,4,1
"4501",26435791004,2014-05-01,0,1,68.055,5,1,2014,4,1
"8881",26435791004,2014-05-01,0,2,67.575,5,1,2014,4,1
"13261",26435791004,2014-05-01,0,3,68.235,5,1,2014,4,1
"17641",26435791004,2014-05-01,0,4,69.09,5,1,2014,4,1
"22021",26435791004,2014-05-01,0,5,76.335,5,1,2014,4,1
"26401",26435791004,2014-05-01,0,6,204.779997,5,1,2014,4,1
"30781",26435791004,2014-05-01,1,7,231.059989,5,1,2014,4,1
"35161",26435791004,2014-05-01,1,8,241.604995,5,1,2014,4,1
"39541",26435791004,2014-05-01,1,9,246.194997,5,1,2014,4,1
"43921",26435791004,2014-05-01,1,10,256.874994,5,1,2014,4,1
"48301",26435791004,2014-05-01,1,11,259.154996,5,1,2014,4,1
"52681",26435791004,2014-05-01,1,12,258.914992,5,1,2014,4,1
"57061",26435791004,2014-05-01,1,13,245.654994,5,1,2014,4,1
"61441",26435791004,2014-05-01,1,14,229.229996,5,1,2014,4,1
"65821",26435791004,2014-05-01,1,15,201.374994,5,1,2014,4,1
"70201",26435791004,2014-05-01,1,16,180.569996,5,1,2014,4,1
"74581",26435791004,2014-05-01,1,17,175.139999,5,1,2014,4,1
"78961",26435791004,2014-05-01,1,18,164.564996,5,1,2014,4,1
"83341",26435791004,2014-05-01,1,19,170.654995,5,1,2014,4,1
"87721",26435791004,2014-05-01,0,20,121.814996,5,1,2014,4,1
"92101",26435791004,2014-05-01,0,21,108.284999,5,1,2014,4,1
"96481",26435791004,2014-05-01,0,22,95.055,5,1,2014,4,1
"100861",26435791004,2014-05-01,0,23,71.985,5,1,2014,4,1
"130",26435791004,2014-05-10,0,0,68.115,5,10,2014,6,0
"4510",26435791004,2014-05-10,0,1,68.01,5,10,2014,6,0
"8890",26435791004,2014-05-10,0,2,67.995,5,10,2014,6,0
"13270",26435791004,2014-05-10,0,3,67.89,5,10,2014,6,0
"17650",26435791004,2014-05-10,0,4,68.49,5,10,2014,6,0
"22030",26435791004,2014-05-10,0,5,64.59,5,10,2014,6,0
"26410",26435791004,2014-05-10,0,6,101.819996,5,10,2014,6,0
"30790",26435791004,2014-05-10,1,7,100.334997,5,10,2014,6,0
"35170",26435791004,2014-05-10,1,8,138.509999,5,10,2014,6,0
"39550",26435791004,2014-05-10,1,9,142.619999,5,10,2014,6,0
"43930",26435791004,2014-05-10,1,10,145.274995,5,10,2014,6,0
"48310",26435791004,2014-05-10,1,11,147.374999,5,10,2014,6,0
"52690",26435791004,2014-05-10,1,12,153.179997,5,10,2014,6,0
"57070",26435791004,2014-05-10,1,13,154.964997,5,10,2014,6,0
"61450",26435791004,2014-05-10,1,14,149.729998,5,10,2014,6,0
"65830",26435791004,2014-05-10,1,15,93.015,5,10,2014,6,0
"70210",26435791004,2014-05-10,1,16,90.825,5,10,2014,6,0
"74590",26435791004,2014-05-10,1,17,81.345,5,10,2014,6,0
"78970",26435791004,2014-05-10,1,18,82.68,5,10,2014,6,0
"83350",26435791004,2014-05-10,1,19,86.655,5,10,2014,6,0
"87730",26435791004,2014-05-10,0,20,88.455,5,10,2014,6,0
"92110",26435791004,2014-05-10,0,21,87.555,5,10,2014,6,0
"96490",26435791004,2014-05-10,0,22,80.565,5,10,2014,6,0
"100870",26435791004,2014-05-10,0,23,72.915,5,10,2014,6,0
"131",26435791004,2014-05-11,0,0,68.1,5,11,2014,0,0
"4511",26435791004,2014-05-11,0,1,68.82,5,11,2014,0,0
"8891",26435791004,2014-05-11,0,2,68.37,5,11,2014,0,0
"13271",26435791004,2014-05-11,0,3,68.91,5,11,2014,0,0
"17651",26435791004,2014-05-11,0,4,69.705,5,11,2014,0,0
"22031",26435791004,2014-05-11,0,5,64.74,5,11,2014,0,0
"26411",26435791004,2014-05-11,0,6,69.15,5,11,2014,0,0
"30791",26435791004,2014-05-11,1,7,69.96,5,11,2014,0,0
"35171",26435791004,2014-05-11,1,8,69.27,5,11,2014,0,0
"39551",26435791004,2014-05-11,1,9,69.765,5,11,2014,0,0
"43931",26435791004,2014-05-11,1,10,68.535,5,11,2014,0,0
"48311",26435791004,2014-05-11,1,11,69.375,5,11,2014,0,0
"52691",26435791004,2014-05-11,1,12,68.775,5,11,2014,0,0
"57071",26435791004,2014-05-11,1,13,69.48,5,11,2014,0,0
"61451",26435791004,2014-05-11,1,14,69.225,5,11,2014,0,0
"65831",26435791004,2014-05-11,1,15,75.015,5,11,2014,0,0
"70211",26435791004,2014-05-11,1,16,76.38,5,11,2014,0,0
"74591",26435791004,2014-05-11,1,17,75.795,5,11,2014,0,0
"78971",26435791004,2014-05-11,1,18,76.155,5,11,2014,0,0
"83351",26435791004,2014-05-11,1,19,81.42,5,11,2014,0,0
"87731",26435791004,2014-05-11,0,20,81.645,5,11,2014,0,0
"92111",26435791004,2014-05-11,0,21,82.95,5,11,2014,0,0
"96491",26435791004,2014-05-11,0,22,75.045,5,11,2014,0,0
"100871",26435791004,2014-05-11,0,23,68.85,5,11,2014,0,0
"132",26435791004,2014-05-12,0,0,68.19,5,12,2014,1,1
"4512",26435791004,2014-05-12,0,1,68.55,5,12,2014,1,1
"8892",26435791004,2014-05-12,0,2,68.76,5,12,2014,1,1
"13272",26435791004,2014-05-12,0,3,68.43,5,12,2014,1,1
"17652",26435791004,2014-05-12,0,4,70.125,5,12,2014,1,1
"22032",26435791004,2014-05-12,0,5,69.69,5,12,2014,1,1
"26412",26435791004,2014-05-12,0,6,191.909997,5,12,2014,1,1
"30792",26435791004,2014-05-12,1,7,210.059994,5,12,2014,1,1
"35172",26435791004,2014-05-12,1,8,238.064996,5,12,2014,1,1
"39552",26435791004,2014-05-12,1,9,256.349992,5,12,2014,1,1
"43932",26435791004,2014-05-12,1,10,268.784996,5,12,2014,1,1
"48312",26435791004,2014-05-12,1,11,270.794995,5,12,2014,1,1
"52692",26435791004,2014-05-12,1,12,267.239993,5,12,2014,1,1
"57072",26435791004,2014-05-12,1,13,257.024993,5,12,2014,1,1
"61452",26435791004,2014-05-12,1,14,241.349994,5,12,2014,1,1
"65832",26435791004,2014-05-12,1,15,230.279995,5,12,2014,1,1
"70212",26435791004,2014-05-12,1,16,207.254996,5,12,2014,1,1
"74592",26435791004,2014-05-12,1,17,206.054997,5,12,2014,1,1
"78972",26435791004,2014-05-12,1,18,181.754997,5,12,2014,1,1
"83352",26435791004,2014-05-12,1,19,181.814997,5,12,2014,1,1
"87732",26435791004,2014-05-12,0,20,119.684999,5,12,2014,1,1
"92112",26435791004,2014-05-12,0,21,104.58,5,12,2014,1,1
"96492",26435791004,2014-05-12,0,22,89.549999,5,12,2014,1,1
"100872",26435791004,2014-05-12,0,23,69.54,5,12,2014,1,1
"133",26435791004,2014-05-13,0,0,69.12,5,13,2014,2,1
"4513",26435791004,2014-05-13,0,1,67.725,5,13,2014,2,1
"8893",26435791004,2014-05-13,0,2,67.995,5,13,2014,2,1
"13273",26435791004,2014-05-13,0,3,67.545,5,13,2014,2,1
"17653",26435791004,2014-05-13,0,4,68.985,5,13,2014,2,1
"22033",26435791004,2014-05-13,0,5,68.925,5,13,2014,2,1
"26413",26435791004,2014-05-13,0,6,198.389996,5,13,2014,2,1
"30793",26435791004,2014-05-13,1,7,223.859997,5,13,2014,2,1
"35173",26435791004,2014-05-13,1,8,246.899994,5,13,2014,2,1
"39553",26435791004,2014-05-13,1,9,255.719994,5,13,2014,2,1
"43933",26435791004,2014-05-13,1,10,252.659996,5,13,2014,2,1
"48313",26435791004,2014-05-13,1,11,257.624995,5,13,2014,2,1
"52693",26435791004,2014-05-13,1,12,249.839994,5,13,2014,2,1
"57073",26435791004,2014-05-13,1,13,244.379993,5,13,2014,2,1
"61453",26435791004,2014-05-13,1,14,224.714995,5,13,2014,2,1
"65833",26435791004,2014-05-13,1,15,209.339995,5,13,2014,2,1
"70213",26435791004,2014-05-13,1,16,193.349995,5,13,2014,2,1
"74593",26435791004,2014-05-13,1,17,175.049995,5,13,2014,2,1
"78973",26435791004,2014-05-13,1,18,161.129997,5,13,2014,2,1
"83353",26435791004,2014-05-13,1,19,158.249997,5,13,2014,2,1
"87733",26435791004,2014-05-13,0,20,110.744999,5,13,2014,2,1
"92113",26435791004,2014-05-13,0,21,102.239996,5,13,2014,2,1
"96493",26435791004,2014-05-13,0,22,86.805,5,13,2014,2,1
"100873",26435791004,2014-05-13,0,23,67.83,5,13,2014,2,1
"134",26435791004,2014-05-14,0,0,66.96,5,14,2014,3,1
"4514",26435791004,2014-05-14,0,1,67.755,5,14,2014,3,1
"8894",26435791004,2014-05-14,0,2,67.02,5,14,2014,3,1
"13274",26435791004,2014-05-14,0,3,67.425,5,14,2014,3,1
"17654",26435791004,2014-05-14,0,4,68.34,5,14,2014,3,1
"22034",26435791004,2014-05-14,0,5,69.9,5,14,2014,3,1
"26414",26435791004,2014-05-14,0,6,178.814997,5,14,2014,3,1
"30794",26435791004,2014-05-14,1,7,202.499996,5,14,2014,3,1
"35174",26435791004,2014-05-14,1,8,223.604997,5,14,2014,3,1
"39554",26435791004,2014-05-14,1,9,226.979997,5,14,2014,3,1
"43934",26435791004,2014-05-14,1,10,241.094994,5,14,2014,3,1
"48314",26435791004,2014-05-14,1,11,237.974995,5,14,2014,3,1
"52694",26435791004,2014-05-14,1,12,229.154993,5,14,2014,3,1
"57074",26435791004,2014-05-14,1,13,219.269996,5,14,2014,3,1
"61454",26435791004,2014-05-14,1,14,203.789993,5,14,2014,3,1
"65834",26435791004,2014-05-14,1,15,193.409995,5,14,2014,3,1
"70214",26435791004,2014-05-14,1,16,176.219996,5,14,2014,3,1
"74594",26435791004,2014-05-14,1,17,173.414998,5,14,2014,3,1
"78974",26435791004,2014-05-14,1,18,161.069997,5,14,2014,3,1
"83354",26435791004,2014-05-14,1,19,158.444996,5,14,2014,3,1
"87734",26435791004,2014-05-14,0,20,114.629999,5,14,2014,3,1
"92114",26435791004,2014-05-14,0,21,102.749999,5,14,2014,3,1
"96494",26435791004,2014-05-14,0,22,93.344998,5,14,2014,3,1
"100874",26435791004,2014-05-14,0,23,71.22,5,14,2014,3,1
"135",26435791004,2014-05-15,0,0,70.905,5,15,2014,4,1
"4515",26435791004,2014-05-15,0,1,70.5,5,15,2014,4,1
"8895",26435791004,2014-05-15,0,2,69.93,5,15,2014,4,1
"13275",26435791004,2014-05-15,0,3,70.74,5,15,2014,4,1
"17655",26435791004,2014-05-15,0,4,71.445,5,15,2014,4,1
"22035",26435791004,2014-05-15,0,5,71.535,5,15,2014,4,1
"26415",26435791004,2014-05-15,0,6,180.344996,5,15,2014,4,1
"30795",26435791004,2014-05-15,1,7,200.684996,5,15,2014,4,1
"35175",26435791004,2014-05-15,1,8,219.029994,5,15,2014,4,1
"39555",26435791004,2014-05-15,1,9,233.579994,5,15,2014,4,1
"43935",26435791004,2014-05-15,1,10,244.274992,5,15,2014,4,1
"48315",26435791004,2014-05-15,1,11,254.414994,5,15,2014,4,1
"52695",26435791004,2014-05-15,1,12,262.949993,5,15,2014,4,1
"57075",26435791004,2014-05-15,1,13,252.194994,5,15,2014,4,1
"61455",26435791004,2014-05-15,1,14,229.679998,5,15,2014,4,1
"65835",26435791004,2014-05-15,1,15,210.749993,5,15,2014,4,1
"70215",26435791004,2014-05-15,1,16,197.309991,5,15,2014,4,1
"74595",26435791004,2014-05-15,1,17,185.054995,5,15,2014,4,1
"78975",26435791004,2014-05-15,1,18,175.439995,5,15,2014,4,1
"83355",26435791004,2014-05-15,1,19,177.614995,5,15,2014,4,1
"87735",26435791004,2014-05-15,0,20,119.444997,5,15,2014,4,1
"92115",26435791004,2014-05-15,0,21,104.25,5,15,2014,4,1
"96495",26435791004,2014-05-15,0,22,91.139999,5,15,2014,4,1
"100875",26435791004,2014-05-15,0,23,70.26,5,15,2014,4,1
"136",26435791004,2014-05-16,0,0,69.975,5,16,2014,5,1
"4516",26435791004,2014-05-16,0,1,70.725,5,16,2014,5,1
"8896",26435791004,2014-05-16,0,2,69.21,5,16,2014,5,1
"13276",26435791004,2014-05-16,0,3,68.91,5,16,2014,5,1
"17656",26435791004,2014-05-16,0,4,70.14,5,16,2014,5,1
"22036",26435791004,2014-05-16,0,5,71.865,5,16,2014,5,1
"26416",26435791004,2014-05-16,0,6,194.624999,5,16,2014,5,1
"30796",26435791004,2014-05-16,1,7,211.994994,5,16,2014,5,1
"35176",26435791004,2014-05-16,1,8,244.889996,5,16,2014,5,1
"39556",26435791004,2014-05-16,1,9,267.434996,5,16,2014,5,1
"43936",26435791004,2014-05-16,1,10,278.249992,5,16,2014,5,1
"48316",26435791004,2014-05-16,1,11,274.484994,5,16,2014,5,1
"52696",26435791004,2014-05-16,1,12,269.174989,5,16,2014,5,1
"57076",26435791004,2014-05-16,1,13,256.004995,5,16,2014,5,1
"61456",26435791004,2014-05-16,1,14,232.544996,5,16,2014,5,1
"65836",26435791004,2014-05-16,1,15,200.474995,5,16,2014,5,1
