"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday"
"87936",26435791004,2014-12-02,0,20,138.614996,12,2,2014,2,1
"92316",26435791004,2014-12-02,0,21,122.039998,12,2,2014,2,1
"96696",26435791004,2014-12-02,0,22,104.144998,12,2,2014,2,1
"101076",26435791004,2014-12-02,0,23,85.965,12,2,2014,2,1
"354",26435791004,2014-12-20,0,0,91.26,12,20,2014,6,0
"4734",26435791004,2014-12-20,0,1,90.975,12,20,2014,6,0
"9114",26435791004,2014-12-20,0,2,92.144999,12,20,2014,6,0
"13494",26435791004,2014-12-20,0,3,91.44,12,20,2014,6,0
"17874",26435791004,2014-12-20,0,4,92.22,12,20,2014,6,0
"22254",26435791004,2014-12-20,0,5,92.64,12,20,2014,6,0
"26634",26435791004,2014-12-20,0,6,177.074996,12,20,2014,6,0
"31014",26435791004,2014-12-20,1,7,167.444996,12,20,2014,6,0
"35394",26435791004,2014-12-20,1,8,181.769997,12,20,2014,6,0
"39774",26435791004,2014-12-20,1,9,193.334998,12,20,2014,6,0
"44154",26435791004,2014-12-20,1,10,189.389996,12,20,2014,6,0
"48534",26435791004,2014-12-20,1,11,187.244998,12,20,2014,6,0
"52914",26435791004,2014-12-20,1,12,182.444995,12,20,2014,6,0
"57294",26435791004,2014-12-20,1,13,184.799999,12,20,2014,6,0
"61674",26435791004,2014-12-20,1,14,164.459995,12,20,2014,6,0
"66054",26435791004,2014-12-20,1,15,163.484995,12,20,2014,6,0
"70434",26435791004,2014-12-20,1,16,157.139997,12,20,2014,6,0
"74814",26435791004,2014-12-20,1,17,98.415,12,20,2014,6,0
"79194",26435791004,2014-12-20,1,18,97.875,12,20,2014,6,0
"83574",26435791004,2014-12-20,1,19,97.829996,12,20,2014,6,0
"87954",26435791004,2014-12-20,0,20,98.324997,12,20,2014,6,0
"92334",26435791004,2014-12-20,0,21,98.009998,12,20,2014,6,0
"96714",26435791004,2014-12-20,0,22,96.18,12,20,2014,6,0
"101094",26435791004,2014-12-20,0,23,91.275,12,20,2014,6,0
"355",26435791004,2014-12-21,0,0,90.57,12,21,2014,0,0
"4735",26435791004,2014-12-21,0,1,90.15,12,21,2014,0,0
"9115",26435791004,2014-12-21,0,2,91.29,12,21,2014,0,0
"13495",26435791004,2014-12-21,0,3,91.485,12,21,2014,0,0
"17875",26435791004,2014-12-21,0,4,91.454999,12,21,2014,0,0
"22255",26435791004,2014-12-21,0,5,92.13,12,21,2014,0,0
"26635",26435791004,2014-12-21,0,6,97.079999,12,21,2014,0,0
"31015",26435791004,2014-12-21,1,7,96,12,21,2014,0,0
"35395",26435791004,2014-12-21,1,8,94.514998,12,21,2014,0,0
"39775",26435791004,2014-12-21,1,9,95.115,12,21,2014,0,0
"44155",26435791004,2014-12-21,1,10,94.35,12,21,2014,0,0
"48535",26435791004,2014-12-21,1,11,94.679999,12,21,2014,0,0
"52915",26435791004,2014-12-21,1,12,93.975,12,21,2014,0,0
"57295",26435791004,2014-12-21,1,13,94.184999,12,21,2014,0,0
"61675",26435791004,2014-12-21,1,14,93.945,12,21,2014,0,0
"66055",26435791004,2014-12-21,1,15,95.669999,12,21,2014,0,0
"70435",26435791004,2014-12-21,1,16,98.955,12,21,2014,0,0
"74815",26435791004,2014-12-21,1,17,97.904998,12,21,2014,0,0
"79195",26435791004,2014-12-21,1,18,98.46,12,21,2014,0,0
"83575",26435791004,2014-12-21,1,19,100.979998,12,21,2014,0,0
"87955",26435791004,2014-12-21,0,20,96.344999,12,21,2014,0,0
"92335",26435791004,2014-12-21,0,21,96.824999,12,21,2014,0,0
"96715",26435791004,2014-12-21,0,22,96.029998,12,21,2014,0,0
"101095",26435791004,2014-12-21,0,23,90.135,12,21,2014,0,0
"356",26435791004,2014-12-22,0,0,90.075,12,22,2014,1,1
"4736",26435791004,2014-12-22,0,1,91.199999,12,22,2014,1,1
"9116",26435791004,2014-12-22,0,2,91.74,12,22,2014,1,1
"13496",26435791004,2014-12-22,0,3,90.93,12,22,2014,1,1
"17876",26435791004,2014-12-22,0,4,91.785,12,22,2014,1,1
"22256",26435791004,2014-12-22,0,5,93.135,12,22,2014,1,1
"26636",26435791004,2014-12-22,0,6,243.239996,12,22,2014,1,1
"31016",26435791004,2014-12-22,1,7,275.204993,12,22,2014,1,1
"35396",26435791004,2014-12-22,1,8,297.374995,12,22,2014,1,1
"39776",26435791004,2014-12-22,1,9,302.159993,12,22,2014,1,1
"44156",26435791004,2014-12-22,1,10,302.594994,12,22,2014,1,1
"48536",26435791004,2014-12-22,1,11,310.349993,12,22,2014,1,1
"52916",26435791004,2014-12-22,1,12,288.119993,12,22,2014,1,1
"57296",26435791004,2014-12-22,1,13,265.274994,12,22,2014,1,1
"61676",26435791004,2014-12-22,1,14,260.819996,12,22,2014,1,1
"66056",26435791004,2014-12-22,1,15,244.769993,12,22,2014,1,1
"70436",26435791004,2014-12-22,1,16,237.464991,12,22,2014,1,1
"74816",26435791004,2014-12-22,1,17,242.774992,12,22,2014,1,1
"79196",26435791004,2014-12-22,1,18,161.594998,12,22,2014,1,1
"83576",26435791004,2014-12-22,1,19,151.514994,12,22,2014,1,1
"87956",26435791004,2014-12-22,0,20,130.604995,12,22,2014,1,1
"92336",26435791004,2014-12-22,0,21,120.854998,12,22,2014,1,1
"96716",26435791004,2014-12-22,0,22,106.799999,12,22,2014,1,1
"101096",26435791004,2014-12-22,0,23,86.49,12,22,2014,1,1
"357",26435791004,2014-12-23,0,0,85.845,12,23,2014,2,1
"4737",26435791004,2014-12-23,0,1,86.385,12,23,2014,2,1
"9117",26435791004,2014-12-23,0,2,86.355,12,23,2014,2,1
"13497",26435791004,2014-12-23,0,3,87.69,12,23,2014,2,1
"17877",26435791004,2014-12-23,0,4,86.82,12,23,2014,2,1
"22257",26435791004,2014-12-23,0,5,90.375,12,23,2014,2,1
"26637",26435791004,2014-12-23,0,6,220.589996,12,23,2014,2,1
"31017",26435791004,2014-12-23,1,7,246.449995,12,23,2014,2,1
"35397",26435791004,2014-12-23,1,8,273.044993,12,23,2014,2,1
"39777",26435791004,2014-12-23,1,9,294.194997,12,23,2014,2,1
"44157",26435791004,2014-12-23,1,10,294.989993,12,23,2014,2,1
"48537",26435791004,2014-12-23,1,11,278.159991,12,23,2014,2,1
"52917",26435791004,2014-12-23,1,12,253.679993,12,23,2014,2,1
"57297",26435791004,2014-12-23,1,13,253.739994,12,23,2014,2,1
"61677",26435791004,2014-12-23,1,14,227.609994,12,23,2014,2,1
"66057",26435791004,2014-12-23,1,15,216.119995,12,23,2014,2,1
"70437",26435791004,2014-12-23,1,16,217.409996,12,23,2014,2,1
"74817",26435791004,2014-12-23,1,17,216.284993,12,23,2014,2,1
"79197",26435791004,2014-12-23,1,18,141.539997,12,23,2014,2,1
"83577",26435791004,2014-12-23,1,19,138.839999,12,23,2014,2,1
"87957",26435791004,2014-12-23,0,20,125.654997,12,23,2014,2,1
"92337",26435791004,2014-12-23,0,21,117.344997,12,23,2014,2,1
"96717",26435791004,2014-12-23,0,22,99.75,12,23,2014,2,1
"101097",26435791004,2014-12-23,0,23,84.195,12,23,2014,2,1
"358",26435791004,2014-12-24,0,0,83.67,12,24,2014,3,1
"4738",26435791004,2014-12-24,0,1,83.265,12,24,2014,3,1
"9118",26435791004,2014-12-24,0,2,84.66,12,24,2014,3,1
"13498",26435791004,2014-12-24,0,3,82.755,12,24,2014,3,1
"17878",26435791004,2014-12-24,0,4,83.595,12,24,2014,3,1
"22258",26435791004,2014-12-24,0,5,86.175,12,24,2014,3,1
"26638",26435791004,2014-12-24,0,6,119.864998,12,24,2014,3,1
"31018",26435791004,2014-12-24,1,7,122.729997,12,24,2014,3,1
"35398",26435791004,2014-12-24,1,8,136.334997,12,24,2014,3,1
"39778",26435791004,2014-12-24,1,9,144.224998,12,24,2014,3,1
"44158",26435791004,2014-12-24,1,10,145.064996,12,24,2014,3,1
"48538",26435791004,2014-12-24,1,11,140.999997,12,24,2014,3,1
"52918",26435791004,2014-12-24,1,12,140.699998,12,24,2014,3,1
"57298",26435791004,2014-12-24,1,13,143.174995,12,24,2014,3,1
"61678",26435791004,2014-12-24,1,14,141.224999,12,24,2014,3,1
"66058",26435791004,2014-12-24,1,15,139.604996,12,24,2014,3,1
"70438",26435791004,2014-12-24,1,16,145.214997,12,24,2014,3,1
"74818",26435791004,2014-12-24,1,17,146.324994,12,24,2014,3,1
"79198",26435791004,2014-12-24,1,18,116.534996,12,24,2014,3,1
"83578",26435791004,2014-12-24,1,19,113.264997,12,24,2014,3,1
"87958",26435791004,2014-12-24,0,20,115.455,12,24,2014,3,1
"92338",26435791004,2014-12-24,0,21,108.884999,12,24,2014,3,1
"96718",26435791004,2014-12-24,0,22,102.24,12,24,2014,3,1
"101098",26435791004,2014-12-24,0,23,84.09,12,24,2014,3,1
"359",26435791004,2014-12-25,0,0,85.38,12,25,2014,4,1
"4739",26435791004,2014-12-25,0,1,86.895,12,25,2014,4,1
"9119",26435791004,2014-12-25,0,2,84.93,12,25,2014,4,1
"13499",26435791004,2014-12-25,0,3,85.65,12,25,2014,4,1
"17879",26435791004,2014-12-25,0,4,85.62,12,25,2014,4,1
"22259",26435791004,2014-12-25,0,5,88.395,12,25,2014,4,1
"26639",26435791004,2014-12-25,0,6,122.894995,12,25,2014,4,1
"31019",26435791004,2014-12-25,1,7,136.409996,12,25,2014,4,1
"35399",26435791004,2014-12-25,1,8,158.324996,12,25,2014,4,1
"39779",26435791004,2014-12-25,1,9,162.854997,12,25,2014,4,1
"44159",26435791004,2014-12-25,1,10,162.479994,12,25,2014,4,1
"48539",26435791004,2014-12-25,1,11,162.794997,12,25,2014,4,1
"52919",26435791004,2014-12-25,1,12,162.179998,12,25,2014,4,1
"57299",26435791004,2014-12-25,1,13,161.984997,12,25,2014,4,1
"61679",26435791004,2014-12-25,1,14,161.894996,12,25,2014,4,1
"66059",26435791004,2014-12-25,1,15,163.214997,12,25,2014,4,1
"70439",26435791004,2014-12-25,1,16,144.959998,12,25,2014,4,1
"74819",26435791004,2014-12-25,1,17,142.289997,12,25,2014,4,1
"79199",26435791004,2014-12-25,1,18,141.044998,12,25,2014,4,1
"83579",26435791004,2014-12-25,1,19,142.094996,12,25,2014,4,1
"87959",26435791004,2014-12-25,0,20,121.799998,12,25,2014,4,1
"92339",26435791004,2014-12-25,0,21,117.239997,12,25,2014,4,1
"96719",26435791004,2014-12-25,0,22,104.505,12,25,2014,4,1
"101099",26435791004,2014-12-25,0,23,86.115,12,25,2014,4,1
"360",26435791004,2014-12-26,0,0,84.615,12,26,2014,5,1
"4740",26435791004,2014-12-26,0,1,84.33,12,26,2014,5,1
"9120",26435791004,2014-12-26,0,2,85.305,12,26,2014,5,1
"13500",26435791004,2014-12-26,0,3,83.04,12,26,2014,5,1
"17880",26435791004,2014-12-26,0,4,84.9,12,26,2014,5,1
"22260",26435791004,2014-12-26,0,5,87.9,12,26,2014,5,1
"26640",26435791004,2014-12-26,0,6,127.229999,12,26,2014,5,1
"31020",26435791004,2014-12-26,1,7,142.335,12,26,2014,5,1
"35400",26435791004,2014-12-26,1,8,152.939992,12,26,2014,5,1
"39780",26435791004,2014-12-26,1,9,146.939996,12,26,2014,5,1
"44160",26435791004,2014-12-26,1,10,143.234998,12,26,2014,5,1
"48540",26435791004,2014-12-26,1,11,142.394999,12,26,2014,5,1
"52920",26435791004,2014-12-26,1,12,141.614997,12,26,2014,5,1
"57300",26435791004,2014-12-26,1,13,142.874997,12,26,2014,5,1
"61680",26435791004,2014-12-26,1,14,142.064998,12,26,2014,5,1
"66060",26435791004,2014-12-26,1,15,142.394997,12,26,2014,5,1
"70440",26435791004,2014-12-26,1,16,145.424997,12,26,2014,5,1
"74820",26435791004,2014-12-26,1,17,125.954996,12,26,2014,5,1
"79200",26435791004,2014-12-26,1,18,122.699997,12,26,2014,5,1
"83580",26435791004,2014-12-26,1,19,123.119999,12,26,2014,5,1
"87960",26435791004,2014-12-26,0,20,122.789994,12,26,2014,5,1
"92340",26435791004,2014-12-26,0,21,119.159996,12,26,2014,5,1
"96720",26435791004,2014-12-26,0,22,100.109999,12,26,2014,5,1
"101100",26435791004,2014-12-26,0,23,83.76,12,26,2014,5,1
"361",26435791004,2014-12-27,0,0,82.92,12,27,2014,6,0
"4741",26435791004,2014-12-27,0,1,83.7,12,27,2014,6,0
"9121",26435791004,2014-12-27,0,2,84.21,12,27,2014,6,0
"13501",26435791004,2014-12-27,0,3,83.355,12,27,2014,6,0
"17881",26435791004,2014-12-27,0,4,83.625,12,27,2014,6,0
"22261",26435791004,2014-12-27,0,5,84.12,12,27,2014,6,0
"26641",26435791004,2014-12-27,0,6,90.135,12,27,2014,6,0
"31021",26435791004,2014-12-27,1,7,89.01,12,27,2014,6,0
"35401",26435791004,2014-12-27,1,8,106.725,12,27,2014,6,0
"39781",26435791004,2014-12-27,1,9,100.274998,12,27,2014,6,0
"44161",26435791004,2014-12-27,1,10,97.245,12,27,2014,6,0
"48541",26435791004,2014-12-27,1,11,106.049997,12,27,2014,6,0
"52921",26435791004,2014-12-27,1,12,133.694997,12,27,2014,6,0
"57301",26435791004,2014-12-27,1,13,132.884997,12,27,2014,6,0
"61681",26435791004,2014-12-27,1,14,132.824995,12,27,2014,6,0
"66061",26435791004,2014-12-27,1,15,133.829998,12,27,2014,6,0
"70441",26435791004,2014-12-27,1,16,135.524998,12,27,2014,6,0
"74821",26435791004,2014-12-27,1,17,94.65,12,27,2014,6,0
"79201",26435791004,2014-12-27,1,18,91.785,12,27,2014,6,0
"83581",26435791004,2014-12-27,1,19,91.26,12,27,2014,6,0
"87961",26435791004,2014-12-27,0,20,94.154999,12,27,2014,6,0
"92341",26435791004,2014-12-27,0,21,89.58,12,27,2014,6,0
"96721",26435791004,2014-12-27,0,22,89.115,12,27,2014,6,0
"101101",26435791004,2014-12-27,0,23,84.81,12,27,2014,6,0
"362",26435791004,2014-12-28,0,0,85.89,12,28,2014,0,0
"4742",26435791004,2014-12-28,0,1,82.59,12,28,2014,0,0
"9122",26435791004,2014-12-28,0,2,84.3,12,28,2014,0,0
"13502",26435791004,2014-12-28,0,3,84.735,12,28,2014,0,0
"17882",26435791004,2014-12-28,0,4,84.675,12,28,2014,0,0
"22262",26435791004,2014-12-28,0,5,83.175,12,28,2014,0,0
"26642",26435791004,2014-12-28,0,6,90.465,12,28,2014,0,0
"31022",26435791004,2014-12-28,1,7,90.225,12,28,2014,0,0
"35402",26435791004,2014-12-28,1,8,85.455,12,28,2014,0,0
"39782",26435791004,2014-12-28,1,9,88.155,12,28,2014,0,0
"44162",26435791004,2014-12-28,1,10,89.97,12,28,2014,0,0
"48542",26435791004,2014-12-28,1,11,85.815,12,28,2014,0,0
"52922",26435791004,2014-12-28,1,12,86.73,12,28,2014,0,0
"57302",26435791004,2014-12-28,1,13,88.545,12,28,2014,0,0
"61682",26435791004,2014-12-28,1,14,87.525,12,28,2014,0,0
"66062",26435791004,2014-12-28,1,15,87.15,12,28,2014,0,0
"70442",26435791004,2014-12-28,1,16,91.605,12,28,2014,0,0
"74822",26435791004,2014-12-28,1,17,92.34,12,28,2014,0,0
"79202",26435791004,2014-12-28,1,18,89.01,12,28,2014,0,0
"83582",26435791004,2014-12-28,1,19,91.305,12,28,2014,0,0
"87962",26435791004,2014-12-28,0,20,93.315,12,28,2014,0,0
"92342",26435791004,2014-12-28,0,21,88.92,12,28,2014,0,0
"96722",26435791004,2014-12-28,0,22,89.025,12,28,2014,0,0
"101102",26435791004,2014-12-28,0,23,86.775,12,28,2014,0,0
"363",26435791004,2014-12-29,0,0,83.04,12,29,2014,1,1
"4743",26435791004,2014-12-29,0,1,83.385,12,29,2014,1,1
"9123",26435791004,2014-12-29,0,2,83.595,12,29,2014,1,1
"13503",26435791004,2014-12-29,0,3,84.27,12,29,2014,1,1
"17883",26435791004,2014-12-29,0,4,85.53,12,29,2014,1,1
"22263",26435791004,2014-12-29,0,5,84.81,12,29,2014,1,1
"26643",26435791004,2014-12-29,0,6,124.784998,12,29,2014,1,1
"31023",26435791004,2014-12-29,1,7,149.564997,12,29,2014,1,1
"35403",26435791004,2014-12-29,1,8,162.539995,12,29,2014,1,1
"39783",26435791004,2014-12-29,1,9,160.574996,12,29,2014,1,1
"44163",26435791004,2014-12-29,1,10,163.634997,12,29,2014,1,1
"48543",26435791004,2014-12-29,1,11,167.759997,12,29,2014,1,1
"52923",26435791004,2014-12-29,1,12,161.489998,12,29,2014,1,1
"57303",26435791004,2014-12-29,1,13,153.119998,12,29,2014,1,1
"61683",26435791004,2014-12-29,1,14,155.564997,12,29,2014,1,1
"66063",26435791004,2014-12-29,1,15,151.529998,12,29,2014,1,1
"70443",26435791004,2014-12-29,1,16,158.309999,12,29,2014,1,1
"74823",26435791004,2014-12-29,1,17,163.289995,12,29,2014,1,1
"79203",26435791004,2014-12-29,1,18,131.804995,12,29,2014,1,1
"83583",26435791004,2014-12-29,1,19,130.754999,12,29,2014,1,1
"87963",26435791004,2014-12-29,0,20,127.814998,12,29,2014,1,1
"92343",26435791004,2014-12-29,0,21,114.314999,12,29,2014,1,1
"96723",26435791004,2014-12-29,0,22,99.374996,12,29,2014,1,1
"101103",26435791004,2014-12-29,0,23,83.16,12,29,2014,1,1
"337",26435791004,2014-12-03,0,0,85.05,12,3,2014,3,1
"4717",26435791004,2014-12-03,0,1,85.905,12,3,2014,3,1
"9097",26435791004,2014-12-03,0,2,85.71,12,3,2014,3,1
"13477",26435791004,2014-12-03,0,3,84.975,12,3,2014,3,1
"17857",26435791004,2014-12-03,0,4,85.8,12,3,2014,3,1
"22237",26435791004,2014-12-03,0,5,88.59,12,3,2014,3,1
"26617",26435791004,2014-12-03,0,6,206.759998,12,3,2014,3,1
"30997",26435791004,2014-12-03,1,7,240.074993,12,3,2014,3,1
"35377",26435791004,2014-12-03,1,8,286.649993,12,3,2014,3,1
"39757",26435791004,2014-12-03,1,9,285.914996,12,3,2014,3,1
"44137",26435791004,2014-12-03,1,10,295.964997,12,3,2014,3,1
"48517",26435791004,2014-12-03,1,11,297.389994,12,3,2014,3,1
"52897",26435791004,2014-12-03,1,12,278.549991,12,3,2014,3,1
"57277",26435791004,2014-12-03,1,13,267.719995,12,3,2014,3,1
"61657",26435791004,2014-12-03,1,14,244.274993,12,3,2014,3,1
"66037",26435791004,2014-12-03,1,15,228.989993,12,3,2014,3,1
"70417",26435791004,2014-12-03,1,16,218.939993,12,3,2014,3,1
"74797",26435791004,2014-12-03,1,17,217.244994,12,3,2014,3,1
"79177",26435791004,2014-12-03,1,18,145.079995,12,3,2014,3,1
"83557",26435791004,2014-12-03,1,19,136.859998,12,3,2014,3,1
"87937",26435791004,2014-12-03,0,20,129.689998,12,3,2014,3,1
"92317",26435791004,2014-12-03,0,21,123.314997,12,3,2014,3,1
"96697",26435791004,2014-12-03,0,22,106.259998,12,3,2014,3,1
"101077",26435791004,2014-12-03,0,23,87,12,3,2014,3,1
"364",26435791004,2014-12-30,0,0,82.89,12,30,2014,2,1
"4744",26435791004,2014-12-30,0,1,84.225,12,30,2014,2,1
"9124",26435791004,2014-12-30,0,2,84.135,12,30,2014,2,1
"13504",26435791004,2014-12-30,0,3,84.015,12,30,2014,2,1
"17884",26435791004,2014-12-30,0,4,85.26,12,30,2014,2,1
"22264",26435791004,2014-12-30,0,5,86.61,12,30,2014,2,1
"26644",26435791004,2014-12-30,0,6,127.394999,12,30,2014,2,1
"31024",26435791004,2014-12-30,1,7,136.634997,12,30,2014,2,1
"35404",26435791004,2014-12-30,1,8,156.314997,12,30,2014,2,1
"39784",26435791004,2014-12-30,1,9,159.224994,12,30,2014,2,1
"44164",26435791004,2014-12-30,1,10,158.879999,12,30,2014,2,1
"48544",26435791004,2014-12-30,1,11,157.694996,12,30,2014,2,1
"52924",26435791004,2014-12-30,1,12,156.974997,12,30,2014,2,1
"57304",26435791004,2014-12-30,1,13,157.049997,12,30,2014,2,1
"61684",26435791004,2014-12-30,1,14,156.869999,12,30,2014,2,1
"66064",26435791004,2014-12-30,1,15,157.784996,12,30,2014,2,1
"70444",26435791004,2014-12-30,1,16,159.434996,12,30,2014,2,1
"74824",26435791004,2014-12-30,1,17,157.379996,12,30,2014,2,1
"79204",26435791004,2014-12-30,1,18,124.109999,12,30,2014,2,1
"83584",26435791004,2014-12-30,1,19,122.129999,12,30,2014,2,1
"87964",26435791004,2014-12-30,0,20,122.324999,12,30,2014,2,1
"92344",26435791004,2014-12-30,0,21,112.934998,12,30,2014,2,1
"96724",26435791004,2014-12-30,0,22,98.774999,12,30,2014,2,1
"101104",26435791004,2014-12-30,0,23,85.605,12,30,2014,2,1
"365",26435791004,2014-12-31,0,0,84.885,12,31,2014,3,1
"4745",26435791004,2014-12-31,0,1,84.825,12,31,2014,3,1
"9125",26435791004,2014-12-31,0,2,84.795,12,31,2014,3,1
"13505",26435791004,2014-12-31,0,3,86.4,12,31,2014,3,1
"17885",26435791004,2014-12-31,0,4,87.99,12,31,2014,3,1
"22265",26435791004,2014-12-31,0,5,89.055,12,31,2014,3,1
"26645",26435791004,2014-12-31,0,6,125.339998,12,31,2014,3,1
"31025",26435791004,2014-12-31,1,7,136.604999,12,31,2014,3,1
"35405",26435791004,2014-12-31,1,8,158.999997,12,31,2014,3,1
"39785",26435791004,2014-12-31,1,9,161.624995,12,31,2014,3,1
"44165",26435791004,2014-12-31,1,10,158.954993,12,31,2014,3,1
"48545",26435791004,2014-12-31,1,11,159.029999,12,31,2014,3,1
"52925",26435791004,2014-12-31,1,12,158.234993,12,31,2014,3,1
"57305",26435791004,2014-12-31,1,13,158.174996,12,31,2014,3,1
"61685",26435791004,2014-12-31,1,14,158.099993,12,31,2014,3,1
"66065",26435791004,2014-12-31,1,15,158.564996,12,31,2014,3,1
"70445",26435791004,2014-12-31,1,16,151.139999,12,31,2014,3,1
"74825",26435791004,2014-12-31,1,17,149.339998,12,31,2014,3,1
"79205",26435791004,2014-12-31,1,18,115.155,12,31,2014,3,1
"83585",26435791004,2014-12-31,1,19,113.654999,12,31,2014,3,1
"87965",26435791004,2014-12-31,0,20,113.669998,12,31,2014,3,1
"92345",26435791004,2014-12-31,0,21,103.799998,12,31,2014,3,1
"96725",26435791004,2014-12-31,0,22,98.459998,12,31,2014,3,1
"101105",26435791004,2014-12-31,0,23,84.9,12,31,2014,3,1
"338",26435791004,2014-12-04,0,0,85.71,12,4,2014,4,1
"4718",26435791004,2014-12-04,0,1,85.995,12,4,2014,4,1
"9098",26435791004,2014-12-04,0,2,86.265,12,4,2014,4,1
"13478",26435791004,2014-12-04,0,3,85.29,12,4,2014,4,1
"17858",26435791004,2014-12-04,0,4,86.01,12,4,2014,4,1
"22238",26435791004,2014-12-04,0,5,88.575,12,4,2014,4,1
"26618",26435791004,2014-12-04,0,6,219.854997,12,4,2014,4,1
"30998",26435791004,2014-12-04,1,7,245.909993,12,4,2014,4,1
"35378",26435791004,2014-12-04,1,8,285.869994,12,4,2014,4,1
"39758",26435791004,2014-12-04,1,9,280.859994,12,4,2014,4,1
"44138",26435791004,2014-12-04,1,10,277.85999,12,4,2014,4,1
"48518",26435791004,2014-12-04,1,11,302.504993,12,4,2014,4,1
"52898",26435791004,2014-12-04,1,12,292.109992,12,4,2014,4,1
"57278",26435791004,2014-12-04,1,13,285.374992,12,4,2014,4,1
"61658",26435791004,2014-12-04,1,14,240.809998,12,4,2014,4,1
"66038",26435791004,2014-12-04,1,15,255.449994,12,4,2014,4,1
"70418",26435791004,2014-12-04,1,16,249.059994,12,4,2014,4,1
"74798",26435791004,2014-12-04,1,17,234.959995,12,4,2014,4,1
"79178",26435791004,2014-12-04,1,18,185.129994,12,4,2014,4,1
"83558",26435791004,2014-12-04,1,19,186.929998,12,4,2014,4,1
"87938",26435791004,2014-12-04,0,20,138.644996,12,4,2014,4,1
"92318",26435791004,2014-12-04,0,21,118.589997,12,4,2014,4,1
"96698",26435791004,2014-12-04,0,22,106.589998,12,4,2014,4,1
"101078",26435791004,2014-12-04,0,23,86.43,12,4,2014,4,1
"339",26435791004,2014-12-05,0,0,85.575,12,5,2014,5,1
"4719",26435791004,2014-12-05,0,1,85.575,12,5,2014,5,1
"9099",26435791004,2014-12-05,0,2,86.745,12,5,2014,5,1
"13479",26435791004,2014-12-05,0,3,85.635,12,5,2014,5,1
"17859",26435791004,2014-12-05,0,4,86.295,12,5,2014,5,1
"22239",26435791004,2014-12-05,0,5,89.82,12,5,2014,5,1
"26619",26435791004,2014-12-05,0,6,226.469997,12,5,2014,5,1
"30999",26435791004,2014-12-05,1,7,243.284996,12,5,2014,5,1
"35379",26435791004,2014-12-05,1,8,279.074993,12,5,2014,5,1
"39759",26435791004,2014-12-05,1,9,300.464994,12,5,2014,5,1
"44139",26435791004,2014-12-05,1,10,306.554993,12,5,2014,5,1
"48519",26435791004,2014-12-05,1,11,302.504994,12,5,2014,5,1
"52899",26435791004,2014-12-05,1,12,283.664994,12,5,2014,5,1
"57279",26435791004,2014-12-05,1,13,274.214997,12,5,2014,5,1
"61659",26435791004,2014-12-05,1,14,253.124996,12,5,2014,5,1
"66039",26435791004,2014-12-05,1,15,237.239996,12,5,2014,5,1
"70419",26435791004,2014-12-05,1,16,232.934993,12,5,2014,5,1
"74799",26435791004,2014-12-05,1,17,191.864996,12,5,2014,5,1
"79179",26435791004,2014-12-05,1,18,142.229998,12,5,2014,5,1
"83559",26435791004,2014-12-05,1,19,138.179996,12,5,2014,5,1
"87939",26435791004,2014-12-05,0,20,127.484998,12,5,2014,5,1
"92319",26435791004,2014-12-05,0,21,118.259997,12,5,2014,5,1
"96699",26435791004,2014-12-05,0,22,107.25,12,5,2014,5,1
"101079",26435791004,2014-12-05,0,23,90.09,12,5,2014,5,1
"340",26435791004,2014-12-06,0,0,85.845,12,6,2014,6,0
"4720",26435791004,2014-12-06,0,1,87.825,12,6,2014,6,0
"9100",26435791004,2014-12-06,0,2,88.32,12,6,2014,6,0
"13480",26435791004,2014-12-06,0,3,88.35,12,6,2014,6,0
"17860",26435791004,2014-12-06,0,4,86.205,12,6,2014,6,0
"22240",26435791004,2014-12-06,0,5,88.935,12,6,2014,6,0
"26620",26435791004,2014-12-06,0,6,182.294996,12,6,2014,6,0
"31000",26435791004,2014-12-06,1,7,180.374999,12,6,2014,6,0
"35380",26435791004,2014-12-06,1,8,209.024994,12,6,2014,6,0
"39760",26435791004,2014-12-06,1,9,217.109993,12,6,2014,6,0
"44140",26435791004,2014-12-06,1,10,226.529996,12,6,2014,6,0
"48520",26435791004,2014-12-06,1,11,219.794994,12,6,2014,6,0
"52900",26435791004,2014-12-06,1,12,222.149992,12,6,2014,6,0
"57280",26435791004,2014-12-06,1,13,233.639995,12,6,2014,6,0
"61660",26435791004,2014-12-06,1,14,231.329996,12,6,2014,6,0
"66040",26435791004,2014-12-06,1,15,241.529996,12,6,2014,6,0
"70420",26435791004,2014-12-06,1,16,230.699997,12,6,2014,6,0
"74800",26435791004,2014-12-06,1,17,195.629991,12,6,2014,6,0
"79180",26435791004,2014-12-06,1,18,188.519993,12,6,2014,6,0
"83560",26435791004,2014-12-06,1,19,193.244995,12,6,2014,6,0
"87940",26435791004,2014-12-06,0,20,196.349993,12,6,2014,6,0
"92320",26435791004,2014-12-06,0,21,191.684994,12,6,2014,6,0
"96700",26435791004,2014-12-06,0,22,153.104999,12,6,2014,6,0
"101080",26435791004,2014-12-06,0,23,88.605,12,6,2014,6,0
"341",26435791004,2014-12-07,0,0,87.63,12,7,2014,0,0
"4721",26435791004,2014-12-07,0,1,88.65,12,7,2014,0,0
"9101",26435791004,2014-12-07,0,2,89.88,12,7,2014,0,0
"13481",26435791004,2014-12-07,0,3,88.305,12,7,2014,0,0
