"","Account","Date","month","day","year","Day of Week","Weekday","hour","Peakhour","kWh"
"329",999999999,2014-11-25,11,25,2014,2,1,0,0,132.813219096977
"4337",999999999,2014-11-25,11,25,2014,2,1,1,0,131.30081505276
"8345",999999999,2014-11-25,11,25,2014,2,1,2,0,129.788411008543
"12353",999999999,2014-11-25,11,25,2014,2,1,3,0,128.276006964326
"16361",999999999,2014-11-25,11,25,2014,2,1,4,0,126.763602920109
"20369",999999999,2014-11-25,11,25,2014,2,1,5,0,125.251198875892
"68465",999999999,2014-11-25,11,25,2014,2,1,17,1,194.693333678646
"72473",999999999,2014-11-25,11,25,2014,2,1,18,1,193.180929634429
"76481",999999999,2014-11-25,11,25,2014,2,1,19,1,191.668525590212
"80489",999999999,2014-11-25,11,25,2014,2,1,20,0,102.565138212638
"84497",999999999,2014-11-25,11,25,2014,2,1,21,0,101.052734168421
"88505",999999999,2014-11-25,11,25,2014,2,1,22,0,99.540330124204
"92513",999999999,2014-11-25,11,25,2014,2,1,23,0,98.0279260799871
"330",999999999,2014-11-26,11,26,2014,3,1,0,0,132.388468932535
"4338",999999999,2014-11-26,11,26,2014,3,1,1,0,130.876064888318
"8346",999999999,2014-11-26,11,26,2014,3,1,2,0,129.363660844101
"12354",999999999,2014-11-26,11,26,2014,3,1,3,0,127.851256799884
"16362",999999999,2014-11-26,11,26,2014,3,1,4,0,126.338852755667
"20370",999999999,2014-11-26,11,26,2014,3,1,5,0,124.82644871145
"24378",999999999,2014-11-26,11,26,2014,3,1,6,0,123.314044667233
"76482",999999999,2014-11-26,11,26,2014,3,1,19,1,191.24377542577
"80490",999999999,2014-11-26,11,26,2014,3,1,20,0,102.140388048196
"84498",999999999,2014-11-26,11,26,2014,3,1,21,0,100.627984003979
"88506",999999999,2014-11-26,11,26,2014,3,1,22,0,99.1155799597618
"92514",999999999,2014-11-26,11,26,2014,3,1,23,0,97.6031759155449
"331",999999999,2014-11-27,11,27,2014,4,1,0,0,131.963718768093
"4339",999999999,2014-11-27,11,27,2014,4,1,1,0,130.451314723876
"8347",999999999,2014-11-27,11,27,2014,4,1,2,0,128.938910679659
"12355",999999999,2014-11-27,11,27,2014,4,1,3,0,127.426506635442
"16363",999999999,2014-11-27,11,27,2014,4,1,4,0,125.914102591225
"20371",999999999,2014-11-27,11,27,2014,4,1,5,0,124.401698547008
"24379",999999999,2014-11-27,11,27,2014,4,1,6,0,122.889294502791
"32395",999999999,2014-11-27,11,27,2014,4,1,8,1,207.455469747714
"36403",999999999,2014-11-27,11,27,2014,4,1,9,1,205.943065703497
"40411",999999999,2014-11-27,11,27,2014,4,1,10,1,204.43066165928
"44419",999999999,2014-11-27,11,27,2014,4,1,11,1,202.918257615063
"48427",999999999,2014-11-27,11,27,2014,4,1,12,1,201.405853570846
"52435",999999999,2014-11-27,11,27,2014,4,1,13,1,199.893449526629
"56443",999999999,2014-11-27,11,27,2014,4,1,14,1,198.381045482412
"60451",999999999,2014-11-27,11,27,2014,4,1,15,1,196.868641438195
"64459",999999999,2014-11-27,11,27,2014,4,1,16,1,195.356237393979
"68467",999999999,2014-11-27,11,27,2014,4,1,17,1,193.843833349762
"72475",999999999,2014-11-27,11,27,2014,4,1,18,1,192.331429305545
"76483",999999999,2014-11-27,11,27,2014,4,1,19,1,190.819025261328
"80491",999999999,2014-11-27,11,27,2014,4,1,20,0,101.715637883754
"84499",999999999,2014-11-27,11,27,2014,4,1,21,0,100.203233839537
"88507",999999999,2014-11-27,11,27,2014,4,1,22,0,98.6908297953196
"92515",999999999,2014-11-27,11,27,2014,4,1,23,0,97.1784257511026
"332",999999999,2014-11-28,11,28,2014,5,1,0,0,131.538968603651
"4340",999999999,2014-11-28,11,28,2014,5,1,1,0,130.026564559434
"8348",999999999,2014-11-28,11,28,2014,5,1,2,0,128.514160515217
"12356",999999999,2014-11-28,11,28,2014,5,1,3,0,127.001756471
"16364",999999999,2014-11-28,11,28,2014,5,1,4,0,125.489352426783
"20372",999999999,2014-11-28,11,28,2014,5,1,5,0,123.976948382566
"64460",999999999,2014-11-28,11,28,2014,5,1,16,1,194.931487229536
"68468",999999999,2014-11-28,11,28,2014,5,1,17,1,193.419083185319
"72476",999999999,2014-11-28,11,28,2014,5,1,18,1,191.906679141102
"76484",999999999,2014-11-28,11,28,2014,5,1,19,1,190.394275096885
"80492",999999999,2014-11-28,11,28,2014,5,1,20,0,101.290887719311
"84500",999999999,2014-11-28,11,28,2014,5,1,21,0,99.7784836750943
"88508",999999999,2014-11-28,11,28,2014,5,1,22,0,98.2660796308774
"92516",999999999,2014-11-28,11,28,2014,5,1,23,0,96.7536755866604
"333",999999999,2014-11-29,11,29,2014,6,0,0,0,63.1319801030331
"4341",999999999,2014-11-29,11,29,2014,6,0,1,0,61.6195760588162
"8349",999999999,2014-11-29,11,29,2014,6,0,2,0,60.1071720145992
"12357",999999999,2014-11-29,11,29,2014,6,0,3,0,58.5947679703822
"16365",999999999,2014-11-29,11,29,2014,6,0,4,0,57.0823639261653
"20373",999999999,2014-11-29,11,29,2014,6,0,5,0,55.5699598819483
"24381",999999999,2014-11-29,11,29,2014,6,0,6,0,54.0575558377313
"28389",999999999,2014-11-29,11,29,2014,6,0,7,1,140.136135126872
"32397",999999999,2014-11-29,11,29,2014,6,0,8,1,138.623731082655
"36405",999999999,2014-11-29,11,29,2014,6,0,9,1,137.111327038438
"40413",999999999,2014-11-29,11,29,2014,6,0,10,1,135.598922994221
"44421",999999999,2014-11-29,11,29,2014,6,0,11,1,134.086518950004
"48429",999999999,2014-11-29,11,29,2014,6,0,12,1,132.574114905787
"52437",999999999,2014-11-29,11,29,2014,6,0,13,1,131.06171086157
"56445",999999999,2014-11-29,11,29,2014,6,0,14,1,129.549306817353
"60453",999999999,2014-11-29,11,29,2014,6,0,15,1,128.036902773136
"64461",999999999,2014-11-29,11,29,2014,6,0,16,1,126.524498728919
"68469",999999999,2014-11-29,11,29,2014,6,0,17,1,125.012094684702
"72477",999999999,2014-11-29,11,29,2014,6,0,18,1,123.499690640485
"76485",999999999,2014-11-29,11,29,2014,6,0,19,1,121.987286596268
"80493",999999999,2014-11-29,11,29,2014,6,0,20,0,32.8838992186938
"84501",999999999,2014-11-29,11,29,2014,6,0,21,0,31.3714951744769
"88509",999999999,2014-11-29,11,29,2014,6,0,22,0,29.8590911302599
"92517",999999999,2014-11-29,11,29,2014,6,0,23,0,28.3466870860429
"334",999999999,2014-11-30,11,30,2014,0,0,0,0,62.7072299386491
"4342",999999999,2014-11-30,11,30,2014,0,0,1,0,61.1948258944321
"8350",999999999,2014-11-30,11,30,2014,0,0,2,0,59.6824218502152
"12358",999999999,2014-11-30,11,30,2014,0,0,3,0,58.1700178059982
"16366",999999999,2014-11-30,11,30,2014,0,0,4,0,56.6576137617812
"20374",999999999,2014-11-30,11,30,2014,0,0,5,0,55.1452097175643
"24382",999999999,2014-11-30,11,30,2014,0,0,6,0,53.6328056733473
"28390",999999999,2014-11-30,11,30,2014,0,0,7,1,139.711384962488
"32398",999999999,2014-11-30,11,30,2014,0,0,8,1,138.198980918271
"36406",999999999,2014-11-30,11,30,2014,0,0,9,1,136.686576874054
"40414",999999999,2014-11-30,11,30,2014,0,0,10,1,135.174172829837
"44422",999999999,2014-11-30,11,30,2014,0,0,11,1,133.66176878562
"48430",999999999,2014-11-30,11,30,2014,0,0,12,1,132.149364741403
"52438",999999999,2014-11-30,11,30,2014,0,0,13,1,130.636960697186
"56446",999999999,2014-11-30,11,30,2014,0,0,14,1,129.124556652969
"60454",999999999,2014-11-30,11,30,2014,0,0,15,1,127.612152608752
"64462",999999999,2014-11-30,11,30,2014,0,0,16,1,126.099748564535
"68470",999999999,2014-11-30,11,30,2014,0,0,17,1,124.587344520318
"72478",999999999,2014-11-30,11,30,2014,0,0,18,1,123.074940476101
"76486",999999999,2014-11-30,11,30,2014,0,0,19,1,121.562536431884
"80494",999999999,2014-11-30,11,30,2014,0,0,20,0,32.4591490543098
"84502",999999999,2014-11-30,11,30,2014,0,0,21,0,30.9467450100929
"88510",999999999,2014-11-30,11,30,2014,0,0,22,0,29.4343409658759
"92518",999999999,2014-11-30,11,30,2014,0,0,23,0,27.9219369216589
"64436",999999999,2014-11-04,11,4,2014,2,1,16,1,205.125491176033
"68444",999999999,2014-11-04,11,4,2014,2,1,17,1,203.613087131816
"72452",999999999,2014-11-04,11,4,2014,2,1,18,1,202.100683087599
"76460",999999999,2014-11-04,11,4,2014,2,1,19,1,200.588279043382
"80468",999999999,2014-11-04,11,4,2014,2,1,20,0,111.484891665808
"84476",999999999,2014-11-04,11,4,2014,2,1,21,0,109.972487621591
"88484",999999999,2014-11-04,11,4,2014,2,1,22,0,108.460083577374
"92492",999999999,2014-11-04,11,4,2014,2,1,23,0,106.947679533157
"309",999999999,2014-11-05,11,5,2014,3,1,0,0,141.308222385705
"4317",999999999,2014-11-05,11,5,2014,3,1,1,0,139.795818341488
"8325",999999999,2014-11-05,11,5,2014,3,1,2,0,138.283414297272
"12333",999999999,2014-11-05,11,5,2014,3,1,3,0,136.771010253055
"16341",999999999,2014-11-05,11,5,2014,3,1,4,0,135.258606208838
"20349",999999999,2014-11-05,11,5,2014,3,1,5,0,133.746202164621
"24357",999999999,2014-11-05,11,5,2014,3,1,6,0,132.233798120404
"64437",999999999,2014-11-05,11,5,2014,3,1,16,1,204.700741011591
"68445",999999999,2014-11-05,11,5,2014,3,1,17,1,203.188336967374
"72453",999999999,2014-11-05,11,5,2014,3,1,18,1,201.675932923157
"76461",999999999,2014-11-05,11,5,2014,3,1,19,1,200.16352887894
"80469",999999999,2014-11-05,11,5,2014,3,1,20,0,111.060141501366
"84477",999999999,2014-11-05,11,5,2014,3,1,21,0,109.547737457149
"88485",999999999,2014-11-05,11,5,2014,3,1,22,0,108.035333412932
"92493",999999999,2014-11-05,11,5,2014,3,1,23,0,106.522929368715
"310",999999999,2014-11-06,11,6,2014,4,1,0,0,140.883472221321
"4318",999999999,2014-11-06,11,6,2014,4,1,1,0,139.371068177104
"8326",999999999,2014-11-06,11,6,2014,4,1,2,0,137.858664132887
"12334",999999999,2014-11-06,11,6,2014,4,1,3,0,136.346260088671
"16342",999999999,2014-11-06,11,6,2014,4,1,4,0,134.833856044454
"20350",999999999,2014-11-06,11,6,2014,4,1,5,0,133.321452000237
"24358",999999999,2014-11-06,11,6,2014,4,1,6,0,131.80904795602
"64438",999999999,2014-11-06,11,6,2014,4,1,16,1,204.275990847207
"68446",999999999,2014-11-06,11,6,2014,4,1,17,1,202.76358680299
"72454",999999999,2014-11-06,11,6,2014,4,1,18,1,201.251182758773
"76462",999999999,2014-11-06,11,6,2014,4,1,19,1,199.738778714556
"80470",999999999,2014-11-06,11,6,2014,4,1,20,0,110.635391336982
"84478",999999999,2014-11-06,11,6,2014,4,1,21,0,109.122987292765
"88486",999999999,2014-11-06,11,6,2014,4,1,22,0,107.610583248548
"92494",999999999,2014-11-06,11,6,2014,4,1,23,0,106.098179204331
"311",999999999,2014-11-07,11,7,2014,5,1,0,0,140.458722056821
"4319",999999999,2014-11-07,11,7,2014,5,1,1,0,138.946318012604
"8327",999999999,2014-11-07,11,7,2014,5,1,2,0,137.433913968387
"12335",999999999,2014-11-07,11,7,2014,5,1,3,0,135.92150992417
"16343",999999999,2014-11-07,11,7,2014,5,1,4,0,134.409105879953
"20351",999999999,2014-11-07,11,7,2014,5,1,5,0,132.896701835736
"24359",999999999,2014-11-07,11,7,2014,5,1,6,0,131.384297791519
"64439",999999999,2014-11-07,11,7,2014,5,1,16,1,203.851240682707
"68447",999999999,2014-11-07,11,7,2014,5,1,17,1,202.33883663849
"72455",999999999,2014-11-07,11,7,2014,5,1,18,1,200.826432594273
"76463",999999999,2014-11-07,11,7,2014,5,1,19,1,199.314028550056
"80471",999999999,2014-11-07,11,7,2014,5,1,20,0,110.210641172482
"84479",999999999,2014-11-07,11,7,2014,5,1,21,0,108.698237128265
"88487",999999999,2014-11-07,11,7,2014,5,1,22,0,107.185833084048
"92495",999999999,2014-11-07,11,7,2014,5,1,23,0,105.673429039831
"312",999999999,2014-11-08,11,8,2014,6,0,0,0,72.0517335562035
"4320",999999999,2014-11-08,11,8,2014,6,0,1,0,70.5393295119866
"8328",999999999,2014-11-08,11,8,2014,6,0,2,0,69.0269254677696
"12336",999999999,2014-11-08,11,8,2014,6,0,3,0,67.5145214235527
"16344",999999999,2014-11-08,11,8,2014,6,0,4,0,66.0021173793357
"20352",999999999,2014-11-08,11,8,2014,6,0,5,0,64.4897133351187
"24360",999999999,2014-11-08,11,8,2014,6,0,6,0,62.9773092909018
"28368",999999999,2014-11-08,11,8,2014,6,0,7,1,149.055888580042
"32376",999999999,2014-11-08,11,8,2014,6,0,8,1,147.543484535825
"36384",999999999,2014-11-08,11,8,2014,6,0,9,1,146.031080491608
"40392",999999999,2014-11-08,11,8,2014,6,0,10,1,144.518676447391
"44400",999999999,2014-11-08,11,8,2014,6,0,11,1,143.006272403174
"48408",999999999,2014-11-08,11,8,2014,6,0,12,1,141.493868358957
"52416",999999999,2014-11-08,11,8,2014,6,0,13,1,139.98146431474
"56424",999999999,2014-11-08,11,8,2014,6,0,14,1,138.469060270523
"60432",999999999,2014-11-08,11,8,2014,6,0,15,1,136.956656226306
"64440",999999999,2014-11-08,11,8,2014,6,0,16,1,135.444252182089
"68448",999999999,2014-11-08,11,8,2014,6,0,17,1,133.931848137872
"72456",999999999,2014-11-08,11,8,2014,6,0,18,1,132.419444093655
"76464",999999999,2014-11-08,11,8,2014,6,0,19,1,130.907040049438
"80472",999999999,2014-11-08,11,8,2014,6,0,20,0,41.8036526718643
"84480",999999999,2014-11-08,11,8,2014,6,0,21,0,40.2912486276473
"88488",999999999,2014-11-08,11,8,2014,6,0,22,0,38.7788445834303
"92496",999999999,2014-11-08,11,8,2014,6,0,23,0,37.2664405392134
"313",999999999,2014-11-09,11,9,2014,0,0,0,0,71.6269833918195
"4321",999999999,2014-11-09,11,9,2014,0,0,1,0,70.1145793476026
"8329",999999999,2014-11-09,11,9,2014,0,0,2,0,68.6021753033856
"12337",999999999,2014-11-09,11,9,2014,0,0,3,0,67.0897712591686
"16345",999999999,2014-11-09,11,9,2014,0,0,4,0,65.5773672149517
"20353",999999999,2014-11-09,11,9,2014,0,0,5,0,64.0649631707347
"24361",999999999,2014-11-09,11,9,2014,0,0,6,0,62.5525591265177
"28369",999999999,2014-11-09,11,9,2014,0,0,7,1,148.631138415658
"32377",999999999,2014-11-09,11,9,2014,0,0,8,1,147.118734371441
"36385",999999999,2014-11-09,11,9,2014,0,0,9,1,145.606330327224
"40393",999999999,2014-11-09,11,9,2014,0,0,10,1,144.093926283007
"44401",999999999,2014-11-09,11,9,2014,0,0,11,1,142.58152223879
"48409",999999999,2014-11-09,11,9,2014,0,0,12,1,141.069118194573
"52417",999999999,2014-11-09,11,9,2014,0,0,13,1,139.556714150356
"56425",999999999,2014-11-09,11,9,2014,0,0,14,1,138.044310106139
"60433",999999999,2014-11-09,11,9,2014,0,0,15,1,136.531906061922
"64441",999999999,2014-11-09,11,9,2014,0,0,16,1,135.019502017705
"68449",999999999,2014-11-09,11,9,2014,0,0,17,1,133.507097973488
"72457",999999999,2014-11-09,11,9,2014,0,0,18,1,131.994693929271
"76465",999999999,2014-11-09,11,9,2014,0,0,19,1,130.482289885054
"80473",999999999,2014-11-09,11,9,2014,0,0,20,0,41.3789025074802
"84481",999999999,2014-11-09,11,9,2014,0,0,21,0,39.8664984632633
"88489",999999999,2014-11-09,11,9,2014,0,0,22,0,38.3540944190463
"92497",999999999,2014-11-09,11,9,2014,0,0,23,0,36.8416903748293
"32",999999999,2014-02-01,2,1,2014,6,0,0,0,-51.37378404435
"4040",999999999,2014-02-01,2,1,2014,6,0,1,0,-52.886188088567
"8048",999999999,2014-02-01,2,1,2014,6,0,2,0,-54.398592132784
"12056",999999999,2014-02-01,2,1,2014,6,0,3,0,-55.9109961770009
"16064",999999999,2014-02-01,2,1,2014,6,0,4,0,-57.4234002212179
"20072",999999999,2014-02-01,2,1,2014,6,0,5,0,-58.9358042654349
"24080",999999999,2014-02-01,2,1,2014,6,0,6,0,-60.4482083096518
"28088",999999999,2014-02-01,2,1,2014,6,0,7,1,25.6303709794884
"32096",999999999,2014-02-01,2,1,2014,6,0,8,1,24.1179669352714
"36104",999999999,2014-02-01,2,1,2014,6,0,9,1,22.6055628910544
"40112",999999999,2014-02-01,2,1,2014,6,0,10,1,21.0931588468375
"44120",999999999,2014-02-01,2,1,2014,6,0,11,1,19.5807548026205
"48128",999999999,2014-02-01,2,1,2014,6,0,12,1,18.0683507584035
"52136",999999999,2014-02-01,2,1,2014,6,0,13,1,16.5559467141866
"56144",999999999,2014-02-01,2,1,2014,6,0,14,1,15.0435426699696
"60152",999999999,2014-02-01,2,1,2014,6,0,15,1,13.5311386257526
"64160",999999999,2014-02-01,2,1,2014,6,0,16,1,12.0187345815357
"68168",999999999,2014-02-01,2,1,2014,6,0,17,1,10.5063305373187
"72176",999999999,2014-02-01,2,1,2014,6,0,18,1,8.99392649310175
"76184",999999999,2014-02-01,2,1,2014,6,0,19,1,7.48152244888479
"80192",999999999,2014-02-01,2,1,2014,6,0,20,0,-81.6218649286893
"84200",999999999,2014-02-01,2,1,2014,6,0,21,0,-83.1342689729063
"88208",999999999,2014-02-01,2,1,2014,6,0,22,0,-84.6466730171232
"92216",999999999,2014-02-01,2,1,2014,6,0,23,0,-86.1590770613402
"41",999999999,2014-02-10,2,10,2014,1,1,0,0,12.7857028119033
"4049",999999999,2014-02-10,2,10,2014,1,1,1,0,11.2732987676864
"8057",999999999,2014-02-10,2,10,2014,1,1,2,0,9.76089472346939
"12065",999999999,2014-02-10,2,10,2014,1,1,3,0,8.24849067925243
"16073",999999999,2014-02-10,2,10,2014,1,1,4,0,6.73608663503546
"20081",999999999,2014-02-10,2,10,2014,1,1,5,0,5.2236825908185
"64169",999999999,2014-02-10,2,10,2014,1,1,16,1,76.178221437789
"68177",999999999,2014-02-10,2,10,2014,1,1,17,1,74.6658173935721
"72185",999999999,2014-02-10,2,10,2014,1,1,18,1,73.1534133493551
"76193",999999999,2014-02-10,2,10,2014,1,1,19,1,71.6410093051381
"80201",999999999,2014-02-10,2,10,2014,1,1,20,0,-17.462378072436
"84209",999999999,2014-02-10,2,10,2014,1,1,21,0,-18.9747821166529
"88217",999999999,2014-02-10,2,10,2014,1,1,22,0,-20.4871861608699
"92225",999999999,2014-02-10,2,10,2014,1,1,23,0,-21.9995902050869
"42",999999999,2014-02-11,2,11,2014,2,1,0,0,12.3609526474029
"4050",999999999,2014-02-11,2,11,2014,2,1,1,0,10.8485486031859
"8058",999999999,2014-02-11,2,11,2014,2,1,2,0,9.33614455896895
"12066",999999999,2014-02-11,2,11,2014,2,1,3,0,7.82374051475199
"16074",999999999,2014-02-11,2,11,2014,2,1,4,0,6.31133647053503
"20082",999999999,2014-02-11,2,11,2014,2,1,5,0,4.79893242631806
"76194",999999999,2014-02-11,2,11,2014,2,1,19,1,71.2162591406377
"80202",999999999,2014-02-11,2,11,2014,2,1,20,0,-17.8871282369364
"84210",999999999,2014-02-11,2,11,2014,2,1,21,0,-19.3995322811534
"88218",999999999,2014-02-11,2,11,2014,2,1,22,0,-20.9119363253703
"92226",999999999,2014-02-11,2,11,2014,2,1,23,0,-22.4243403695873
"43",999999999,2014-02-12,2,12,2014,3,1,0,0,11.9362024830189
"4051",999999999,2014-02-12,2,12,2014,3,1,1,0,10.4237984388019
"8059",999999999,2014-02-12,2,12,2014,3,1,2,0,8.91139439458493
"12067",999999999,2014-02-12,2,12,2014,3,1,3,0,7.39899035036797
"16075",999999999,2014-02-12,2,12,2014,3,1,4,0,5.886586306151
"20083",999999999,2014-02-12,2,12,2014,3,1,5,0,4.37418226193404
"64171",999999999,2014-02-12,2,12,2014,3,1,16,1,75.3287211089046
"68179",999999999,2014-02-12,2,12,2014,3,1,17,1,73.8163170646876
"72187",999999999,2014-02-12,2,12,2014,3,1,18,1,72.3039130204706
"76195",999999999,2014-02-12,2,12,2014,3,1,19,1,70.7915089762537
"80203",999999999,2014-02-12,2,12,2014,3,1,20,0,-18.3118784013204
"84211",999999999,2014-02-12,2,12,2014,3,1,21,0,-19.8242824455374
"88219",999999999,2014-02-12,2,12,2014,3,1,22,0,-21.3366864897544
"92227",999999999,2014-02-12,2,12,2014,3,1,23,0,-22.8490905339713
"44",999999999,2014-02-13,2,13,2014,4,1,0,0,11.5114523185766
"4052",999999999,2014-02-13,2,13,2014,4,1,1,0,9.99904827435967
"8060",999999999,2014-02-13,2,13,2014,4,1,2,0,8.4866442301427
"12068",999999999,2014-02-13,2,13,2014,4,1,3,0,6.97424018592574
"16076",999999999,2014-02-13,2,13,2014,4,1,4,0,5.46183614170877
"20084",999999999,2014-02-13,2,13,2014,4,1,5,0,3.94943209749181
"64172",999999999,2014-02-13,2,13,2014,4,1,16,1,74.9039709444623
"68180",999999999,2014-02-13,2,13,2014,4,1,17,1,73.3915669002454
"72188",999999999,2014-02-13,2,13,2014,4,1,18,1,71.8791628560284
"76196",999999999,2014-02-13,2,13,2014,4,1,19,1,70.3667588118115
"80204",999999999,2014-02-13,2,13,2014,4,1,20,0,-18.7366285657627
"84212",999999999,2014-02-13,2,13,2014,4,1,21,0,-20.2490326099796
"88220",999999999,2014-02-13,2,13,2014,4,1,22,0,-21.7614366541966
"92228",999999999,2014-02-13,2,13,2014,4,1,23,0,-23.2738406984136
"45",999999999,2014-02-14,2,14,2014,5,1,0,0,11.0867021541344
"4053",999999999,2014-02-14,2,14,2014,5,1,1,0,9.57429810991744
"8061",999999999,2014-02-14,2,14,2014,5,1,2,0,8.06189406570047
"12069",999999999,2014-02-14,2,14,2014,5,1,3,0,6.54949002148351
"16077",999999999,2014-02-14,2,14,2014,5,1,4,0,5.03708597726654
"20085",999999999,2014-02-14,2,14,2014,5,1,5,0,3.52468193304958
"64173",999999999,2014-02-14,2,14,2014,5,1,16,1,74.4792207800201
"68181",999999999,2014-02-14,2,14,2014,5,1,17,1,72.9668167358031
"72189",999999999,2014-02-14,2,14,2014,5,1,18,1,71.4544126915862
"76197",999999999,2014-02-14,2,14,2014,5,1,19,1,69.9420086473692
"80205",999999999,2014-02-14,2,14,2014,5,1,20,0,-19.1613787302049
"84213",999999999,2014-02-14,2,14,2014,5,1,21,0,-20.6737827744219
"88221",999999999,2014-02-14,2,14,2014,5,1,22,0,-22.1861868186388
"92229",999999999,2014-02-14,2,14,2014,5,1,23,0,-23.6985908628558
"46",999999999,2014-02-15,2,15,2014,6,0,0,0,-57.320286346483
"4054",999999999,2014-02-15,2,15,2014,6,0,1,0,-58.8326903907
"8062",999999999,2014-02-15,2,15,2014,6,0,2,0,-60.345094434917
"12070",999999999,2014-02-15,2,15,2014,6,0,3,0,-61.8574984791339
"16078",999999999,2014-02-15,2,15,2014,6,0,4,0,-63.3699025233509
"20086",999999999,2014-02-15,2,15,2014,6,0,5,0,-64.8823065675679
"24094",999999999,2014-02-15,2,15,2014,6,0,6,0,-66.3947106117848
"28102",999999999,2014-02-15,2,15,2014,6,0,7,1,19.6838686773553
"32110",999999999,2014-02-15,2,15,2014,6,0,8,1,18.1714646331384
"36118",999999999,2014-02-15,2,15,2014,6,0,9,1,16.6590605889214
"40126",999999999,2014-02-15,2,15,2014,6,0,10,1,15.1466565447045
"44134",999999999,2014-02-15,2,15,2014,6,0,11,1,13.6342525004875
"48142",999999999,2014-02-15,2,15,2014,6,0,12,1,12.1218484562705
"52150",999999999,2014-02-15,2,15,2014,6,0,13,1,10.6094444120536
"56158",999999999,2014-02-15,2,15,2014,6,0,14,1,9.0970403678366
"60166",999999999,2014-02-15,2,15,2014,6,0,15,1,7.58463632361963
"64174",999999999,2014-02-15,2,15,2014,6,0,16,1,6.07223227940267
"68182",999999999,2014-02-15,2,15,2014,6,0,17,1,4.55982823518571
"72190",999999999,2014-02-15,2,15,2014,6,0,18,1,3.04742419096874
"76198",999999999,2014-02-15,2,15,2014,6,0,19,1,1.53502014675178
"80206",999999999,2014-02-15,2,15,2014,6,0,20,0,-87.5683672308223
"84214",999999999,2014-02-15,2,15,2014,6,0,21,0,-89.0807712750393
"88222",999999999,2014-02-15,2,15,2014,6,0,22,0,-90.5931753192563
"92230",999999999,2014-02-15,2,15,2014,6,0,23,0,-92.1055793634732
"47",999999999,2014-02-16,2,16,2014,0,0,0,0,-57.7450365109253
"4055",999999999,2014-02-16,2,16,2014,0,0,1,0,-59.2574405551422
"8063",999999999,2014-02-16,2,16,2014,0,0,2,0,-60.7698445993592
"12071",999999999,2014-02-16,2,16,2014,0,0,3,0,-62.2822486435762
"16079",999999999,2014-02-16,2,16,2014,0,0,4,0,-63.7946526877931
"20087",999999999,2014-02-16,2,16,2014,0,0,5,0,-65.3070567320101
"24095",999999999,2014-02-16,2,16,2014,0,0,6,0,-66.8194607762271
"28103",999999999,2014-02-16,2,16,2014,0,0,7,1,19.2591185129131
"32111",999999999,2014-02-16,2,16,2014,0,0,8,1,17.7467144686962
"36119",999999999,2014-02-16,2,16,2014,0,0,9,1,16.2343104244792
"40127",999999999,2014-02-16,2,16,2014,0,0,10,1,14.7219063802622
"44135",999999999,2014-02-16,2,16,2014,0,0,11,1,13.2095023360453
"48143",999999999,2014-02-16,2,16,2014,0,0,12,1,11.6970982918283
"52151",999999999,2014-02-16,2,16,2014,0,0,13,1,10.1846942476113
"56159",999999999,2014-02-16,2,16,2014,0,0,14,1,8.67229020339437
"60167",999999999,2014-02-16,2,16,2014,0,0,15,1,7.1598861591774
"64175",999999999,2014-02-16,2,16,2014,0,0,16,1,5.64748211496044
"68183",999999999,2014-02-16,2,16,2014,0,0,17,1,4.13507807074348
"72191",999999999,2014-02-16,2,16,2014,0,0,18,1,2.62267402652651
"76199",999999999,2014-02-16,2,16,2014,0,0,19,1,1.11026998230955
"80207",999999999,2014-02-16,2,16,2014,0,0,20,0,-87.9931173952646
"84215",999999999,2014-02-16,2,16,2014,0,0,21,0,-89.5055214394815
"88223",999999999,2014-02-16,2,16,2014,0,0,22,0,-91.0179254836985
"92231",999999999,2014-02-16,2,16,2014,0,0,23,0,-92.5303295279155
"48",999999999,2014-02-17,2,17,2014,1,1,0,0,9.81245166080771
"4056",999999999,2014-02-17,2,17,2014,1,1,1,0,8.30004761659075
"8064",999999999,2014-02-17,2,17,2014,1,1,2,0,6.78764357237378
"12072",999999999,2014-02-17,2,17,2014,1,1,3,0,5.27523952815682
"16080",999999999,2014-02-17,2,17,2014,1,1,4,0,3.76283548393985
"20088",999999999,2014-02-17,2,17,2014,1,1,5,0,2.25043143972289
"64176",999999999,2014-02-17,2,17,2014,1,1,16,1,73.2049702866934
"68184",999999999,2014-02-17,2,17,2014,1,1,17,1,71.6925662424765
"72192",999999999,2014-02-17,2,17,2014,1,1,18,1,70.1801621982595
"76200",999999999,2014-02-17,2,17,2014,1,1,19,1,68.6677581540425
"80208",999999999,2014-02-17,2,17,2014,1,1,20,0,-20.4356292235316
"84216",999999999,2014-02-17,2,17,2014,1,1,21,0,-21.9480332677485
"88224",999999999,2014-02-17,2,17,2014,1,1,22,0,-23.4604373119655
"92232",999999999,2014-02-17,2,17,2014,1,1,23,0,-24.9728413561825
"49",999999999,2014-02-18,2,18,2014,2,1,0,0,9.38770149636548
"4057",999999999,2014-02-18,2,18,2014,2,1,1,0,7.87529745214852
"8065",999999999,2014-02-18,2,18,2014,2,1,2,0,6.36289340793155
"12073",999999999,2014-02-18,2,18,2014,2,1,3,0,4.85048936371459
"16081",999999999,2014-02-18,2,18,2014,2,1,4,0,3.33808531949762
"20089",999999999,2014-02-18,2,18,2014,2,1,5,0,1.82568127528066
