"","Account","Date","month","day","year","Day of Week","Weekday","hour","Peakhour","kWh"
"64177",999999999,2014-02-18,2,18,2014,2,1,16,1,72.7802201222512
"72193",999999999,2014-02-18,2,18,2014,2,1,18,1,69.7554120338173
"84217",999999999,2014-02-18,2,18,2014,2,1,21,0,-22.3727834321908
"88225",999999999,2014-02-18,2,18,2014,2,1,22,0,-23.8851874764077
"92233",999999999,2014-02-18,2,18,2014,2,1,23,0,-25.3975915206247
"50",999999999,2014-02-19,2,19,2014,3,1,0,0,8.96295133192325
"4058",999999999,2014-02-19,2,19,2014,3,1,1,0,7.45054728770629
"8066",999999999,2014-02-19,2,19,2014,3,1,2,0,5.93814324348932
"12074",999999999,2014-02-19,2,19,2014,3,1,3,0,4.42573919927236
"16082",999999999,2014-02-19,2,19,2014,3,1,4,0,2.91333515505539
"20090",999999999,2014-02-19,2,19,2014,3,1,5,0,1.40093111083843
"88226",999999999,2014-02-19,2,19,2014,3,1,22,0,-24.30993764085
"92234",999999999,2014-02-19,2,19,2014,3,1,23,0,-25.8223416850669
"33",999999999,2014-02-02,2,2,2014,0,0,0,0,-51.7985342087923
"4041",999999999,2014-02-02,2,2,2014,0,0,1,0,-53.3109382530092
"8049",999999999,2014-02-02,2,2,2014,0,0,2,0,-54.8233422972262
"12057",999999999,2014-02-02,2,2,2014,0,0,3,0,-56.3357463414432
"16065",999999999,2014-02-02,2,2,2014,0,0,4,0,-57.8481503856601
"20073",999999999,2014-02-02,2,2,2014,0,0,5,0,-59.3605544298771
"24081",999999999,2014-02-02,2,2,2014,0,0,6,0,-60.872958474094
"28089",999999999,2014-02-02,2,2,2014,0,0,7,1,25.2056208150461
"32097",999999999,2014-02-02,2,2,2014,0,0,8,1,23.6932167708292
"36105",999999999,2014-02-02,2,2,2014,0,0,9,1,22.1808127266122
"40113",999999999,2014-02-02,2,2,2014,0,0,10,1,20.6684086823952
"44121",999999999,2014-02-02,2,2,2014,0,0,11,1,19.1560046381783
"48129",999999999,2014-02-02,2,2,2014,0,0,12,1,17.6436005939613
"52137",999999999,2014-02-02,2,2,2014,0,0,13,1,16.1311965497443
"56145",999999999,2014-02-02,2,2,2014,0,0,14,1,14.6187925055274
"60153",999999999,2014-02-02,2,2,2014,0,0,15,1,13.1063884613104
"64161",999999999,2014-02-02,2,2,2014,0,0,16,1,11.5939844170935
"68169",999999999,2014-02-02,2,2,2014,0,0,17,1,10.0815803728765
"72177",999999999,2014-02-02,2,2,2014,0,0,18,1,8.56917632865952
"76185",999999999,2014-02-02,2,2,2014,0,0,19,1,7.05677228444256
"80193",999999999,2014-02-02,2,2,2014,0,0,20,0,-82.0466150931315
"84201",999999999,2014-02-02,2,2,2014,0,0,21,0,-83.5590191373485
"88209",999999999,2014-02-02,2,2,2014,0,0,22,0,-85.0714231815655
"92217",999999999,2014-02-02,2,2,2014,0,0,23,0,-86.5838272257824
"51",999999999,2014-02-20,2,20,2014,4,1,0,0,8.53820116748102
"4059",999999999,2014-02-20,2,20,2014,4,1,1,0,7.02579712326406
"8067",999999999,2014-02-20,2,20,2014,4,1,2,0,5.51339307904709
"12075",999999999,2014-02-20,2,20,2014,4,1,3,0,4.00098903483013
"16083",999999999,2014-02-20,2,20,2014,4,1,4,0,2.48858499061316
"20091",999999999,2014-02-20,2,20,2014,4,1,5,0,0.976180946396198
"68187",999999999,2014-02-20,2,20,2014,4,1,17,1,70.4183157491498
"72195",999999999,2014-02-20,2,20,2014,4,1,18,1,68.9059117049328
"76203",999999999,2014-02-20,2,20,2014,4,1,19,1,67.3935076607158
"88227",999999999,2014-02-20,2,20,2014,4,1,22,0,-24.7346878052922
"92235",999999999,2014-02-20,2,20,2014,4,1,23,0,-26.2470918495092
"52",999999999,2014-02-21,2,21,2014,5,1,0,0,8.11345100303879
"4060",999999999,2014-02-21,2,21,2014,5,1,1,0,6.60104695882183
"8068",999999999,2014-02-21,2,21,2014,5,1,2,0,5.08864291460486
"12076",999999999,2014-02-21,2,21,2014,5,1,3,0,3.5762388703879
"16084",999999999,2014-02-21,2,21,2014,5,1,4,0,2.06383482617093
"20092",999999999,2014-02-21,2,21,2014,5,1,5,0,0.551430781953968
"92236",999999999,2014-02-21,2,21,2014,5,1,23,0,-26.6718420139514
"53",999999999,2014-02-22,2,22,2014,6,0,0,0,-60.2935374975204
"4061",999999999,2014-02-22,2,22,2014,6,0,1,0,-61.8059415417374
"8069",999999999,2014-02-22,2,22,2014,6,0,2,0,-63.3183455859544
"12077",999999999,2014-02-22,2,22,2014,6,0,3,0,-64.8307496301713
"16085",999999999,2014-02-22,2,22,2014,6,0,4,0,-66.3431536743883
"20093",999999999,2014-02-22,2,22,2014,6,0,5,0,-67.8555577186053
"24101",999999999,2014-02-22,2,22,2014,6,0,6,0,-69.3679617628222
"28109",999999999,2014-02-22,2,22,2014,6,0,7,1,16.7106175263179
"32117",999999999,2014-02-22,2,22,2014,6,0,8,1,15.198213482101
"36125",999999999,2014-02-22,2,22,2014,6,0,9,1,13.685809437884
"40133",999999999,2014-02-22,2,22,2014,6,0,10,1,12.1734053936671
"44141",999999999,2014-02-22,2,22,2014,6,0,11,1,10.6610013494501
"48149",999999999,2014-02-22,2,22,2014,6,0,12,1,9.14859730523312
"52157",999999999,2014-02-22,2,22,2014,6,0,13,1,7.63619326101616
"56165",999999999,2014-02-22,2,22,2014,6,0,14,1,6.1237892167992
"60173",999999999,2014-02-22,2,22,2014,6,0,15,1,4.61138517258223
"64181",999999999,2014-02-22,2,22,2014,6,0,16,1,3.09898112836527
"68189",999999999,2014-02-22,2,22,2014,6,0,17,1,1.5865770841483
"72197",999999999,2014-02-22,2,22,2014,6,0,18,1,0.0741730399313383
"76205",999999999,2014-02-22,2,22,2014,6,0,19,1,-1.43823100428563
"80213",999999999,2014-02-22,2,22,2014,6,0,20,0,-90.5416183818597
"84221",999999999,2014-02-22,2,22,2014,6,0,21,0,-92.0540224260767
"88229",999999999,2014-02-22,2,22,2014,6,0,22,0,-93.5664264702937
"92237",999999999,2014-02-22,2,22,2014,6,0,23,0,-95.0788305145106
"54",999999999,2014-02-23,2,23,2014,0,0,0,0,-60.7182876620209
"4062",999999999,2014-02-23,2,23,2014,0,0,1,0,-62.2306917062378
"8070",999999999,2014-02-23,2,23,2014,0,0,2,0,-63.7430957504548
"12078",999999999,2014-02-23,2,23,2014,0,0,3,0,-65.2554997946718
"16086",999999999,2014-02-23,2,23,2014,0,0,4,0,-66.7679038388887
"20094",999999999,2014-02-23,2,23,2014,0,0,5,0,-68.2803078831057
"24102",999999999,2014-02-23,2,23,2014,0,0,6,0,-69.7927119273227
"28110",999999999,2014-02-23,2,23,2014,0,0,7,1,16.2858673618175
"32118",999999999,2014-02-23,2,23,2014,0,0,8,1,14.7734633176005
"36126",999999999,2014-02-23,2,23,2014,0,0,9,1,13.2610592733836
"40134",999999999,2014-02-23,2,23,2014,0,0,10,1,11.7486552291666
"44142",999999999,2014-02-23,2,23,2014,0,0,11,1,10.2362511849497
"48150",999999999,2014-02-23,2,23,2014,0,0,12,1,8.72384714073269
"52158",999999999,2014-02-23,2,23,2014,0,0,13,1,7.21144309651572
"56166",999999999,2014-02-23,2,23,2014,0,0,14,1,5.69903905229876
"60174",999999999,2014-02-23,2,23,2014,0,0,15,1,4.18663500808179
"64182",999999999,2014-02-23,2,23,2014,0,0,16,1,2.67423096386483
"68190",999999999,2014-02-23,2,23,2014,0,0,17,1,1.16182691964786
"72198",999999999,2014-02-23,2,23,2014,0,0,18,1,-0.350577124569099
"76206",999999999,2014-02-23,2,23,2014,0,0,19,1,-1.86298116878606
"80214",999999999,2014-02-23,2,23,2014,0,0,20,0,-90.9663685463602
"84222",999999999,2014-02-23,2,23,2014,0,0,21,0,-92.4787725905771
"88230",999999999,2014-02-23,2,23,2014,0,0,22,0,-93.9911766347941
"92238",999999999,2014-02-23,2,23,2014,0,0,23,0,-95.5035806790111
"55",999999999,2014-02-24,2,24,2014,1,1,0,0,6.8392005097121
"4063",999999999,2014-02-24,2,24,2014,1,1,1,0,5.32679646549514
"8071",999999999,2014-02-24,2,24,2014,1,1,2,0,3.81439242127817
"12079",999999999,2014-02-24,2,24,2014,1,1,3,0,2.30198837706121
"16087",999999999,2014-02-24,2,24,2014,1,1,4,0,0.789584332844242
"20095",999999999,2014-02-24,2,24,2014,1,1,5,0,-0.722819711372722
"80215",999999999,2014-02-24,2,24,2014,1,1,20,0,-23.4088803746272
"84223",999999999,2014-02-24,2,24,2014,1,1,21,0,-24.9212844188442
"88231",999999999,2014-02-24,2,24,2014,1,1,22,0,-26.4336884630611
"92239",999999999,2014-02-24,2,24,2014,1,1,23,0,-27.9460925072781
"56",999999999,2014-02-25,2,25,2014,2,1,0,0,6.41445034532808
"4064",999999999,2014-02-25,2,25,2014,2,1,1,0,4.90204630111111
"8072",999999999,2014-02-25,2,25,2014,2,1,2,0,3.38964225689415
"12080",999999999,2014-02-25,2,25,2014,2,1,3,0,1.87723821267718
"16088",999999999,2014-02-25,2,25,2014,2,1,4,0,0.36483416846022
"20096",999999999,2014-02-25,2,25,2014,2,1,5,0,-1.14756987575674
"84224",999999999,2014-02-25,2,25,2014,2,1,21,0,-25.3460345832282
"88232",999999999,2014-02-25,2,25,2014,2,1,22,0,-26.8584386274451
"92240",999999999,2014-02-25,2,25,2014,2,1,23,0,-28.3708426716621
"57",999999999,2014-02-26,2,26,2014,3,1,0,0,5.98970018088585
"4065",999999999,2014-02-26,2,26,2014,3,1,1,0,4.47729613666888
"8073",999999999,2014-02-26,2,26,2014,3,1,2,0,2.96489209245192
"12081",999999999,2014-02-26,2,26,2014,3,1,3,0,1.45248804823495
"16089",999999999,2014-02-26,2,26,2014,3,1,4,0,-0.0599159959820099
"20097",999999999,2014-02-26,2,26,2014,3,1,5,0,-1.57232004019897
"76209",999999999,2014-02-26,2,26,2014,3,1,19,1,64.8450066741207
"80217",999999999,2014-02-26,2,26,2014,3,1,20,0,-24.2583807034534
"84225",999999999,2014-02-26,2,26,2014,3,1,21,0,-25.7707847476704
"88233",999999999,2014-02-26,2,26,2014,3,1,22,0,-27.2831887918874
"92241",999999999,2014-02-26,2,26,2014,3,1,23,0,-28.7955928361043
"58",999999999,2014-02-27,2,27,2014,4,1,0,0,5.56495001638541
"4066",999999999,2014-02-27,2,27,2014,4,1,1,0,4.05254597216845
"8074",999999999,2014-02-27,2,27,2014,4,1,2,0,2.54014192795148
"12082",999999999,2014-02-27,2,27,2014,4,1,3,0,1.02773788373452
"16090",999999999,2014-02-27,2,27,2014,4,1,4,0,-0.484666160482448
"20098",999999999,2014-02-27,2,27,2014,4,1,5,0,-1.99707020469941
"68194",999999999,2014-02-27,2,27,2014,4,1,17,1,67.4450645980542
"72202",999999999,2014-02-27,2,27,2014,4,1,18,1,65.9326605538372
"76210",999999999,2014-02-27,2,27,2014,4,1,19,1,64.4202565096202
"80218",999999999,2014-02-27,2,27,2014,4,1,20,0,-24.6831308679539
"84226",999999999,2014-02-27,2,27,2014,4,1,21,0,-26.1955349121708
"88234",999999999,2014-02-27,2,27,2014,4,1,22,0,-27.7079389563878
"92242",999999999,2014-02-27,2,27,2014,4,1,23,0,-29.2203430006048
"59",999999999,2014-02-28,2,28,2014,5,1,0,0,5.14019985200139
"4067",999999999,2014-02-28,2,28,2014,5,1,1,0,3.62779580778442
"8075",999999999,2014-02-28,2,28,2014,5,1,2,0,2.11539176356746
"12083",999999999,2014-02-28,2,28,2014,5,1,3,0,0.602987719350494
"16091",999999999,2014-02-28,2,28,2014,5,1,4,0,-0.90941632486647
"20099",999999999,2014-02-28,2,28,2014,5,1,5,0,-2.42182036908343
"64187",999999999,2014-02-28,2,28,2014,5,1,16,1,68.5327184778871
"76211",999999999,2014-02-28,2,28,2014,5,1,19,1,63.9955063452362
"80219",999999999,2014-02-28,2,28,2014,5,1,20,0,-25.1078810323379
"84227",999999999,2014-02-28,2,28,2014,5,1,21,0,-26.6202850765549
"88235",999999999,2014-02-28,2,28,2014,5,1,22,0,-28.1326891207718
"92243",999999999,2014-02-28,2,28,2014,5,1,23,0,-29.6450931649888
"34",999999999,2014-02-03,2,3,2014,1,1,0,0,15.7589539629407
"4042",999999999,2014-02-03,2,3,2014,1,1,1,0,14.2465499187238
"8050",999999999,2014-02-03,2,3,2014,1,1,2,0,12.7341458745068
"12058",999999999,2014-02-03,2,3,2014,1,1,3,0,11.2217418302898
"16066",999999999,2014-02-03,2,3,2014,1,1,4,0,9.70933778607287
"20074",999999999,2014-02-03,2,3,2014,1,1,5,0,8.1969337418559
"64162",999999999,2014-02-03,2,3,2014,1,1,16,1,79.1514725888264
"68170",999999999,2014-02-03,2,3,2014,1,1,17,1,77.6390685446095
"72178",999999999,2014-02-03,2,3,2014,1,1,18,1,76.1266645003925
"76186",999999999,2014-02-03,2,3,2014,1,1,19,1,74.6142604561755
"80194",999999999,2014-02-03,2,3,2014,1,1,20,0,-14.4891269213986
"84202",999999999,2014-02-03,2,3,2014,1,1,21,0,-16.0015309656155
"88210",999999999,2014-02-03,2,3,2014,1,1,22,0,-17.5139350098325
"92218",999999999,2014-02-03,2,3,2014,1,1,23,0,-19.0263390540495
"35",999999999,2014-02-04,2,4,2014,2,1,0,0,15.3342037984985
"4043",999999999,2014-02-04,2,4,2014,2,1,1,0,13.8217997542815
"8051",999999999,2014-02-04,2,4,2014,2,1,2,0,12.3093957100646
"12059",999999999,2014-02-04,2,4,2014,2,1,3,0,10.7969916658476
"16067",999999999,2014-02-04,2,4,2014,2,1,4,0,9.28458762163064
"20075",999999999,2014-02-04,2,4,2014,2,1,5,0,7.77218357741367
"64163",999999999,2014-02-04,2,4,2014,2,1,16,1,78.7267224243842
"68171",999999999,2014-02-04,2,4,2014,2,1,17,1,77.2143183801672
"72179",999999999,2014-02-04,2,4,2014,2,1,18,1,75.7019143359503
"76187",999999999,2014-02-04,2,4,2014,2,1,19,1,74.1895102917333
"80195",999999999,2014-02-04,2,4,2014,2,1,20,0,-14.9138770858408
"84203",999999999,2014-02-04,2,4,2014,2,1,21,0,-16.4262811300578
"88211",999999999,2014-02-04,2,4,2014,2,1,22,0,-17.9386851742747
"92219",999999999,2014-02-04,2,4,2014,2,1,23,0,-19.4510892184917
"36",999999999,2014-02-05,2,5,2014,3,1,0,0,14.9094536340563
"4044",999999999,2014-02-05,2,5,2014,3,1,1,0,13.3970495898393
"8052",999999999,2014-02-05,2,5,2014,3,1,2,0,11.8846455456223
"12060",999999999,2014-02-05,2,5,2014,3,1,3,0,10.3722415014054
"16068",999999999,2014-02-05,2,5,2014,3,1,4,0,8.85983745718841
"20076",999999999,2014-02-05,2,5,2014,3,1,5,0,7.34743341297144
"64164",999999999,2014-02-05,2,5,2014,3,1,16,1,78.301972259942
"68172",999999999,2014-02-05,2,5,2014,3,1,17,1,76.789568215725
"72180",999999999,2014-02-05,2,5,2014,3,1,18,1,75.277164171508
"76188",999999999,2014-02-05,2,5,2014,3,1,19,1,73.7647601272911
"80196",999999999,2014-02-05,2,5,2014,3,1,20,0,-15.338627250283
"84204",999999999,2014-02-05,2,5,2014,3,1,21,0,-16.8510312945
"88212",999999999,2014-02-05,2,5,2014,3,1,22,0,-18.363435338717
"92220",999999999,2014-02-05,2,5,2014,3,1,23,0,-19.8758393829339
"37",999999999,2014-02-06,2,6,2014,4,1,0,0,14.4847034696722
"4045",999999999,2014-02-06,2,6,2014,4,1,1,0,12.9722994254553
"8053",999999999,2014-02-06,2,6,2014,4,1,2,0,11.4598953812383
"12061",999999999,2014-02-06,2,6,2014,4,1,3,0,9.94749133702135
"16069",999999999,2014-02-06,2,6,2014,4,1,4,0,8.43508729280438
"20077",999999999,2014-02-06,2,6,2014,4,1,5,0,6.92268324858742
"68173",999999999,2014-02-06,2,6,2014,4,1,17,1,76.364818051341
"72181",999999999,2014-02-06,2,6,2014,4,1,18,1,74.852414007124
"76189",999999999,2014-02-06,2,6,2014,4,1,19,1,73.3400099629071
"80197",999999999,2014-02-06,2,6,2014,4,1,20,0,-15.763377414667
"84205",999999999,2014-02-06,2,6,2014,4,1,21,0,-17.275781458884
"88213",999999999,2014-02-06,2,6,2014,4,1,22,0,-18.788185503101
"92221",999999999,2014-02-06,2,6,2014,4,1,23,0,-20.3005895473179
"38",999999999,2014-02-07,2,7,2014,5,1,0,0,14.0599533051718
"4046",999999999,2014-02-07,2,7,2014,5,1,1,0,12.5475492609548
"8054",999999999,2014-02-07,2,7,2014,5,1,2,0,11.0351452167379
"12062",999999999,2014-02-07,2,7,2014,5,1,3,0,9.52274117252091
"16070",999999999,2014-02-07,2,7,2014,5,1,4,0,8.01033712830395
"20078",999999999,2014-02-07,2,7,2014,5,1,5,0,6.49793308408698
"64166",999999999,2014-02-07,2,7,2014,5,1,16,1,77.4524719310575
"68174",999999999,2014-02-07,2,7,2014,5,1,17,1,75.9400678868406
"72182",999999999,2014-02-07,2,7,2014,5,1,18,1,74.4276638426236
"76190",999999999,2014-02-07,2,7,2014,5,1,19,1,72.9152597984066
"80198",999999999,2014-02-07,2,7,2014,5,1,20,0,-16.1881275791675
"84206",999999999,2014-02-07,2,7,2014,5,1,21,0,-17.7005316233844
"88214",999999999,2014-02-07,2,7,2014,5,1,22,0,-19.2129356676014
"92222",999999999,2014-02-07,2,7,2014,5,1,23,0,-20.7253397118184
"39",999999999,2014-02-08,2,8,2014,6,0,0,0,-54.3470351954456
"4047",999999999,2014-02-08,2,8,2014,6,0,1,0,-55.8594392396626
"8055",999999999,2014-02-08,2,8,2014,6,0,2,0,-57.3718432838796
"12063",999999999,2014-02-08,2,8,2014,6,0,3,0,-58.8842473280965
"16071",999999999,2014-02-08,2,8,2014,6,0,4,0,-60.3966513723135
"20079",999999999,2014-02-08,2,8,2014,6,0,5,0,-61.9090554165305
"24087",999999999,2014-02-08,2,8,2014,6,0,6,0,-63.4214594607474
"28095",999999999,2014-02-08,2,8,2014,6,0,7,1,22.6571198283928
"32103",999999999,2014-02-08,2,8,2014,6,0,8,1,21.1447157841758
"36111",999999999,2014-02-08,2,8,2014,6,0,9,1,19.6323117399588
"40119",999999999,2014-02-08,2,8,2014,6,0,10,1,18.1199076957419
"44127",999999999,2014-02-08,2,8,2014,6,0,11,1,16.6075036515249
"48135",999999999,2014-02-08,2,8,2014,6,0,12,1,15.0950996073079
"52143",999999999,2014-02-08,2,8,2014,6,0,13,1,13.582695563091
"56151",999999999,2014-02-08,2,8,2014,6,0,14,1,12.070291518874
"60159",999999999,2014-02-08,2,8,2014,6,0,15,1,10.557887474657
"64167",999999999,2014-02-08,2,8,2014,6,0,16,1,9.04548343044007
"68175",999999999,2014-02-08,2,8,2014,6,0,17,1,7.53307938622311
"72183",999999999,2014-02-08,2,8,2014,6,0,18,1,6.02067534200614
"76191",999999999,2014-02-08,2,8,2014,6,0,19,1,4.50827129778918
"80199",999999999,2014-02-08,2,8,2014,6,0,20,0,-84.5951160797849
"84207",999999999,2014-02-08,2,8,2014,6,0,21,0,-86.1075201240019
"88215",999999999,2014-02-08,2,8,2014,6,0,22,0,-87.6199241682189
"92223",999999999,2014-02-08,2,8,2014,6,0,23,0,-89.1323282124358
"40",999999999,2014-02-09,2,9,2014,0,0,0,0,-54.7717853598297
"4048",999999999,2014-02-09,2,9,2014,0,0,1,0,-56.2841894040466
"8056",999999999,2014-02-09,2,9,2014,0,0,2,0,-57.7965934482636
"12064",999999999,2014-02-09,2,9,2014,0,0,3,0,-59.3089974924806
"16072",999999999,2014-02-09,2,9,2014,0,0,4,0,-60.8214015366975
"20080",999999999,2014-02-09,2,9,2014,0,0,5,0,-62.3338055809145
"24088",999999999,2014-02-09,2,9,2014,0,0,6,0,-63.8462096251315
"28096",999999999,2014-02-09,2,9,2014,0,0,7,1,22.2323696640087
"32104",999999999,2014-02-09,2,9,2014,0,0,8,1,20.7199656197918
"36112",999999999,2014-02-09,2,9,2014,0,0,9,1,19.2075615755748
"40120",999999999,2014-02-09,2,9,2014,0,0,10,1,17.6951575313578
"44128",999999999,2014-02-09,2,9,2014,0,0,11,1,16.1827534871409
"48136",999999999,2014-02-09,2,9,2014,0,0,12,1,14.6703494429239
"52144",999999999,2014-02-09,2,9,2014,0,0,13,1,13.1579453987069
"56152",999999999,2014-02-09,2,9,2014,0,0,14,1,11.64554135449
"60160",999999999,2014-02-09,2,9,2014,0,0,15,1,10.133137310273
"64168",999999999,2014-02-09,2,9,2014,0,0,16,1,8.62073326605605
"68176",999999999,2014-02-09,2,9,2014,0,0,17,1,7.10832922183909
"72184",999999999,2014-02-09,2,9,2014,0,0,18,1,5.59592517762212
"76192",999999999,2014-02-09,2,9,2014,0,0,19,1,4.08352113340516
"80200",999999999,2014-02-09,2,9,2014,0,0,20,0,-85.019866244169
"84208",999999999,2014-02-09,2,9,2014,0,0,21,0,-86.5322702883859
"88216",999999999,2014-02-09,2,9,2014,0,0,22,0,-88.0446743326029
"92224",999999999,2014-02-09,2,9,2014,0,0,23,0,-89.5570783768198
"60",999999999,2014-03-01,3,1,2014,6,0,0,0,6.36030738143018
"4068",999999999,2014-03-01,3,1,2014,6,0,1,0,4.84790333721321
"8076",999999999,2014-03-01,3,1,2014,6,0,2,0,3.33549929299625
"12084",999999999,2014-03-01,3,1,2014,6,0,3,0,1.82309524877928
"16092",999999999,2014-03-01,3,1,2014,6,0,4,0,0.310691204562318
"20100",999999999,2014-03-01,3,1,2014,6,0,5,0,-1.20171283965465
"24108",999999999,2014-03-01,3,1,2014,6,0,6,0,-2.71411688387161
"28116",999999999,2014-03-01,3,1,2014,6,0,7,1,83.3644624052686
"32124",999999999,2014-03-01,3,1,2014,6,0,8,1,81.8520583610516
"40140",999999999,2014-03-01,3,1,2014,6,0,10,1,78.8272502726177
"48156",999999999,2014-03-01,3,1,2014,6,0,12,1,75.8024421841837
"52164",999999999,2014-03-01,3,1,2014,6,0,13,1,74.2900381399668
"56172",999999999,2014-03-01,3,1,2014,6,0,14,1,72.7776340957498
"60180",999999999,2014-03-01,3,1,2014,6,0,15,1,71.2652300515329
"64188",999999999,2014-03-01,3,1,2014,6,0,16,1,69.7528260073159
"68196",999999999,2014-03-01,3,1,2014,6,0,17,1,68.2404219630989
"72204",999999999,2014-03-01,3,1,2014,6,0,18,1,66.728017918882
"76212",999999999,2014-03-01,3,1,2014,6,0,19,1,65.215613874665
"80220",999999999,2014-03-01,3,1,2014,6,0,20,0,-23.8877735029091
"84228",999999999,2014-03-01,3,1,2014,6,0,21,0,-25.4001775471261
"88236",999999999,2014-03-01,3,1,2014,6,0,22,0,-26.912581591343
"92244",999999999,2014-03-01,3,1,2014,6,0,23,0,-28.42498563556
"69",999999999,2014-03-10,3,10,2014,1,1,0,0,70.5197942376835
"4077",999999999,2014-03-10,3,10,2014,1,1,1,0,69.0073901934666
"8085",999999999,2014-03-10,3,10,2014,1,1,2,0,67.4949861492496
"12093",999999999,2014-03-10,3,10,2014,1,1,3,0,65.9825821050326
"16101",999999999,2014-03-10,3,10,2014,1,1,4,0,64.4701780608157
"20109",999999999,2014-03-10,3,10,2014,1,1,5,0,62.9577740165987
"68205",999999999,2014-03-10,3,10,2014,1,1,17,1,132.399908819352
"76221",999999999,2014-03-10,3,10,2014,1,1,19,1,129.375100730918
"80229",999999999,2014-03-10,3,10,2014,1,1,20,0,40.2717133533442
"84237",999999999,2014-03-10,3,10,2014,1,1,21,0,38.7593093091273
"88245",999999999,2014-03-10,3,10,2014,1,1,22,0,37.2469052649103
"92253",999999999,2014-03-10,3,10,2014,1,1,23,0,35.7345012206933
"70",999999999,2014-03-11,3,11,2014,2,1,0,0,70.0950440731831
"4078",999999999,2014-03-11,3,11,2014,2,1,1,0,68.5826400289661
"8086",999999999,2014-03-11,3,11,2014,2,1,2,0,67.0702359847492
"12094",999999999,2014-03-11,3,11,2014,2,1,3,0,65.5578319405322
"16102",999999999,2014-03-11,3,11,2014,2,1,4,0,64.0454278963152
"20110",999999999,2014-03-11,3,11,2014,2,1,5,0,62.5330238520983
"84238",999999999,2014-03-11,3,11,2014,2,1,21,0,38.3345591446268
"88246",999999999,2014-03-11,3,11,2014,2,1,22,0,36.8221551004099
"92254",999999999,2014-03-11,3,11,2014,2,1,23,0,35.3097510561929
"71",999999999,2014-03-12,3,12,2014,3,1,0,0,69.6702939087991
"4079",999999999,2014-03-12,3,12,2014,3,1,1,0,68.1578898645821
"8087",999999999,2014-03-12,3,12,2014,3,1,2,0,66.6454858203651
"12095",999999999,2014-03-12,3,12,2014,3,1,3,0,65.1330817761482
"16103",999999999,2014-03-12,3,12,2014,3,1,4,0,63.6206777319312
"20111",999999999,2014-03-12,3,12,2014,3,1,5,0,62.1082736877142
"76223",999999999,2014-03-12,3,12,2014,3,1,19,1,128.525600402034
"80231",999999999,2014-03-12,3,12,2014,3,1,20,0,39.4222130244598
"84239",999999999,2014-03-12,3,12,2014,3,1,21,0,37.9098089802428
"88247",999999999,2014-03-12,3,12,2014,3,1,22,0,36.3974049360259
"92255",999999999,2014-03-12,3,12,2014,3,1,23,0,34.8850008918089
"72",999999999,2014-03-13,3,13,2014,4,1,0,0,69.2455437443568
