"","Date","Hour","Temp"
"1843",2014-07-19,5,64
"2170",2014-07-19,6,66.9
"2499",2014-07-19,7,66.9
"2826",2014-07-19,8,71.1
"3155",2014-07-19,9,69.1
"3484",2014-07-19,10,70
"3811",2014-07-19,11,69.1
"4138",2014-07-19,12,69.1
"4464",2014-07-19,13,68
"4792",2014-07-19,14,69.1
"5121",2014-07-19,15,66.9
"5451",2014-07-19,16,66
"5779",2014-07-19,17,64.9
"6107",2014-07-19,18,64
"6437",2014-07-19,19,66
"6768",2014-07-19,20,66
"7098",2014-07-19,21,64
"7424",2014-07-19,22,62.6
"7750",2014-07-19,23,63
"200",2014-07-20,0,62.1
"529",2014-07-20,1,64
"859",2014-07-20,2,62.1
"1188",2014-07-20,3,61
"1518",2014-07-20,4,62.1
"1844",2014-07-20,5,62.1
"2171",2014-07-20,6,64.9
"2500",2014-07-20,7,66
"2827",2014-07-20,8,66.9
"3156",2014-07-20,9,66.9
"3485",2014-07-20,10,69.1
"3812",2014-07-20,11,71.1
"4139",2014-07-20,12,70
"4465",2014-07-20,13,70
"4793",2014-07-20,14,71.1
"5122",2014-07-20,15,70
"5452",2014-07-20,16,68
"5780",2014-07-20,17,66.9
"6108",2014-07-20,18,66.9
"6438",2014-07-20,19,66
"6769",2014-07-20,20,64.9
"7099",2014-07-20,21,64.2666666666667
"7425",2014-07-20,22,64.2
"7751",2014-07-20,23,62.35
"201",2014-07-21,0,63
"530",2014-07-21,1,63
"860",2014-07-21,2,62.1
"1189",2014-07-21,3,61.8
"1519",2014-07-21,4,60.9
"1845",2014-07-21,5,62.1
"2172",2014-07-21,6,62.8
"2501",2014-07-21,7,66.55
"2828",2014-07-21,8,68
"3157",2014-07-21,9,68
"3486",2014-07-21,10,70
"3813",2014-07-21,11,71.1
"4140",2014-07-21,12,72
"4466",2014-07-21,13,71.1
"4794",2014-07-21,14,70
"5123",2014-07-21,15,66.55
"5453",2014-07-21,16,66.55
"5781",2014-07-21,17,66.9
"6109",2014-07-21,18,66
"6439",2014-07-21,19,64
"6770",2014-07-21,20,63
"7426",2014-07-21,22,64
"202",2014-07-22,0,75
"531",2014-07-22,1,64.9
"861",2014-07-22,2,64.9
"1190",2014-07-22,3,66
"1520",2014-07-22,4,64.9
"1846",2014-07-22,5,64.9
"2173",2014-07-22,6,66.9
"2502",2014-07-22,7,71.1
"2829",2014-07-22,8,75
"3158",2014-07-22,9,79
"3487",2014-07-22,10,78.1
"3814",2014-07-22,11,81
"4467",2014-07-22,13,78.1
"4795",2014-07-22,14,82
"5124",2014-07-22,15,79
"5454",2014-07-22,16,81
"5782",2014-07-22,17,87.1
"6110",2014-07-22,18,84
"6440",2014-07-22,19,81
"6771",2014-07-22,20,81
"7100",2014-07-22,21,79
"7427",2014-07-22,22,77
"7752",2014-07-22,23,75.9
"203",2014-07-23,0,73.2
"532",2014-07-23,1,73.9
"862",2014-07-23,2,73
"1191",2014-07-23,3,72
"1521",2014-07-23,4,72
"1847",2014-07-23,5,71.1
"2174",2014-07-23,6,73
"2503",2014-07-23,7,75.9
"2830",2014-07-23,8,79
"3159",2014-07-23,9,81
"3488",2014-07-23,10,84.9
"3815",2014-07-23,11,87.1
"4141",2014-07-23,12,88
"4468",2014-07-23,13,90
"4796",2014-07-23,14,91
"5125",2014-07-23,15,87.1
"5455",2014-07-23,16,88
"6111",2014-07-23,18,82
"6441",2014-07-23,19,79
"6772",2014-07-23,20,78.1
"7101",2014-07-23,21,78.1
"7428",2014-07-23,22,78.1
"7753",2014-07-23,23,77
"204",2014-07-24,0,68
"533",2014-07-24,1,73
"863",2014-07-24,2,75
"1192",2014-07-24,3,74.55
"1522",2014-07-24,4,73.9
"1848",2014-07-24,5,73.9
"2175",2014-07-24,6,73.9
"2504",2014-07-24,7,73.9
"2831",2014-07-24,8,73.2
"3160",2014-07-24,9,72.0333333333333
"3489",2014-07-24,10,72
"3816",2014-07-24,11,72.9333333333333
"4142",2014-07-24,12,69.9
"4469",2014-07-24,13,70
"4797",2014-07-24,14,71.1
"5126",2014-07-24,15,69.1
"5456",2014-07-24,16,68
"5783",2014-07-24,17,69.1
"6112",2014-07-24,18,66.9
"6442",2014-07-24,19,64.9
"6773",2014-07-24,20,64.9
"7102",2014-07-24,21,64
"7429",2014-07-24,22,66.9
"7754",2014-07-24,23,63
"534",2014-07-25,1,66.9
"864",2014-07-25,2,66
"1193",2014-07-25,3,64
"1523",2014-07-25,4,63
"1849",2014-07-25,5,62.1
"2176",2014-07-25,6,63
"2505",2014-07-25,7,66.9
"2832",2014-07-25,8,71.1
"3161",2014-07-25,9,73.9
"3490",2014-07-25,10,73
"3817",2014-07-25,11,73.9
"4143",2014-07-25,12,75.9
"4470",2014-07-25,13,78.1
"4798",2014-07-25,14,80.1
"5127",2014-07-25,15,81
"5457",2014-07-25,16,81
"5784",2014-07-25,17,81
"6113",2014-07-25,18,80.1
"6443",2014-07-25,19,79
"6774",2014-07-25,20,75.9
"7103",2014-07-25,21,73.9
"7430",2014-07-25,22,72
"7755",2014-07-25,23,71.1
"205",2014-07-26,0,70
"535",2014-07-26,1,69.1
"865",2014-07-26,2,66.9
"1194",2014-07-26,3,64.9
"1524",2014-07-26,4,64.9
"1850",2014-07-26,5,64
"2177",2014-07-26,6,66
"2506",2014-07-26,7,68
"2833",2014-07-26,8,73.9
"3162",2014-07-26,9,75
"3818",2014-07-26,11,82
"4144",2014-07-26,12,82.9
"4471",2014-07-26,13,82.9
"4799",2014-07-26,14,82.9
"5128",2014-07-26,15,82
"5458",2014-07-26,16,81
"5785",2014-07-26,17,79
"6114",2014-07-26,18,78.1
"6444",2014-07-26,19,75.9
"6775",2014-07-26,20,73.9
"7104",2014-07-26,21,72
"7431",2014-07-26,22,71.1
"7756",2014-07-26,23,70
"206",2014-07-27,0,69.1
"536",2014-07-27,1,68
"866",2014-07-27,2,68
"1195",2014-07-27,3,66.55
"1525",2014-07-27,4,66.55
"1851",2014-07-27,5,66.9
"2178",2014-07-27,6,69.1
"2507",2014-07-27,7,71.1
"2834",2014-07-27,8,73
"3163",2014-07-27,9,74.8333333333333
"3491",2014-07-27,10,78.1
"3819",2014-07-27,11,71.1
"4145",2014-07-27,12,71.025
"4472",2014-07-27,13,71.4333333333333
"4800",2014-07-27,14,71.475
"5129",2014-07-27,15,71.35
"5459",2014-07-27,16,73.36
"5786",2014-07-27,17,75
"6115",2014-07-27,18,75.1
"6445",2014-07-27,19,73
"6776",2014-07-27,20,72
"7105",2014-07-27,21,71.1
"7432",2014-07-27,22,71.1
"7757",2014-07-27,23,70
"207",2014-07-28,0,69.1
"537",2014-07-28,1,68
"867",2014-07-28,2,68.9666666666667
"1196",2014-07-28,3,70
"1526",2014-07-28,4,69.1
"1852",2014-07-28,5,69.5666666666667
"2179",2014-07-28,6,69.1
"2508",2014-07-28,7,68
"2835",2014-07-28,8,68.9
"3164",2014-07-28,9,66.025
"3492",2014-07-28,10,75.2
"3820",2014-07-28,11,80.1
"4146",2014-07-28,12,81
"4473",2014-07-28,13,80.1
"4801",2014-07-28,14,82.9
"5130",2014-07-28,15,82
"5460",2014-07-28,16,82
"5787",2014-07-28,17,82
"6116",2014-07-28,18,81
"6446",2014-07-28,19,80.1
"6777",2014-07-28,20,75
"7106",2014-07-28,21,72
"7433",2014-07-28,22,70
"7758",2014-07-28,23,69.1
"208",2014-07-29,0,68
"538",2014-07-29,1,69.1
"868",2014-07-29,2,66.9
"1197",2014-07-29,3,66
"1527",2014-07-29,4,64.9
"2180",2014-07-29,6,64.9
"2509",2014-07-29,7,66.9
"2836",2014-07-29,8,69.1
"3165",2014-07-29,9,71.1
"3493",2014-07-29,10,73
"3821",2014-07-29,11,75
"4147",2014-07-29,12,75.9
"4474",2014-07-29,13,77
"4802",2014-07-29,14,77
"5131",2014-07-29,15,77
"5461",2014-07-29,16,72
"5788",2014-07-29,17,70
"6117",2014-07-29,18,70
"6447",2014-07-29,19,68
"6778",2014-07-29,20,66.9
"7107",2014-07-29,21,72
"7434",2014-07-29,22,70
"7759",2014-07-29,23,69.1
"209",2014-07-30,0,68
"539",2014-07-30,1,66.9
"869",2014-07-30,2,66.9
"1198",2014-07-30,3,64.9
"1528",2014-07-30,4,64
"1853",2014-07-30,5,64
"2181",2014-07-30,6,66
"2510",2014-07-30,7,68
"2837",2014-07-30,8,69.1
"3166",2014-07-30,9,70
"3494",2014-07-30,10,77
"3822",2014-07-30,11,75.9
"4148",2014-07-30,12,75.9
"4475",2014-07-30,13,75.9
"4803",2014-07-30,14,72
"5132",2014-07-30,15,73
"5462",2014-07-30,16,73
"5789",2014-07-30,17,72
"6118",2014-07-30,18,71.1
"6448",2014-07-30,19,68
"6779",2014-07-30,20,70
"7108",2014-07-30,21,71.1
"7435",2014-07-30,22,69.8
"7760",2014-07-30,23,68
"210",2014-07-31,0,69.1
"540",2014-07-31,1,66
"870",2014-07-31,2,66
"1199",2014-07-31,3,63
"1529",2014-07-31,4,64.9
"1854",2014-07-31,5,62.1
"2182",2014-07-31,6,63
"2511",2014-07-31,7,66.9
"2838",2014-07-31,8,70
"3167",2014-07-31,9,75
"3495",2014-07-31,10,75.9
"3823",2014-07-31,11,78.1
"4149",2014-07-31,12,79
"4476",2014-07-31,13,78.1
"4804",2014-07-31,14,79
"5133",2014-07-31,15,80.1
"5463",2014-07-31,16,79
"5790",2014-07-31,17,78.1
"6119",2014-07-31,18,75.9
"6449",2014-07-31,19,73.9
"6780",2014-07-31,20,71.1
"7109",2014-07-31,21,71.1
"7436",2014-07-31,22,70
"7761",2014-07-31,23,69.1
"211",2014-08-01,0,70
"541",2014-08-01,1,68
"871",2014-08-01,2,68
"1200",2014-08-01,3,66.9
"1530",2014-08-01,4,66
"1855",2014-08-01,5,66
"2183",2014-08-01,6,66.9
"2512",2014-08-01,7,70
"2839",2014-08-01,8,73
"3168",2014-08-01,9,73.9
"3496",2014-08-01,10,75.9
"3824",2014-08-01,11,73
"4150",2014-08-01,12,75
"4477",2014-08-01,13,75.9
"4805",2014-08-01,14,75.9
"5134",2014-08-01,15,79
"5464",2014-08-01,16,81
"5791",2014-08-01,17,78.8
"6450",2014-08-01,19,73.9
"6781",2014-08-01,20,73.9
"7110",2014-08-01,21,72
"7437",2014-08-01,22,72
"7762",2014-08-01,23,73
"212",2014-08-02,0,64
"542",2014-08-02,1,70
"872",2014-08-02,2,68
"1201",2014-08-02,3,68
"1531",2014-08-02,4,68
"1856",2014-08-02,5,68
"2184",2014-08-02,6,66
"2513",2014-08-02,7,69.1
"2840",2014-08-02,8,72
"3169",2014-08-02,9,71.1
"3497",2014-08-02,10,66.9
"3825",2014-08-02,11,66.9
"4151",2014-08-02,12,66.9
"4478",2014-08-02,13,66
"4806",2014-08-02,14,64
"5135",2014-08-02,15,63
"5465",2014-08-02,16,63
"5792",2014-08-02,17,62.8
"6120",2014-08-02,18,63
"6451",2014-08-02,19,62.8
"6782",2014-08-02,20,62.35
"7111",2014-08-02,21,62.35
"7438",2014-08-02,22,62.35
"7763",2014-08-02,23,62.8
"213",2014-08-03,0,64
"543",2014-08-03,1,63
"873",2014-08-03,2,62.8
"1202",2014-08-03,3,63.5
"1532",2014-08-03,4,62.1
"1857",2014-08-03,5,62.4333333333333
"2185",2014-08-03,6,63.3
"2514",2014-08-03,7,64
"2841",2014-08-03,8,66
"3170",2014-08-03,9,66
"3498",2014-08-03,10,66.9
"3826",2014-08-03,11,66
"4152",2014-08-03,12,67.1
"4479",2014-08-03,13,68
"4807",2014-08-03,14,66
"5136",2014-08-03,15,66.9
"5466",2014-08-03,16,68
"5793",2014-08-03,17,64.9
"6121",2014-08-03,18,64.9
"6452",2014-08-03,19,64
"6783",2014-08-03,20,63
"7112",2014-08-03,21,63
"7439",2014-08-03,22,63
"7764",2014-08-03,23,64
"214",2014-08-04,0,73.9
"544",2014-08-04,1,64
"874",2014-08-04,2,62.8
"1203",2014-08-04,3,64.9
"1533",2014-08-04,4,64.65
"1858",2014-08-04,5,64.9
"2186",2014-08-04,6,68
"2515",2014-08-04,7,70
"2842",2014-08-04,8,73
"3171",2014-08-04,9,75
"3499",2014-08-04,10,75.9
"3827",2014-08-04,11,79
"4153",2014-08-04,12,75
"4480",2014-08-04,13,77
"4808",2014-08-04,14,77
"5137",2014-08-04,15,78.1
"5467",2014-08-04,16,75
"5794",2014-08-04,17,73
"6122",2014-08-04,18,77
"6453",2014-08-04,19,78.1
"6784",2014-08-04,20,77
"7113",2014-08-04,21,75.9
"7440",2014-08-04,22,75
"7765",2014-08-04,23,73.9
"215",2014-08-05,0,75
"545",2014-08-05,1,73
"875",2014-08-05,2,72
"1204",2014-08-05,3,71.1
"1534",2014-08-05,4,71.1
"1859",2014-08-05,5,70
"2187",2014-08-05,6,72
"2516",2014-08-05,7,75
"2843",2014-08-05,8,78.1
"3172",2014-08-05,9,77
"3500",2014-08-05,10,79
"3828",2014-08-05,11,81
"4154",2014-08-05,12,80.1
"4481",2014-08-05,13,80.1
"4809",2014-08-05,14,77
"5138",2014-08-05,15,79
"5468",2014-08-05,16,78.1
"5795",2014-08-05,17,75.9
"6123",2014-08-05,18,73
"6454",2014-08-05,19,77
"6785",2014-08-05,20,77
"7114",2014-08-05,21,73
"7441",2014-08-05,22,73.4
"7766",2014-08-05,23,75.9
"216",2014-08-06,0,70
"546",2014-08-06,1,73.9
"876",2014-08-06,2,73
"1205",2014-08-06,3,73
"1535",2014-08-06,4,72
"1860",2014-08-06,5,71.1
"2188",2014-08-06,6,71.1
"2517",2014-08-06,7,72
"2844",2014-08-06,8,72
"3173",2014-08-06,9,75.9
"3501",2014-08-06,10,78.1
"3829",2014-08-06,11,78.1
"4155",2014-08-06,12,75.9
"4810",2014-08-06,14,73
"5139",2014-08-06,15,73.9
"5469",2014-08-06,16,75.9
"5796",2014-08-06,17,82
"6124",2014-08-06,18,80.1
"6455",2014-08-06,19,78.1
"6786",2014-08-06,20,77
"7115",2014-08-06,21,75
"7442",2014-08-06,22,72
"7767",2014-08-06,23,71.1
"217",2014-08-07,0,64
"547",2014-08-07,1,69.1
"877",2014-08-07,2,66.9
"1206",2014-08-07,3,64.9
"1536",2014-08-07,4,64.9
"1861",2014-08-07,5,64.9
"2189",2014-08-07,6,64.9
"2518",2014-08-07,7,68
"2845",2014-08-07,8,72
"3174",2014-08-07,9,73.9
"3502",2014-08-07,10,75.9
"3830",2014-08-07,11,78.1
"4156",2014-08-07,12,78.1
"4482",2014-08-07,13,72
"4811",2014-08-07,14,77
"5140",2014-08-07,15,77
"5470",2014-08-07,16,73.9
"5797",2014-08-07,17,75
"6125",2014-08-07,18,68.35
"6456",2014-08-07,19,66.9
"6787",2014-08-07,20,66.9
"7116",2014-08-07,21,66.9
"7443",2014-08-07,22,66.9
"7768",2014-08-07,23,64.9
"218",2014-08-08,0,71.1
"548",2014-08-08,1,63
"878",2014-08-08,2,63
"1207",2014-08-08,3,61
"1537",2014-08-08,4,61
"1862",2014-08-08,5,61
"2190",2014-08-08,6,63
"2519",2014-08-08,7,66
"2846",2014-08-08,8,70
"3175",2014-08-08,9,73.9
"3503",2014-08-08,10,78.1
"3831",2014-08-08,11,79
"4157",2014-08-08,12,82
"4483",2014-08-08,13,80.1
"4812",2014-08-08,14,81
"5141",2014-08-08,15,81
"5471",2014-08-08,16,82.9
"5798",2014-08-08,17,82
"6126",2014-08-08,18,80.1
"6457",2014-08-08,19,78.1
"6788",2014-08-08,20,77
"7117",2014-08-08,21,75
"7444",2014-08-08,22,73
"7769",2014-08-08,23,72
"219",2014-08-09,0,72
"549",2014-08-09,1,69.1
"879",2014-08-09,2,66.9
"1208",2014-08-09,3,66
"1538",2014-08-09,4,66.9
"1863",2014-08-09,5,66
"2191",2014-08-09,6,66.9
"2520",2014-08-09,7,71.1
"2847",2014-08-09,8,73.9
"3176",2014-08-09,9,75
"3504",2014-08-09,10,75
"3832",2014-08-09,11,75.9
"4158",2014-08-09,12,75
"4484",2014-08-09,13,75
"4813",2014-08-09,14,73.9
"5142",2014-08-09,15,73.9
"5472",2014-08-09,16,75.9
"5799",2014-08-09,17,75
"6127",2014-08-09,18,73
"6458",2014-08-09,19,73
"6789",2014-08-09,20,75
"7118",2014-08-09,21,73.9
"7445",2014-08-09,22,73
"7770",2014-08-09,23,71.1
"220",2014-08-10,0,66
"550",2014-08-10,1,71.1
"880",2014-08-10,2,70
"1209",2014-08-10,3,69.1
"1539",2014-08-10,4,69.1
"1864",2014-08-10,5,68
"2192",2014-08-10,6,69.1
"2521",2014-08-10,7,72
"2848",2014-08-10,8,77
"3177",2014-08-10,9,78.1
"3505",2014-08-10,10,79
"3833",2014-08-10,11,78.1
"4159",2014-08-10,12,79
"4485",2014-08-10,13,78.1
"4814",2014-08-10,14,78.1
"5143",2014-08-10,15,75
"5473",2014-08-10,16,73.9
"5800",2014-08-10,17,72
"6128",2014-08-10,18,73.9
"6459",2014-08-10,19,73
"6790",2014-08-10,20,68
"7119",2014-08-10,21,68
"7446",2014-08-10,22,66.9
"7771",2014-08-10,23,66.9
"221",2014-08-11,0,69.1
"551",2014-08-11,1,66.9
"881",2014-08-11,2,66
"1210",2014-08-11,3,66
"1540",2014-08-11,4,66
"1865",2014-08-11,5,66
"2193",2014-08-11,6,68
"2522",2014-08-11,7,70
"2849",2014-08-11,8,75
"3178",2014-08-11,9,77
"3506",2014-08-11,10,80.1
"3834",2014-08-11,11,82
"4160",2014-08-11,12,82
"4486",2014-08-11,13,78.1
"4815",2014-08-11,14,82
"5144",2014-08-11,15,84
"5474",2014-08-11,16,82
"5801",2014-08-11,17,81
"6129",2014-08-11,18,79
"6460",2014-08-11,19,75
"6791",2014-08-11,20,73
"7120",2014-08-11,21,71.1
"7447",2014-08-11,22,71.1
"7772",2014-08-11,23,70
"222",2014-08-12,0,66.9
"552",2014-08-12,1,68
"882",2014-08-12,2,66.9
"1211",2014-08-12,3,66.9
"1541",2014-08-12,4,64.9
"1866",2014-08-12,5,64.9
"2194",2014-08-12,6,66
"2523",2014-08-12,7,66.9
"2850",2014-08-12,8,70
"3179",2014-08-12,9,73
"3507",2014-08-12,10,75
"3835",2014-08-12,11,73.9
"4487",2014-08-12,13,78.1
"4816",2014-08-12,14,79
"5145",2014-08-12,15,79.8
"5475",2014-08-12,16,79
"5802",2014-08-12,17,77
"6130",2014-08-12,18,75
"6461",2014-08-12,19,71.1
"6792",2014-08-12,20,69.1
"7121",2014-08-12,21,69.1
"7448",2014-08-12,22,68
"7773",2014-08-12,23,68
"223",2014-08-13,0,64.2
"553",2014-08-13,1,66.9
"883",2014-08-13,2,68
"1212",2014-08-13,3,68
"1542",2014-08-13,4,66
"1867",2014-08-13,5,66
"2195",2014-08-13,6,66
"2524",2014-08-13,7,65.55
"2851",2014-08-13,8,66.1
"3180",2014-08-13,9,66
"3508",2014-08-13,10,66
"3836",2014-08-13,11,66.1
"4161",2014-08-13,12,65.7666666666667
"4488",2014-08-13,13,64.5
"4817",2014-08-13,14,64.525
"5146",2014-08-13,15,66.2
"5476",2014-08-13,16,66.375
"5803",2014-08-13,17,68
"6131",2014-08-13,18,67.45
"6462",2014-08-13,19,68
"6793",2014-08-13,20,69.5666666666667
"7122",2014-08-13,21,67.45
"224",2014-08-14,0,63
"554",2014-08-14,1,64
"884",2014-08-14,2,64
"1213",2014-08-14,3,64
"1543",2014-08-14,4,63
"1868",2014-08-14,5,63
"2196",2014-08-14,6,63
"2525",2014-08-14,7,64.9
"2852",2014-08-14,8,66
"3181",2014-08-14,9,68
"3509",2014-08-14,10,70
"3837",2014-08-14,11,72
"4162",2014-08-14,12,73.9
"4489",2014-08-14,13,75
"4818",2014-08-14,14,75
"5147",2014-08-14,15,73.9
"5804",2014-08-14,17,75
"6132",2014-08-14,18,73
"6463",2014-08-14,19,71.1
"6794",2014-08-14,20,70
"7123",2014-08-14,21,69.1
"7449",2014-08-14,22,69.1
"7774",2014-08-14,23,64.9
"225",2014-08-15,0,64
"555",2014-08-15,1,62.1
"885",2014-08-15,2,63
"1214",2014-08-15,3,64.9
"1544",2014-08-15,4,63
"1869",2014-08-15,5,61
"2197",2014-08-15,6,63.3
"2526",2014-08-15,7,64
"2853",2014-08-15,8,66.1
"3182",2014-08-15,9,69.1
"3510",2014-08-15,10,72
"3838",2014-08-15,11,71.1
"4490",2014-08-15,13,75
"4819",2014-08-15,14,73
"5148",2014-08-15,15,70
"5477",2014-08-15,16,68
"5805",2014-08-15,17,66.9
"6133",2014-08-15,18,66.9
"6464",2014-08-15,19,66
"6795",2014-08-15,20,64.9
"7124",2014-08-15,21,64.9
"7450",2014-08-15,22,64.9
"7775",2014-08-15,23,63
"226",2014-08-16,0,66
"556",2014-08-16,1,63
"886",2014-08-16,2,63
"1215",2014-08-16,3,63
"1545",2014-08-16,4,61
"1870",2014-08-16,5,61
"2198",2014-08-16,6,62.1
"2527",2014-08-16,7,66.9
"2854",2014-08-16,8,69.1
"3183",2014-08-16,9,71.1
"3511",2014-08-16,10,73.9
"4163",2014-08-16,12,75
"4491",2014-08-16,13,77
"4820",2014-08-16,14,78.1
"5149",2014-08-16,15,77
"5478",2014-08-16,16,75.9
"5806",2014-08-16,17,75
"6134",2014-08-16,18,73.9
"6465",2014-08-16,19,73
"6796",2014-08-16,20,71.1
"7125",2014-08-16,21,70
"7451",2014-08-16,22,68
"7776",2014-08-16,23,66.9
"227",2014-08-17,0,66
"557",2014-08-17,1,66
"887",2014-08-17,2,66
"1216",2014-08-17,3,66
"1546",2014-08-17,4,64.9
"1871",2014-08-17,5,64
"2199",2014-08-17,6,66
"2528",2014-08-17,7,69.1
"2855",2014-08-17,8,71.1
"3184",2014-08-17,9,75
"3512",2014-08-17,10,75.9
"3839",2014-08-17,11,75.9
"4164",2014-08-17,12,78.1
"4492",2014-08-17,13,78.1
"4821",2014-08-17,14,79
"5150",2014-08-17,15,79
"5479",2014-08-17,16,77
"5807",2014-08-17,17,75.9
"6135",2014-08-17,18,75
"6466",2014-08-17,19,73
"6797",2014-08-17,20,71.1
"7126",2014-08-17,21,69.1
"7452",2014-08-17,22,68
"7777",2014-08-17,23,66.9
"228",2014-08-18,0,64
"558",2014-08-18,1,64.9
"888",2014-08-18,2,64
"1217",2014-08-18,3,64
"1547",2014-08-18,4,63
"1872",2014-08-18,5,63
"2200",2014-08-18,6,63
"2529",2014-08-18,7,66
"2856",2014-08-18,8,69.1
"3185",2014-08-18,9,71.1
"3513",2014-08-18,10,73
"3840",2014-08-18,11,73
"4165",2014-08-18,12,73.9
"4493",2014-08-18,13,75.9
"4822",2014-08-18,14,78.1
"5151",2014-08-18,15,77
"5480",2014-08-18,16,75.9
"5808",2014-08-18,17,75.9
"6136",2014-08-18,18,73.9
"6467",2014-08-18,19,71.1
"6798",2014-08-18,20,70
"7453",2014-08-18,22,66
"7778",2014-08-18,23,64
"229",2014-08-19,0,64
"559",2014-08-19,1,63
"889",2014-08-19,2,61
"1218",2014-08-19,3,60.1
"1548",2014-08-19,4,60.1
"1873",2014-08-19,5,59
"2201",2014-08-19,6,61
"2530",2014-08-19,7,62.1
"2857",2014-08-19,8,66
"3186",2014-08-19,9,68
"3514",2014-08-19,10,69.1
"3841",2014-08-19,11,70
"4166",2014-08-19,12,71.1
"4494",2014-08-19,13,72
"4823",2014-08-19,14,72
"5152",2014-08-19,15,71.1
"5481",2014-08-19,16,68
"5809",2014-08-19,17,68
"6137",2014-08-19,18,66.9
"6468",2014-08-19,19,66
"6799",2014-08-19,20,64.9
"7127",2014-08-19,21,64
"7779",2014-08-19,23,64
"230",2014-08-20,0,63
"560",2014-08-20,1,64
"890",2014-08-20,2,64
"1219",2014-08-20,3,64
"1549",2014-08-20,4,61
"1874",2014-08-20,5,60.1
"2202",2014-08-20,6,62.1
"2531",2014-08-20,7,66
"2858",2014-08-20,8,66.9
"3187",2014-08-20,9,68
"3515",2014-08-20,10,70
"3842",2014-08-20,11,72
"4167",2014-08-20,12,72
"4495",2014-08-20,13,73.9
"4824",2014-08-20,14,72
"5153",2014-08-20,15,72
"5482",2014-08-20,16,71.1
"5810",2014-08-20,17,69.1
"6138",2014-08-20,18,66.9
"6469",2014-08-20,19,64.9
"6800",2014-08-20,20,64
"7128",2014-08-20,21,64
"7454",2014-08-20,22,64.9
"7780",2014-08-20,23,63
"231",2014-08-21,0,66.9
"561",2014-08-21,1,63
"891",2014-08-21,2,63
"1220",2014-08-21,3,61
"1550",2014-08-21,4,61
"1875",2014-08-21,5,63
"2203",2014-08-21,6,63
"2532",2014-08-21,7,63
"2859",2014-08-21,8,64.9
"3188",2014-08-21,9,68
"3516",2014-08-21,10,68
"3843",2014-08-21,11,69.1
"4168",2014-08-21,12,71.1
"4496",2014-08-21,13,71.1
"4825",2014-08-21,14,71.1
"5154",2014-08-21,15,70
"5483",2014-08-21,16,69.1
"5811",2014-08-21,17,68
"6139",2014-08-21,18,66.9
"6470",2014-08-21,19,66.9
"6801",2014-08-21,20,66.9
"7129",2014-08-21,21,66.9
"7455",2014-08-21,22,66.9
"7781",2014-08-21,23,66.9
"232",2014-08-22,0,64.2
"562",2014-08-22,1,66.9
"892",2014-08-22,2,66
"1221",2014-08-22,3,64
"1551",2014-08-22,4,64
"1876",2014-08-22,5,63.3333333333333
"2204",2014-08-22,6,62.8
"2533",2014-08-22,7,64
"2860",2014-08-22,8,64.9
"3189",2014-08-22,9,66.55
"3517",2014-08-22,10,69.175
"3844",2014-08-22,11,70.45
"4169",2014-08-22,12,70
"4497",2014-08-22,13,70
"4826",2014-08-22,14,72
"5155",2014-08-22,15,70
"5484",2014-08-22,16,69.1
"5812",2014-08-22,17,69.1
"6140",2014-08-22,18,66.9
"6471",2014-08-22,19,66
"6802",2014-08-22,20,66
"7130",2014-08-22,21,66.1
"7456",2014-08-22,22,64.9
"7782",2014-08-22,23,64.9
"233",2014-08-23,0,64
"563",2014-08-23,1,64
"893",2014-08-23,2,64
"1222",2014-08-23,3,63.7
"1877",2014-08-23,5,60.9
"2205",2014-08-23,6,61
"2534",2014-08-23,7,64
"2861",2014-08-23,8,68
"3190",2014-08-23,9,68
"3518",2014-08-23,10,71.1
"3845",2014-08-23,11,70
"4170",2014-08-23,12,70
"4498",2014-08-23,13,72
"4827",2014-08-23,14,70
"5156",2014-08-23,15,69.1
"5485",2014-08-23,16,68
"5813",2014-08-23,17,66.9
"6141",2014-08-23,18,66
"6472",2014-08-23,19,64.9
"6803",2014-08-23,20,64
"7131",2014-08-23,21,64
"7457",2014-08-23,22,64
"7783",2014-08-23,23,64
"234",2014-08-24,0,66.9
"564",2014-08-24,1,64
"894",2014-08-24,2,63
"1223",2014-08-24,3,64
"1552",2014-08-24,4,63
"1878",2014-08-24,5,63
"2206",2014-08-24,6,64
"2535",2014-08-24,7,66.9
"2862",2014-08-24,8,70
"3191",2014-08-24,9,72
"3519",2014-08-24,10,72
"3846",2014-08-24,11,73
"4171",2014-08-24,12,72
"4499",2014-08-24,13,73.9
"4828",2014-08-24,14,73.9
"5157",2014-08-24,15,73.9
"5486",2014-08-24,16,73.9
"5814",2014-08-24,17,73.9
"6142",2014-08-24,18,72
"6473",2014-08-24,19,71.1
"6804",2014-08-24,20,71.1
"7132",2014-08-24,21,70
"7458",2014-08-24,22,70
"7784",2014-08-24,23,70
"235",2014-08-25,0,68
"565",2014-08-25,1,69.1
"895",2014-08-25,2,68
"1224",2014-08-25,3,66.9
"1553",2014-08-25,4,68
"1879",2014-08-25,5,68
"2207",2014-08-25,6,69.1
"2536",2014-08-25,7,73
"2863",2014-08-25,8,75.9
"3192",2014-08-25,9,81
"3520",2014-08-25,10,78.1
"3847",2014-08-25,11,80.1
"4500",2014-08-25,13,79
"4829",2014-08-25,14,75.9
"5158",2014-08-25,15,75
"5487",2014-08-25,16,75.9
