"","Account","Date","kWh","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature"
"898",999999999,"10/13/2014",145.169995,10,13,2014,7,1,1,1,48.9
"899",999999999,"10/13/2014",161.099998,10,13,2014,8,1,1,1,51.1
"900",999999999,"10/13/2014",161.669995,10,13,2014,9,1,1,1,53.1
"901",999999999,"10/14/2014",73.08,10,14,2014,0,2,1,0,57.9
"902",999999999,"10/14/2014",78.675,10,14,2014,1,2,1,0,61
"903",999999999,"10/14/2014",252.134996,10,14,2014,10,2,1,1,72
"904",999999999,"10/14/2014",249.239996,10,14,2014,11,2,1,1,74.2
"905",999999999,"10/14/2014",246.179991,10,14,2014,12,2,1,1,75.9
"906",999999999,"10/14/2014",246.674994,10,14,2014,13,2,1,1,77
"907",999999999,"10/14/2014",238.184994,10,14,2014,14,2,1,1,75.9
"908",999999999,"10/14/2014",202.484994,10,14,2014,15,2,1,1,75
"909",999999999,"10/14/2014",156.719994,10,14,2014,16,2,1,1,72
"910",999999999,"10/14/2014",149.354998,10,14,2014,17,2,1,1,71.1
"911",999999999,"10/14/2014",144.464997,10,14,2014,18,2,1,1,68
"912",999999999,"10/14/2014",128.894998,10,14,2014,19,2,1,1,66.9
"913",999999999,"10/14/2014",79.845,10,14,2014,2,2,1,0,60.9
"914",999999999,"10/14/2014",121.724994,10,14,2014,20,2,1,0,66
"915",999999999,"10/14/2014",95.534999,10,14,2014,21,2,1,0,64.9
"916",999999999,"10/14/2014",82.35,10,14,2014,22,2,1,0,64
"917",999999999,"10/14/2014",69.69,10,14,2014,23,2,1,0,63
"919",999999999,"10/14/2014",77.13,10,14,2014,3,2,1,0,60.1
"920",999999999,"10/14/2014",72.09,10,14,2014,4,2,1,0,62.1
"921",999999999,"10/14/2014",74.685,10,14,2014,5,2,1,0,62.1
"922",999999999,"10/14/2014",115.394999,10,14,2014,6,2,1,1,62.8
"923",999999999,"10/14/2014",204.539994,10,14,2014,7,2,1,1,63
"924",999999999,"10/14/2014",240.269995,10,14,2014,8,2,1,1,64.65
"925",999999999,"10/14/2014",248.174997,10,14,2014,9,2,1,1,69.1
"926",999999999,"10/15/2014",74.295,10,15,2014,0,3,1,0,63
"927",999999999,"10/15/2014",68.31,10,15,2014,1,3,1,0,62.1
"929",999999999,"10/15/2014",253.919996,10,15,2014,11,3,1,1,78.1
"930",999999999,"10/15/2014",249.794994,10,15,2014,12,3,1,1,79
"931",999999999,"10/15/2014",247.574996,10,15,2014,13,3,1,1,81
"932",999999999,"10/15/2014",238.484994,10,15,2014,14,3,1,1,77
"933",999999999,"10/15/2014",201.464995,10,15,2014,15,3,1,1,75.9
"934",999999999,"10/15/2014",153.539999,10,15,2014,16,3,1,1,75.9
"935",999999999,"10/15/2014",143.564999,10,15,2014,17,3,1,1,73
"936",999999999,"10/15/2014",135.614997,10,15,2014,18,3,1,1,68
"937",999999999,"10/15/2014",114.404996,10,15,2014,19,3,1,1,69.1
"938",999999999,"10/15/2014",67.26,10,15,2014,2,3,1,0,62.1
"939",999999999,"10/15/2014",102.195,10,15,2014,20,3,1,0,66.9
"940",999999999,"10/15/2014",83.67,10,15,2014,21,3,1,0,66.9
"941",999999999,"10/15/2014",82.635,10,15,2014,22,3,1,0,66.9
"942",999999999,"10/15/2014",72.705,10,15,2014,23,3,1,0,66
"944",999999999,"10/15/2014",67.98,10,15,2014,3,3,1,0,62.1
"945",999999999,"10/15/2014",66.72,10,15,2014,4,3,1,0,62.1
"946",999999999,"10/15/2014",69.87,10,15,2014,5,3,1,0,62.1
"947",999999999,"10/15/2014",116.639999,10,15,2014,6,3,1,1,63
"948",999999999,"10/15/2014",191.369994,10,15,2014,7,3,1,1,63
"949",999999999,"10/15/2014",245.009994,10,15,2014,8,3,1,1,64.9
"950",999999999,"10/15/2014",253.169995,10,15,2014,9,3,1,1,68
"951",999999999,"10/16/2014",79.605,10,16,2014,0,4,1,0,66.9
"952",999999999,"10/16/2014",79.785,10,16,2014,1,4,1,0,66.55
"954",999999999,"10/16/2014",249.539994,10,16,2014,11,4,1,1,68
"955",999999999,"10/16/2014",252.119995,10,16,2014,12,4,1,1,67.16666667
"956",999999999,"10/16/2014",243.044996,10,16,2014,13,4,1,1,66.55
"957",999999999,"10/16/2014",233.234992,10,16,2014,14,4,1,1,69.1
"958",999999999,"10/16/2014",198.809995,10,16,2014,15,4,1,1,69.2
"959",999999999,"10/16/2014",155.864995,10,16,2014,16,4,1,1,65.65
"960",999999999,"10/16/2014",142.364997,10,16,2014,17,4,1,1,65.46666667
"961",999999999,"10/16/2014",132.059998,10,16,2014,18,4,1,1,63
"962",999999999,"10/16/2014",109.829997,10,16,2014,19,4,1,1,62.8
"963",999999999,"10/16/2014",78.495,10,16,2014,2,4,1,0,67.1
"964",999999999,"10/16/2014",102.149999,10,16,2014,20,4,1,0,64.05
"965",999999999,"10/16/2014",81.869999,10,16,2014,21,4,1,0,63
"966",999999999,"10/16/2014",77.175,10,16,2014,22,4,1,0,61.7
"967",999999999,"10/16/2014",66.93,10,16,2014,23,4,1,0,61
"969",999999999,"10/16/2014",79.575,10,16,2014,3,4,1,0,68
"970",999999999,"10/16/2014",78.585,10,16,2014,4,4,1,0,66
"971",999999999,"10/16/2014",80.265,10,16,2014,5,4,1,0,66.55
"972",999999999,"10/16/2014",121.214997,10,16,2014,6,4,1,1,63.7
"973",999999999,"10/16/2014",203.699995,10,16,2014,7,4,1,1,64.65
"974",999999999,"10/16/2014",252.914996,10,16,2014,8,4,1,1,64.2
"976",999999999,"10/17/2014",73.185,10,17,2014,0,5,1,0,61
"977",999999999,"10/17/2014",71.79,10,17,2014,1,5,1,0,60.45
"978",999999999,"10/17/2014",253.244994,10,17,2014,10,5,1,1,64.9
"980",999999999,"10/17/2014",244.514993,10,17,2014,12,5,1,1,71.1
"981",999999999,"10/17/2014",240.479994,10,17,2014,13,5,1,1,69.1
"982",999999999,"10/17/2014",230.15999,10,17,2014,14,5,1,1,70
"984",999999999,"10/17/2014",145.289996,10,17,2014,16,5,1,1,69.1
"985",999999999,"10/17/2014",135.389998,10,17,2014,17,5,1,1,66
"986",999999999,"10/17/2014",137.339996,10,17,2014,18,5,1,1,63
"987",999999999,"10/17/2014",130.949998,10,17,2014,19,5,1,1,62.1
"988",999999999,"10/17/2014",73.005,10,17,2014,2,5,1,0,60.45
"989",999999999,"10/17/2014",124.2,10,17,2014,20,5,1,0,61
"990",999999999,"10/17/2014",92.504999,10,17,2014,21,5,1,0,60.1
"991",999999999,"10/17/2014",75.735,10,17,2014,22,5,1,0,59
"992",999999999,"10/17/2014",62.58,10,17,2014,23,5,1,0,57.9
"994",999999999,"10/17/2014",70.89,10,17,2014,3,5,1,0,60.1
"996",999999999,"10/17/2014",74.49,10,17,2014,5,5,1,0,58.45
"997",999999999,"10/17/2014",117.959997,10,17,2014,6,5,1,1,57.43333333
"998",999999999,"10/17/2014",189.209998,10,17,2014,7,5,1,1,59
"999",999999999,"10/17/2014",240.164992,10,17,2014,8,5,1,1,62.1
"1000",999999999,"10/17/2014",245.324992,10,17,2014,9,5,1,1,63
"1001",999999999,"10/18/2014",68.865,10,18,2014,0,6,0,0,59
"1002",999999999,"10/18/2014",68.4,10,18,2014,1,6,0,0,59
"1003",999999999,"10/18/2014",110.864997,10,18,2014,10,6,0,1,66.9
"1004",999999999,"10/18/2014",110.729999,10,18,2014,11,6,0,1,69.1
"1005",999999999,"10/18/2014",105.674998,10,18,2014,12,6,0,1,69.1
"1006",999999999,"10/18/2014",104.219996,10,18,2014,13,6,0,1,68
"1007",999999999,"10/18/2014",105.3,10,18,2014,14,6,0,1,68
"1008",999999999,"10/18/2014",105.149997,10,18,2014,15,6,0,1,64.9
"1009",999999999,"10/18/2014",82.41,10,18,2014,16,6,0,1,64.9
"1010",999999999,"10/18/2014",80.13,10,18,2014,17,6,0,1,64.9
"1011",999999999,"10/18/2014",83.55,10,18,2014,18,6,0,1,62.1
"1012",999999999,"10/18/2014",82.425,10,18,2014,19,6,0,1,61
"1013",999999999,"10/18/2014",67.68,10,18,2014,2,6,0,0,57
"1014",999999999,"10/18/2014",82.185,10,18,2014,20,6,0,0,59
"1015",999999999,"10/18/2014",69.06,10,18,2014,21,6,0,0,59
"1016",999999999,"10/18/2014",65.955,10,18,2014,22,6,0,0,57
"1017",999999999,"10/18/2014",67.815,10,18,2014,23,6,0,0,57
"1019",999999999,"10/18/2014",67.755,10,18,2014,3,6,0,0,57
"1020",999999999,"10/18/2014",65.58,10,18,2014,4,6,0,0,57
"1021",999999999,"10/18/2014",66.66,10,18,2014,5,6,0,0,57
"1022",999999999,"10/18/2014",66.615,10,18,2014,6,6,0,1,57.9
"1023",999999999,"10/18/2014",107.879998,10,18,2014,7,6,0,1,58.4
"1024",999999999,"10/18/2014",111.104997,10,18,2014,8,6,0,1,60.9
"1025",999999999,"10/18/2014",109.859997,10,18,2014,9,6,0,1,63.06666667
"1026",999999999,"10/19/2014",76.35,10,19,2014,0,0,0,0,55.9
"1027",999999999,"10/19/2014",67.86,10,19,2014,1,0,0,0,55
"1028",999999999,"10/19/2014",63.465,10,19,2014,10,0,0,1,52
"1029",999999999,"10/19/2014",62.55,10,19,2014,11,0,0,1,53.1
"1030",999999999,"10/19/2014",64.455,10,19,2014,12,0,0,1,54
"1031",999999999,"10/19/2014",63.96,10,19,2014,13,0,0,1,54
"1032",999999999,"10/19/2014",63.12,10,19,2014,14,0,0,1,52
"1033",999999999,"10/19/2014",62.31,10,19,2014,15,0,0,1,52
"1034",999999999,"10/19/2014",62.925,10,19,2014,16,0,0,1,51.1
"1035",999999999,"10/19/2014",62.4,10,19,2014,17,0,0,1,48.9
"1036",999999999,"10/19/2014",66.33,10,19,2014,18,0,0,1,48
"1037",999999999,"10/19/2014",65.25,10,19,2014,19,0,0,1,46.9
"1038",999999999,"10/19/2014",66.465,10,19,2014,2,0,0,0,55
"1039",999999999,"10/19/2014",65.475,10,19,2014,20,0,0,0,46.9
"1040",999999999,"10/19/2014",64.605,10,19,2014,21,0,0,0,45
"1041",999999999,"10/19/2014",64.92,10,19,2014,22,0,0,0,45
"1042",999999999,"10/19/2014",59.58,10,19,2014,23,0,0,0,44.1
"1044",999999999,"10/19/2014",66.36,10,19,2014,3,0,0,0,54
"1045",999999999,"10/19/2014",65.94,10,19,2014,4,0,0,0,53.1
"1046",999999999,"10/19/2014",67.32,10,19,2014,5,0,0,0,52
"1047",999999999,"10/19/2014",66.885,10,19,2014,6,0,0,1,51.1
"1048",999999999,"10/19/2014",65.73,10,19,2014,7,0,0,1,50
"1049",999999999,"10/19/2014",64.5,10,19,2014,8,0,0,1,48.9
"1050",999999999,"10/19/2014",62.385,10,19,2014,9,0,0,1,50
"1051",999999999,"10/2/2014",73.095,10,2,2014,0,4,1,0,55.9
"1052",999999999,"10/2/2014",71.73,10,2,2014,1,4,1,0,55.65
"1054",999999999,"10/2/2014",254.294995,10,2,2014,11,4,1,1,53.73333333
"1055",999999999,"10/2/2014",254.819993,10,2,2014,12,4,1,1,55.2
"1056",999999999,"10/2/2014",237.989994,10,2,2014,13,4,1,1,54.33333333
"1057",999999999,"10/2/2014",233.324994,10,2,2014,14,4,1,1,54.7
"1058",999999999,"10/2/2014",208.919995,10,2,2014,15,4,1,1,53.8
"1059",999999999,"10/2/2014",170.354997,10,2,2014,16,4,1,1,54
"1060",999999999,"10/2/2014",160.424995,10,2,2014,17,4,1,1,54
"1061",999999999,"10/2/2014",157.649996,10,2,2014,18,4,1,1,51.9
"1062",999999999,"10/2/2014",117.269996,10,2,2014,19,4,1,1,52
"1063",999999999,"10/2/2014",71.805,10,2,2014,2,4,1,0,55.9
"1064",999999999,"10/2/2014",106.919999,10,2,2014,20,4,1,0,52
"1065",999999999,"10/2/2014",79.71,10,2,2014,21,4,1,0,51.1
"1066",999999999,"10/2/2014",74.595,10,2,2014,22,4,1,0,52
"1067",999999999,"10/2/2014",67.71,10,2,2014,23,4,1,0,51.1
"1069",999999999,"10/2/2014",72.345,10,2,2014,3,4,1,0,55.2
"1070",999999999,"10/2/2014",71.505,10,2,2014,4,4,1,0,55
"1071",999999999,"10/2/2014",73.965,10,2,2014,5,4,1,0,55.2
"1072",999999999,"10/2/2014",115.589999,10,2,2014,6,4,1,1,55
"1073",999999999,"10/2/2014",201.134994,10,2,2014,7,4,1,1,55
"1074",999999999,"10/2/2014",237.779993,10,2,2014,8,4,1,1,55
"1075",999999999,"10/2/2014",245.024996,10,2,2014,9,4,1,1,54
"1076",999999999,"10/20/2014",65.61,10,20,2014,0,1,1,0,43
"1077",999999999,"10/20/2014",68.625,10,20,2014,1,1,1,0,41
"1080",999999999,"10/20/2014",247.079996,10,20,2014,12,1,1,1,54
"1081",999999999,"10/20/2014",245.684997,10,20,2014,13,1,1,1,55
"1082",999999999,"10/20/2014",235.709995,10,20,2014,14,1,1,1,57
"1083",999999999,"10/20/2014",196.484995,10,20,2014,15,1,1,1,55.9
"1084",999999999,"10/20/2014",152.429999,10,20,2014,16,1,1,1,55
"1085",999999999,"10/20/2014",146.384998,10,20,2014,17,1,1,1,55
"1086",999999999,"10/20/2014",149.954996,10,20,2014,18,1,1,1,54
"1087",999999999,"10/20/2014",137.129997,10,20,2014,19,1,1,1,53.1
"1088",999999999,"10/20/2014",73.815,10,20,2014,2,1,1,0,41
"1089",999999999,"10/20/2014",113.084997,10,20,2014,20,1,1,0,51.1
"1090",999999999,"10/20/2014",83.625,10,20,2014,21,1,1,0,51.1
"1091",999999999,"10/20/2014",75.06,10,20,2014,22,1,1,0,51.1
"1092",999999999,"10/20/2014",62.535,10,20,2014,23,1,1,0,51.1
"1094",999999999,"10/20/2014",70.32,10,20,2014,3,1,1,0,39.9
"1095",999999999,"10/20/2014",65.79,10,20,2014,4,1,1,0,39.9
"1096",999999999,"10/20/2014",79.83,10,20,2014,5,1,1,0,39.9
"1097",999999999,"10/20/2014",156.824997,10,20,2014,6,1,1,1,39.9
"1098",999999999,"10/20/2014",215.084996,10,20,2014,7,1,1,1,39
"1101",999999999,"10/21/2014",68.655,10,21,2014,0,2,1,0,50
"1102",999999999,"10/21/2014",67.725,10,21,2014,1,2,1,0,48.9
"1103",999999999,"10/21/2014",250.379996,10,21,2014,10,2,1,1,59
"1104",999999999,"10/21/2014",246.899995,10,21,2014,11,2,1,1,60.1
"1105",999999999,"10/21/2014",243.944995,10,21,2014,12,2,1,1,62.1
"1106",999999999,"10/21/2014",243.194995,10,21,2014,13,2,1,1,59
"1107",999999999,"10/21/2014",234.104993,10,21,2014,14,2,1,1,59
"1108",999999999,"10/21/2014",195.989999,10,21,2014,15,2,1,1,57
"1109",999999999,"10/21/2014",152.819998,10,21,2014,16,2,1,1,57
"1110",999999999,"10/21/2014",142.604997,10,21,2014,17,2,1,1,55
"1111",999999999,"10/21/2014",142.244999,10,21,2014,18,2,1,1,55.4
"1112",999999999,"10/21/2014",120.809997,10,21,2014,19,2,1,1,57.55
"1113",999999999,"10/21/2014",67.86,10,21,2014,2,2,1,0,50
"1114",999999999,"10/21/2014",110.07,10,21,2014,20,2,1,0,57
"1115",999999999,"10/21/2014",90.015,10,21,2014,21,2,1,0,57.1
"1117",999999999,"10/21/2014",68.925,10,21,2014,23,2,1,0,53.1
"1119",999999999,"10/21/2014",74.715,10,21,2014,3,2,1,0,50
"1120",999999999,"10/21/2014",74.61,10,21,2014,4,2,1,0,51.1
"1121",999999999,"10/21/2014",79.365,10,21,2014,5,2,1,0,52
"1122",999999999,"10/21/2014",117.164996,10,21,2014,6,2,1,1,53.1
"1123",999999999,"10/21/2014",202.799997,10,21,2014,7,2,1,1,55.9
"1124",999999999,"10/21/2014",239.624994,10,21,2014,8,2,1,1,57
"1125",999999999,"10/21/2014",245.069995,10,21,2014,9,2,1,1,57.9
"1126",999999999,"10/22/2014",71.13,10,22,2014,0,3,1,0,53.1
"1127",999999999,"10/22/2014",70.515,10,22,2014,1,3,1,0,52
"1129",999999999,"10/22/2014",250.874992,10,22,2014,11,3,1,1,51.9
"1130",999999999,"10/22/2014",253.919991,10,22,2014,12,3,1,1,51.86666667
"1131",999999999,"10/22/2014",247.919993,10,22,2014,13,3,1,1,52
"1132",999999999,"10/22/2014",244.874995,10,22,2014,14,3,1,1,51.9
"1133",999999999,"10/22/2014",205.334999,10,22,2014,15,3,1,1,51.1
"1134",999999999,"10/22/2014",165.119995,10,22,2014,16,3,1,1,50.55
"1135",999999999,"10/22/2014",148.424996,10,22,2014,17,3,1,1,51.45
"1136",999999999,"10/22/2014",137.879994,10,22,2014,18,3,1,1,51.9
"1137",999999999,"10/22/2014",120.839996,10,22,2014,19,3,1,1,52
"1138",999999999,"10/22/2014",70.545,10,22,2014,2,3,1,0,51.1
"1139",999999999,"10/22/2014",107.684997,10,22,2014,20,3,1,0,51.45
"1140",999999999,"10/22/2014",85.785,10,22,2014,21,3,1,0,51.56666667
"1141",999999999,"10/22/2014",74.565,10,22,2014,22,3,1,0,51.66
"1142",999999999,"10/22/2014",61.125,10,22,2014,23,3,1,0,50
"1144",999999999,"10/22/2014",71.025,10,22,2014,3,3,1,0,51.1
"1145",999999999,"10/22/2014",70.47,10,22,2014,4,3,1,0,52
"1146",999999999,"10/22/2014",87.135,10,22,2014,5,3,1,0,53.1
"1147",999999999,"10/22/2014",135.494995,10,22,2014,6,3,1,1,55.9
"1148",999999999,"10/22/2014",208.229995,10,22,2014,7,3,1,1,55.56666667
"1149",999999999,"10/22/2014",254.084994,10,22,2014,8,3,1,1,55.2
"1150",999999999,"10/22/2014",251.459997,10,22,2014,9,3,1,1,54.7
"1151",999999999,"10/23/2014",67.335,10,23,2014,0,4,1,0,50
"1152",999999999,"10/23/2014",67.575,10,23,2014,1,4,1,0,50
"1155",999999999,"10/23/2014",254.219995,10,23,2014,12,4,1,1,53.35
"1158",999999999,"10/23/2014",203.009996,10,23,2014,15,4,1,1,52.75
"1159",999999999,"10/23/2014",151.035,10,23,2014,16,4,1,1,52
"1160",999999999,"10/23/2014",135.464997,10,23,2014,17,4,1,1,51.45
"1161",999999999,"10/23/2014",130.964996,10,23,2014,18,4,1,1,51.45
"1162",999999999,"10/23/2014",115.619996,10,23,2014,19,4,1,1,50
"1163",999999999,"10/23/2014",68.19,10,23,2014,2,4,1,0,50
"1164",999999999,"10/23/2014",117.524998,10,23,2014,20,4,1,0,50
"1165",999999999,"10/23/2014",93.36,10,23,2014,21,4,1,0,50
"1166",999999999,"10/23/2014",77.34,10,23,2014,22,4,1,0,50
"1167",999999999,"10/23/2014",64.05,10,23,2014,23,4,1,0,48.9
"1169",999999999,"10/23/2014",67.245,10,23,2014,3,4,1,0,48.55
"1170",999999999,"10/23/2014",67.41,10,23,2014,4,4,1,0,50.55
"1171",999999999,"10/23/2014",82.665,10,23,2014,5,4,1,0,51.1
"1172",999999999,"10/23/2014",136.199998,10,23,2014,6,4,1,1,50
"1173",999999999,"10/23/2014",218.939994,10,23,2014,7,4,1,1,50
"1174",999999999,"10/23/2014",253.409996,10,23,2014,8,4,1,1,50
"1176",999999999,"10/24/2014",70.665,10,24,2014,0,5,1,0,48
"1177",999999999,"10/24/2014",70.785,10,24,2014,1,5,1,0,48
"1179",999999999,"10/24/2014",255.779995,10,24,2014,11,5,1,1,50
"1180",999999999,"10/24/2014",244.229997,10,24,2014,12,5,1,1,50
"1181",999999999,"10/24/2014",247.484993,10,24,2014,13,5,1,1,50
"1182",999999999,"10/24/2014",235.469993,10,24,2014,14,5,1,1,50
"1183",999999999,"10/24/2014",187.739994,10,24,2014,15,5,1,1,51.1
"1184",999999999,"10/24/2014",148.769996,10,24,2014,16,5,1,1,51.1
"1185",999999999,"10/24/2014",140.009998,10,24,2014,17,5,1,1,50
"1186",999999999,"10/24/2014",149.954998,10,24,2014,18,5,1,1,51.1
"1187",999999999,"10/24/2014",135.854997,10,24,2014,19,5,1,1,50
"1188",999999999,"10/24/2014",70.02,10,24,2014,2,5,1,0,48
"1189",999999999,"10/24/2014",118.649999,10,24,2014,20,5,1,0,48.9
"1190",999999999,"10/24/2014",86.145,10,24,2014,21,5,1,0,48
"1191",999999999,"10/24/2014",80.235,10,24,2014,22,5,1,0,46.9
"1192",999999999,"10/24/2014",62.535,10,24,2014,23,5,1,0,46.9
"1194",999999999,"10/24/2014",70.515,10,24,2014,3,5,1,0,47.16666667
"1195",999999999,"10/24/2014",70.875,10,24,2014,4,5,1,0,48
"1196",999999999,"10/24/2014",86.205,10,24,2014,5,5,1,0,48.13333333
"1197",999999999,"10/24/2014",141.494997,10,24,2014,6,5,1,1,48
"1198",999999999,"10/24/2014",198.929996,10,24,2014,7,5,1,1,48.13333333
"1199",999999999,"10/24/2014",255.434992,10,24,2014,8,5,1,1,48.55
"1201",999999999,"10/25/2014",69.15,10,25,2014,0,6,0,0,46
"1202",999999999,"10/25/2014",67.245,10,25,2014,1,6,0,0,46
"1203",999999999,"10/25/2014",119.399998,10,25,2014,10,6,0,1,57.9
"1204",999999999,"10/25/2014",113.969997,10,25,2014,11,6,0,1,60.1
"1205",999999999,"10/25/2014",104.879998,10,25,2014,12,6,0,1,62.1
"1206",999999999,"10/25/2014",104.054999,10,25,2014,13,6,0,1,64
"1207",999999999,"10/25/2014",103.649999,10,25,2014,14,6,0,1,63
"1208",999999999,"10/25/2014",103.919999,10,25,2014,15,6,0,1,64
"1209",999999999,"10/25/2014",80.55,10,25,2014,16,6,0,1,63
"1210",999999999,"10/25/2014",77.94,10,25,2014,17,6,0,1,61
"1211",999999999,"10/25/2014",81.315,10,25,2014,18,6,0,1,60.1
"1212",999999999,"10/25/2014",80.985,10,25,2014,19,6,0,1,60.1
"1213",999999999,"10/25/2014",67.275,10,25,2014,2,6,0,0,46.9
"1214",999999999,"10/25/2014",83.055,10,25,2014,20,6,0,0,57
"1215",999999999,"10/25/2014",74.805,10,25,2014,21,6,0,0,55.9
"1216",999999999,"10/25/2014",69.24,10,25,2014,22,6,0,0,55.9
"1217",999999999,"10/25/2014",58.785,10,25,2014,23,6,0,0,55.9
"1219",999999999,"10/25/2014",67.68,10,25,2014,3,6,0,0,46.9
"1220",999999999,"10/25/2014",67.215,10,25,2014,4,6,0,0,48
"1221",999999999,"10/25/2014",68.025,10,25,2014,5,6,0,0,48
"1223",999999999,"10/25/2014",130.439998,10,25,2014,7,6,0,1,48.9
"1224",999999999,"10/25/2014",136.889999,10,25,2014,8,6,0,1,50
"1225",999999999,"10/25/2014",134.444999,10,25,2014,9,6,0,1,53.1
"1226",999999999,"10/26/2014",66.315,10,26,2014,0,0,0,0,57
"1227",999999999,"10/26/2014",65.445,10,26,2014,1,0,0,0,55.9
"1228",999999999,"10/26/2014",61.605,10,26,2014,10,0,0,1,57
"1229",999999999,"10/26/2014",60.9,10,26,2014,11,0,0,1,55.9
"1230",999999999,"10/26/2014",62.565,10,26,2014,12,0,0,1,55.9
"1231",999999999,"10/26/2014",61.335,10,26,2014,13,0,0,1,55.9
"1232",999999999,"10/26/2014",61.68,10,26,2014,14,0,0,1,57
"1233",999999999,"10/26/2014",62.295,10,26,2014,15,0,0,1,55.9
"1234",999999999,"10/26/2014",60.795,10,26,2014,16,0,0,1,55
"1235",999999999,"10/26/2014",61.665,10,26,2014,17,0,0,1,53.1
"1236",999999999,"10/26/2014",65.28,10,26,2014,18,0,0,1,52
"1237",999999999,"10/26/2014",63.945,10,26,2014,19,0,0,1,51.1
"1238",999999999,"10/26/2014",65.55,10,26,2014,2,0,0,0,55.9
"1239",999999999,"10/26/2014",64.71,10,26,2014,20,0,0,0,50
"1240",999999999,"10/26/2014",64.035,10,26,2014,21,0,0,0,48.9
"1241",999999999,"10/26/2014",64.695,10,26,2014,22,0,0,0,48.9
"1242",999999999,"10/26/2014",66.9,10,26,2014,23,0,0,0,48
"1244",999999999,"10/26/2014",65.055,10,26,2014,3,0,0,0,55
"1245",999999999,"10/26/2014",65.085,10,26,2014,4,0,0,0,55
"1246",999999999,"10/26/2014",64.935,10,26,2014,5,0,0,0,55
"1247",999999999,"10/26/2014",65.79,10,26,2014,6,0,0,1,54
"1248",999999999,"10/26/2014",64.245,10,26,2014,7,0,0,1,53.1
"1249",999999999,"10/26/2014",62.82,10,26,2014,8,0,0,1,54
"1250",999999999,"10/26/2014",61.83,10,26,2014,9,0,0,1,55
"1251",999999999,"10/27/2014",73.14,10,27,2014,0,1,1,0,48
"1252",999999999,"10/27/2014",64.755,10,27,2014,1,1,1,0,46.9
"1255",999999999,"10/27/2014",241.799996,10,27,2014,12,1,1,1,60.1
"1256",999999999,"10/27/2014",241.424996,10,27,2014,13,1,1,1,62.1
"1257",999999999,"10/27/2014",232.109995,10,27,2014,14,1,1,1,62.1
"1258",999999999,"10/27/2014",195.824997,10,27,2014,15,1,1,1,63
"1259",999999999,"10/27/2014",149.444996,10,27,2014,16,1,1,1,61
"1260",999999999,"10/27/2014",135.914994,10,27,2014,17,1,1,1,61
"1261",999999999,"10/27/2014",130.649996,10,27,2014,18,1,1,1,57.9
"1262",999999999,"10/27/2014",108.464998,10,27,2014,19,1,1,1,57
"1263",999999999,"10/27/2014",64.185,10,27,2014,2,1,1,0,46.9
"1264",999999999,"10/27/2014",99.359997,10,27,2014,20,1,1,0,55
"1265",999999999,"10/27/2014",80.655,10,27,2014,21,1,1,0,53.1
"1266",999999999,"10/27/2014",76.845,10,27,2014,22,1,1,0,53.1
"1267",999999999,"10/27/2014",68.145,10,27,2014,23,1,1,0,51.1
"1269",999999999,"10/27/2014",63.825,10,27,2014,3,1,1,0,48
"1270",999999999,"10/27/2014",64.125,10,27,2014,4,1,1,0,48.9
"1271",999999999,"10/27/2014",78.495,10,27,2014,5,1,1,0,50
"1272",999999999,"10/27/2014",132.524995,10,27,2014,6,1,1,1,48.9
"1273",999999999,"10/27/2014",209.999994,10,27,2014,7,1,1,1,48.9
"1274",999999999,"10/27/2014",250.769994,10,27,2014,8,1,1,1,51.1
"1276",999999999,"10/28/2014",78.975,10,28,2014,0,2,1,0,48.9
"1277",999999999,"10/28/2014",84.675,10,28,2014,1,2,1,0,46.9
"1279",999999999,"10/28/2014",245.054996,10,28,2014,11,2,1,1,57
"1280",999999999,"10/28/2014",177.074996,10,28,2014,12,2,1,1,57.9
"1281",999999999,"10/28/2014",50.895,10,28,2014,13,2,1,1,60.1
"1282",999999999,"10/28/2014",121.469996,10,28,2014,14,2,1,1,59
"1283",999999999,"10/28/2014",192.974998,10,28,2014,15,2,1,1,57.9
"1284",999999999,"10/28/2014",148.964996,10,28,2014,16,2,1,1,57
"1285",999999999,"10/28/2014",135.419999,10,28,2014,17,2,1,1,55.9
"1286",999999999,"10/28/2014",131.564995,10,28,2014,18,2,1,1,55.9
"1287",999999999,"10/28/2014",120.734996,10,28,2014,19,2,1,1,55
"1288",999999999,"10/28/2014",78.945,10,28,2014,2,2,1,0,48.9
"1289",999999999,"10/28/2014",115.139997,10,28,2014,20,2,1,0,55
"1290",999999999,"10/28/2014",91.095,10,28,2014,21,2,1,0,54
"1291",999999999,"10/28/2014",79.05,10,28,2014,22,2,1,0,54
"1294",999999999,"10/28/2014",75.66,10,28,2014,3,2,1,0,46.9
"1295",999999999,"10/28/2014",75.36,10,28,2014,4,2,1,0,46
"1296",999999999,"10/28/2014",89.999999,10,28,2014,5,2,1,0,45
"1297",999999999,"10/28/2014",139.109999,10,28,2014,6,2,1,1,46
"1298",999999999,"10/28/2014",217.214995,10,28,2014,7,2,1,1,48
"1299",999999999,"10/28/2014",254.11499,10,28,2014,8,2,1,1,50
"1300",999999999,"10/28/2014",245.054995,10,28,2014,9,2,1,1,51.1
"1301",999999999,"10/29/2014",68.685,10,29,2014,0,3,1,0,53.43333333
"1302",999999999,"10/29/2014",68.025,10,29,2014,1,3,1,0,53.1
