"","Account","Date","kWh","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature"
"7872",999999999,"9/19/2014",121.589999,9,19,2014,6,5,1,1,46.9
"7873",999999999,"9/19/2014",194.234992,9,19,2014,7,5,1,1,48
"7874",999999999,"9/19/2014",243.599995,9,19,2014,8,5,1,1,51.1
"7875",999999999,"9/19/2014",252.104994,9,19,2014,9,5,1,1,53.1
"7876",999999999,"9/2/2014",85.44,9,2,2014,0,2,1,0,77
"7877",999999999,"9/2/2014",84.39,9,2,2014,1,2,1,0,75
"7885",999999999,"9/2/2014",248.894995,9,2,2014,17,2,1,1,83.55
"7886",999999999,"9/2/2014",236.009996,9,2,2014,18,2,1,1,78.1
"7887",999999999,"9/2/2014",219.524998,9,2,2014,19,2,1,1,80.1
"7888",999999999,"9/2/2014",84.315,9,2,2014,2,2,1,0,73
"7889",999999999,"9/2/2014",197.969999,9,2,2014,20,2,1,0,78.1
"7890",999999999,"9/2/2014",112.754998,9,2,2014,21,2,1,0,77
"7891",999999999,"9/2/2014",93.074999,9,2,2014,22,2,1,0,77
"7892",999999999,"9/2/2014",73.17,9,2,2014,23,2,1,0,75.9
"7894",999999999,"9/2/2014",79.875,9,2,2014,3,2,1,0,72
"7895",999999999,"9/2/2014",76.35,9,2,2014,4,2,1,0,72
"7896",999999999,"9/2/2014",78.42,9,2,2014,5,2,1,0,72
"7901",999999999,"9/20/2014",77.25,9,20,2014,0,6,0,0,48.9
"7902",999999999,"9/20/2014",77.34,9,20,2014,1,6,0,0,48.9
"7903",999999999,"9/20/2014",134.639996,9,20,2014,10,6,0,1,64.9
"7904",999999999,"9/20/2014",136.889996,9,20,2014,11,6,0,1,68
"7905",999999999,"9/20/2014",135.779996,9,20,2014,12,6,0,1,71.1
"7906",999999999,"9/20/2014",137.414995,9,20,2014,13,6,0,1,71.1
"7907",999999999,"9/20/2014",139.5,9,20,2014,14,6,0,1,70
"7908",999999999,"9/20/2014",143.339994,9,20,2014,15,6,0,1,71.1
"7909",999999999,"9/20/2014",120.974997,9,20,2014,16,6,0,1,69.1
"7910",999999999,"9/20/2014",116.444997,9,20,2014,17,6,0,1,68
"7911",999999999,"9/20/2014",112.41,9,20,2014,18,6,0,1,66.9
"7912",999999999,"9/20/2014",109.514999,9,20,2014,19,6,0,1,66
"7913",999999999,"9/20/2014",76.305,9,20,2014,2,6,0,0,48
"7914",999999999,"9/20/2014",93.87,9,20,2014,20,6,0,0,64
"7915",999999999,"9/20/2014",74.295,9,20,2014,21,6,0,0,63
"7916",999999999,"9/20/2014",66.765,9,20,2014,22,6,0,0,62.1
"7917",999999999,"9/20/2014",57.555,9,20,2014,23,6,0,0,62.1
"7919",999999999,"9/20/2014",75.24,9,20,2014,3,6,0,0,48
"7920",999999999,"9/20/2014",74.595,9,20,2014,4,6,0,0,48
"7921",999999999,"9/20/2014",78.225,9,20,2014,5,6,0,0,46.9
"7922",999999999,"9/20/2014",86.4,9,20,2014,6,6,0,1,48.9
"7923",999999999,"9/20/2014",132.734999,9,20,2014,7,6,0,1,54
"7924",999999999,"9/20/2014",135.689997,9,20,2014,8,6,0,1,57
"7925",999999999,"9/20/2014",135.029996,9,20,2014,9,6,0,1,61
"7926",999999999,"9/21/2014",63.375,9,21,2014,0,0,0,0,63
"7927",999999999,"9/21/2014",63.63,9,21,2014,1,0,0,0,63
"7928",999999999,"9/21/2014",59.475,9,21,2014,10,0,0,1,79
"7929",999999999,"9/21/2014",59.43,9,21,2014,11,0,0,1,80.1
"7930",999999999,"9/21/2014",61.02,9,21,2014,12,0,0,1,81
"7931",999999999,"9/21/2014",61.17,9,21,2014,13,0,0,1,79
"7932",999999999,"9/21/2014",60.255,9,21,2014,14,0,0,1,78.1
"7933",999999999,"9/21/2014",59.43,9,21,2014,15,0,0,1,71.1
"7934",999999999,"9/21/2014",60.69,9,21,2014,16,0,0,1,70
"7935",999999999,"9/21/2014",59.595,9,21,2014,17,0,0,1,68
"7936",999999999,"9/21/2014",62.865,9,21,2014,18,0,0,1,68
"7937",999999999,"9/21/2014",64.38,9,21,2014,19,0,0,1,66.9
"7938",999999999,"9/21/2014",63.885,9,21,2014,2,0,0,0,63
"7939",999999999,"9/21/2014",63.75,9,21,2014,20,0,0,0,67.825
"7940",999999999,"9/21/2014",64.17,9,21,2014,21,0,0,0,70
"7941",999999999,"9/21/2014",63.615,9,21,2014,22,0,0,0,69.9
"7942",999999999,"9/21/2014",58.605,9,21,2014,23,0,0,0,70.8
"7944",999999999,"9/21/2014",62.805,9,21,2014,3,0,0,0,63
"7945",999999999,"9/21/2014",63.495,9,21,2014,4,0,0,0,64
"7946",999999999,"9/21/2014",63.255,9,21,2014,5,0,0,0,64
"7947",999999999,"9/21/2014",62.58,9,21,2014,6,0,0,1,64.9
"7948",999999999,"9/21/2014",62.61,9,21,2014,7,0,0,1,69.1
"7949",999999999,"9/21/2014",61.305,9,21,2014,8,0,0,1,72
"7950",999999999,"9/21/2014",60.795,9,21,2014,9,0,0,1,75
"7951",999999999,"9/22/2014",63.96,9,22,2014,0,1,1,0,69.625
"7952",999999999,"9/22/2014",64.14,9,22,2014,1,1,1,0,69.45
"7956",999999999,"9/22/2014",248.609993,9,22,2014,13,1,1,1,72
"7957",999999999,"9/22/2014",233.63999,9,22,2014,14,1,1,1,72
"7958",999999999,"9/22/2014",194.924996,9,22,2014,15,1,1,1,70
"7959",999999999,"9/22/2014",152.594996,9,22,2014,16,1,1,1,68
"7960",999999999,"9/22/2014",137.429999,9,22,2014,17,1,1,1,66
"7961",999999999,"9/22/2014",126.854999,9,22,2014,18,1,1,1,64
"7962",999999999,"9/22/2014",111.464997,9,22,2014,19,1,1,1,61
"7963",999999999,"9/22/2014",63.645,9,22,2014,2,1,1,0,69.45
"7964",999999999,"9/22/2014",105.944997,9,22,2014,20,1,1,0,57.9
"7965",999999999,"9/22/2014",85.125,9,22,2014,21,1,1,0,55.9
"7966",999999999,"9/22/2014",86.46,9,22,2014,22,1,1,0,55
"7967",999999999,"9/22/2014",74.715,9,22,2014,23,1,1,0,54
"7969",999999999,"9/22/2014",63.78,9,22,2014,3,1,1,0,69.1
"7970",999999999,"9/22/2014",63.525,9,22,2014,4,1,1,0,68
"7971",999999999,"9/22/2014",67.77,9,22,2014,5,1,1,0,66.9
"7972",999999999,"9/22/2014",112.874996,9,22,2014,6,1,1,1,64.9
"7973",999999999,"9/22/2014",191.834997,9,22,2014,7,1,1,1,66
"7974",999999999,"9/22/2014",243.419996,9,22,2014,8,1,1,1,68
"7976",999999999,"9/23/2014",76.83,9,23,2014,0,2,1,0,53.1
"7977",999999999,"9/23/2014",73.32,9,23,2014,1,2,1,0,53.1
"7978",999999999,"9/23/2014",252.764995,9,23,2014,10,2,1,1,60.1
"7979",999999999,"9/23/2014",251.804992,9,23,2014,11,2,1,1,63
"7980",999999999,"9/23/2014",248.324998,9,23,2014,12,2,1,1,66.9
"7981",999999999,"9/23/2014",247.559993,9,23,2014,13,2,1,1,68
"7982",999999999,"9/23/2014",240.254993,9,23,2014,14,2,1,1,69.1
"7983",999999999,"9/23/2014",196.514994,9,23,2014,15,2,1,1,71.1
"7984",999999999,"9/23/2014",152.759998,9,23,2014,16,2,1,1,71.1
"7985",999999999,"9/23/2014",138.239996,9,23,2014,17,2,1,1,69.1
"7986",999999999,"9/23/2014",131.309999,9,23,2014,18,2,1,1,66.9
"7987",999999999,"9/23/2014",117.959997,9,23,2014,19,2,1,1,66
"7988",999999999,"9/23/2014",72.585,9,23,2014,2,2,1,0,52
"7989",999999999,"9/23/2014",113.414999,9,23,2014,20,2,1,0,64.9
"7990",999999999,"9/23/2014",96.419998,9,23,2014,21,2,1,0,63
"7991",999999999,"9/23/2014",94.455,9,23,2014,22,2,1,0,62.1
"7992",999999999,"9/23/2014",70.905,9,23,2014,23,2,1,0,62.1
"7994",999999999,"9/23/2014",72.555,9,23,2014,3,2,1,0,51.1
"7995",999999999,"9/23/2014",72.27,9,23,2014,4,2,1,0,50
"7996",999999999,"9/23/2014",74.205,9,23,2014,5,2,1,0,51.1
"7997",999999999,"9/23/2014",110.519999,9,23,2014,6,2,1,1,52
"7998",999999999,"9/23/2014",203.024993,9,23,2014,7,2,1,1,53.1
"7999",999999999,"9/23/2014",241.634994,9,23,2014,8,2,1,1,55
"8000",999999999,"9/23/2014",244.574993,9,23,2014,9,2,1,1,57.9
"8001",999999999,"9/24/2014",74.925,9,24,2014,0,3,1,0,61
"8002",999999999,"9/24/2014",75.18,9,24,2014,1,3,1,0,57.9
"8004",999999999,"9/24/2014",253.694994,9,24,2014,11,3,1,1,64
"8005",999999999,"9/24/2014",245.099993,9,24,2014,12,3,1,1,64.9
"8006",999999999,"9/24/2014",248.804994,9,24,2014,13,3,1,1,64
"8007",999999999,"9/24/2014",240.839998,9,24,2014,14,3,1,1,64
"8008",999999999,"9/24/2014",203.249996,9,24,2014,15,3,1,1,63
"8009",999999999,"9/24/2014",158.249998,9,24,2014,16,3,1,1,62.1
"8010",999999999,"9/24/2014",144.209997,9,24,2014,17,3,1,1,61
"8011",999999999,"9/24/2014",141.359996,9,24,2014,18,3,1,1,60.1
"8012",999999999,"9/24/2014",125.67,9,24,2014,19,3,1,1,59
"8013",999999999,"9/24/2014",74.175,9,24,2014,2,3,1,0,57
"8014",999999999,"9/24/2014",115.664997,9,24,2014,20,3,1,0,59
"8015",999999999,"9/24/2014",90.54,9,24,2014,21,3,1,0,59
"8016",999999999,"9/24/2014",77.475,9,24,2014,22,3,1,0,57.9
"8017",999999999,"9/24/2014",67.875,9,24,2014,23,3,1,0,57
"8019",999999999,"9/24/2014",72.345,9,24,2014,3,3,1,0,55.9
"8020",999999999,"9/24/2014",73.05,9,24,2014,4,3,1,0,55.9
"8021",999999999,"9/24/2014",75.3,9,24,2014,5,3,1,0,55
"8022",999999999,"9/24/2014",110.909999,9,24,2014,6,3,1,1,54
"8023",999999999,"9/24/2014",196.019997,9,24,2014,7,3,1,1,57.9
"8024",999999999,"9/24/2014",245.654992,9,24,2014,8,3,1,1,61
"8025",999999999,"9/24/2014",255.134998,9,24,2014,9,3,1,1,63
"8026",999999999,"9/25/2014",75.765,9,25,2014,0,4,1,0,57
"8027",999999999,"9/25/2014",74.985,9,25,2014,1,4,1,0,57
"8030",999999999,"9/25/2014",254.264993,9,25,2014,12,4,1,1,61
"8031",999999999,"9/25/2014",244.769993,9,25,2014,13,4,1,1,61
"8032",999999999,"9/25/2014",238.244995,9,25,2014,14,4,1,1,61
"8033",999999999,"9/25/2014",194.414993,9,25,2014,15,4,1,1,61
"8034",999999999,"9/25/2014",152.834994,9,25,2014,16,4,1,1,60.9
"8035",999999999,"9/25/2014",145.529997,9,25,2014,17,4,1,1,60.1
"8036",999999999,"9/25/2014",134.804997,9,25,2014,18,4,1,1,60.1
"8037",999999999,"9/25/2014",119.834999,9,25,2014,19,4,1,1,60.1
"8038",999999999,"9/25/2014",75.45,9,25,2014,2,4,1,0,57
"8039",999999999,"9/25/2014",109.469998,9,25,2014,20,4,1,0,59
"8040",999999999,"9/25/2014",86.85,9,25,2014,21,4,1,0,58.1
"8041",999999999,"9/25/2014",82.635,9,25,2014,22,4,1,0,57.9
"8042",999999999,"9/25/2014",71.01,9,25,2014,23,4,1,0,57.9
"8044",999999999,"9/25/2014",74.16,9,25,2014,3,4,1,0,57
"8045",999999999,"9/25/2014",74.625,9,25,2014,4,4,1,0,57
"8046",999999999,"9/25/2014",76.8,9,25,2014,5,4,1,0,55
"8047",999999999,"9/25/2014",111.194997,9,25,2014,6,4,1,1,54
"8048",999999999,"9/25/2014",208.364997,9,25,2014,7,4,1,1,54
"8049",999999999,"9/25/2014",244.169992,9,25,2014,8,4,1,1,57
"8050",999999999,"9/25/2014",252.434994,9,25,2014,9,4,1,1,59
"8051",999999999,"9/26/2014",75.225,9,26,2014,0,5,1,0,57
"8052",999999999,"9/26/2014",75.195,9,26,2014,1,5,1,0,57
"8054",999999999,"9/26/2014",244.004995,9,26,2014,11,5,1,1,66.9
"8057",999999999,"9/26/2014",248.429994,9,26,2014,14,5,1,1,66.9
"8058",999999999,"9/26/2014",204.959996,9,26,2014,15,5,1,1,66
"8059",999999999,"9/26/2014",160.049998,9,26,2014,16,5,1,1,64.9
"8060",999999999,"9/26/2014",149.624995,9,26,2014,17,5,1,1,64
"8061",999999999,"9/26/2014",135.569998,9,26,2014,18,5,1,1,63
"8062",999999999,"9/26/2014",131.429997,9,26,2014,19,5,1,1,63
"8063",999999999,"9/26/2014",74.37,9,26,2014,2,5,1,0,57
"8064",999999999,"9/26/2014",121.064997,9,26,2014,20,5,1,0,64
"8065",999999999,"9/26/2014",93.719999,9,26,2014,21,5,1,0,64
"8066",999999999,"9/26/2014",87.12,9,26,2014,22,5,1,0,64
"8067",999999999,"9/26/2014",67.725,9,26,2014,23,5,1,0,62.1
"8069",999999999,"9/26/2014",75.075,9,26,2014,3,5,1,0,55.9
"8070",999999999,"9/26/2014",74.55,9,26,2014,4,5,1,0,55.9
"8071",999999999,"9/26/2014",76.62,9,26,2014,5,5,1,0,55.9
"8072",999999999,"9/26/2014",115.484999,9,26,2014,6,5,1,1,55
"8073",999999999,"9/26/2014",192.179997,9,26,2014,7,5,1,1,57
"8074",999999999,"9/26/2014",249.914994,9,26,2014,8,5,1,1,59
"8075",999999999,"9/26/2014",255.674995,9,26,2014,9,5,1,1,62.1
"8076",999999999,"9/27/2014",71.85,9,27,2014,0,6,0,0,62.1
"8077",999999999,"9/27/2014",71.01,9,27,2014,1,6,0,0,61
"8078",999999999,"9/27/2014",123.944997,9,27,2014,10,6,0,1,75
"8079",999999999,"9/27/2014",115.484999,9,27,2014,11,6,0,1,79
"8080",999999999,"9/27/2014",111.749999,9,27,2014,12,6,0,1,80.1
"8081",999999999,"9/27/2014",108.929998,9,27,2014,13,6,0,1,79
"8082",999999999,"9/27/2014",107.654997,9,27,2014,14,6,0,1,80.1
"8083",999999999,"9/27/2014",106.574996,9,27,2014,15,6,0,1,79
"8084",999999999,"9/27/2014",83.79,9,27,2014,16,6,0,1,77
"8085",999999999,"9/27/2014",81.51,9,27,2014,17,6,0,1,73.9
"8086",999999999,"9/27/2014",84.3,9,27,2014,18,6,0,1,72
"8087",999999999,"9/27/2014",84.6,9,27,2014,19,6,0,1,71.1
"8088",999999999,"9/27/2014",71.7,9,27,2014,2,6,0,0,60.1
"8089",999999999,"9/27/2014",85.47,9,27,2014,20,6,0,0,70
"8090",999999999,"9/27/2014",70.47,9,27,2014,21,6,0,0,68
"8091",999999999,"9/27/2014",69.465,9,27,2014,22,6,0,0,66.9
"8092",999999999,"9/27/2014",63.165,9,27,2014,23,6,0,0,64.9
"8094",999999999,"9/27/2014",70.455,9,27,2014,3,6,0,0,61
"8095",999999999,"9/27/2014",70.365,9,27,2014,4,6,0,0,61
"8096",999999999,"9/27/2014",71.67,9,27,2014,5,6,0,0,61
"8097",999999999,"9/27/2014",69.69,9,27,2014,6,6,0,1,61
"8098",999999999,"9/27/2014",115.289998,9,27,2014,7,6,0,1,64
"8099",999999999,"9/27/2014",125.699997,9,27,2014,8,6,0,1,68
"8100",999999999,"9/27/2014",126.269997,9,27,2014,9,6,0,1,72
"8101",999999999,"9/28/2014",70.155,9,28,2014,0,0,0,0,64
"8102",999999999,"9/28/2014",68.7,9,28,2014,1,0,0,0,63
"8103",999999999,"9/28/2014",65.37,9,28,2014,10,0,0,1,77
"8104",999999999,"9/28/2014",65.925,9,28,2014,11,0,0,1,77
"8105",999999999,"9/28/2014",67.17,9,28,2014,12,0,0,1,81
"8106",999999999,"9/28/2014",67.095,9,28,2014,13,0,0,1,86
"8107",999999999,"9/28/2014",66.39,9,28,2014,14,0,0,1,86
"8108",999999999,"9/28/2014",67.035,9,28,2014,15,0,0,1,82
"8109",999999999,"9/28/2014",66.165,9,28,2014,16,0,0,1,78.1
"8110",999999999,"9/28/2014",66.945,9,28,2014,17,0,0,1,82.9
"8111",999999999,"9/28/2014",68.1,9,28,2014,18,0,0,1,82
"8112",999999999,"9/28/2014",69.15,9,28,2014,19,0,0,1,79
"8113",999999999,"9/28/2014",69.15,9,28,2014,2,0,0,0,62.1
"8114",999999999,"9/28/2014",68.835,9,28,2014,20,0,0,0,75
"8115",999999999,"9/28/2014",69.51,9,28,2014,21,0,0,0,73
"8116",999999999,"9/28/2014",70.17,9,28,2014,22,0,0,0,72
"8117",999999999,"9/28/2014",71.64,9,28,2014,23,0,0,0,69.1
"8119",999999999,"9/28/2014",68.685,9,28,2014,3,0,0,0,61
"8120",999999999,"9/28/2014",68.67,9,28,2014,4,0,0,0,61
"8121",999999999,"9/28/2014",68.07,9,28,2014,5,0,0,0,60.1
"8122",999999999,"9/28/2014",69.06,9,28,2014,6,0,0,1,60.1
"8123",999999999,"9/28/2014",68.28,9,28,2014,7,0,0,1,64
"8124",999999999,"9/28/2014",67.005,9,28,2014,8,0,0,1,66.9
"8125",999999999,"9/28/2014",66.105,9,28,2014,9,0,0,1,72
"8126",999999999,"9/29/2014",78.915,9,29,2014,0,1,1,0,68
"8127",999999999,"9/29/2014",73.53,9,29,2014,1,1,1,0,68
"8131",999999999,"9/29/2014",246.629995,9,29,2014,13,1,1,1,72
"8132",999999999,"9/29/2014",236.279999,9,29,2014,14,1,1,1,70
"8133",999999999,"9/29/2014",196.229994,9,29,2014,15,1,1,1,66.9
"8134",999999999,"9/29/2014",157.949998,9,29,2014,16,1,1,1,64
"8135",999999999,"9/29/2014",143.054998,9,29,2014,17,1,1,1,63.03333333
"8136",999999999,"9/29/2014",133.079995,9,29,2014,18,1,1,1,60.9
"8137",999999999,"9/29/2014",124.289998,9,29,2014,19,1,1,1,60.1
"8138",999999999,"9/29/2014",69.99,9,29,2014,2,1,1,0,66.9
"8139",999999999,"9/29/2014",111.764999,9,29,2014,20,1,1,0,59
"8140",999999999,"9/29/2014",89.445,9,29,2014,21,1,1,0,57.9
"8141",999999999,"9/29/2014",84.375,9,29,2014,22,1,1,0,57.9
"8142",999999999,"9/29/2014",69.51,9,29,2014,23,1,1,0,57
"8144",999999999,"9/29/2014",69.12,9,29,2014,3,1,1,0,66
"8145",999999999,"9/29/2014",69.99,9,29,2014,4,1,1,0,66.9
"8146",999999999,"9/29/2014",71.01,9,29,2014,5,1,1,0,68
"8147",999999999,"9/29/2014",118.574999,9,29,2014,6,1,1,1,66.9
"8149",999999999,"9/29/2014",245.594992,9,29,2014,8,1,1,1,69.1
"8150",999999999,"9/29/2014",252.029995,9,29,2014,9,1,1,1,70
"8151",999999999,"9/3/2014",80.475,9,3,2014,0,3,1,0,75.9
"8152",999999999,"9/3/2014",80.25,9,3,2014,1,3,1,0,75.9
"8158",999999999,"9/3/2014",247.724993,9,3,2014,15,3,1,1,82
"8159",999999999,"9/3/2014",165.644995,9,3,2014,16,3,1,1,82.9
"8160",999999999,"9/3/2014",142.964994,9,3,2014,17,3,1,1,82
"8161",999999999,"9/3/2014",133.634997,9,3,2014,18,3,1,1,81
"8162",999999999,"9/3/2014",119.009998,9,3,2014,19,3,1,1,79
"8163",999999999,"9/3/2014",77.88,9,3,2014,2,3,1,0,78.1
"8164",999999999,"9/3/2014",112.785,9,3,2014,20,3,1,0,77
"8165",999999999,"9/3/2014",89.685,9,3,2014,21,3,1,0,75.9
"8166",999999999,"9/3/2014",83.94,9,3,2014,22,3,1,0,75
"8167",999999999,"9/3/2014",69.825,9,3,2014,23,3,1,0,73
"8169",999999999,"9/3/2014",77.49,9,3,2014,3,3,1,0,75.9
"8171",999999999,"9/3/2014",72.285,9,3,2014,5,3,1,0,73
"8172",999999999,"9/3/2014",223.844994,9,3,2014,6,3,1,1,73
"8176",999999999,"9/30/2014",75.03,9,30,2014,0,2,1,0,57.13333333
"8177",999999999,"9/30/2014",73.92,9,30,2014,1,2,1,0,57
"8182",999999999,"9/30/2014",235.439993,9,30,2014,14,2,1,1,57
"8183",999999999,"9/30/2014",198.779996,9,30,2014,15,2,1,1,55.65
"8184",999999999,"9/30/2014",156.284998,9,30,2014,16,2,1,1,55.9
"8185",999999999,"9/30/2014",143.309996,9,30,2014,17,2,1,1,55.9
"8186",999999999,"9/30/2014",141.614996,9,30,2014,18,2,1,1,55.9
"8187",999999999,"9/30/2014",131.624996,9,30,2014,19,2,1,1,55.9
"8188",999999999,"9/30/2014",74.265,9,30,2014,2,2,1,0,57.1
"8189",999999999,"9/30/2014",114.629999,9,30,2014,20,2,1,0,57.1
"8190",999999999,"9/30/2014",93.465,9,30,2014,21,2,1,0,57.9
"8191",999999999,"9/30/2014",82.59,9,30,2014,22,2,1,0,57
"8192",999999999,"9/30/2014",65.745,9,30,2014,23,2,1,0,57
"8194",999999999,"9/30/2014",73.365,9,30,2014,3,2,1,0,57
"8195",999999999,"9/30/2014",74.49,9,30,2014,4,2,1,0,57
"8196",999999999,"9/30/2014",76.68,9,30,2014,5,2,1,0,55.9
"8197",999999999,"9/30/2014",122.069995,9,30,2014,6,2,1,1,55.9
"8198",999999999,"9/30/2014",213.404996,9,30,2014,7,2,1,1,55.9
"8199",999999999,"9/30/2014",255.179995,9,30,2014,8,2,1,1,55.9
"8201",999999999,"9/4/2014",76.935,9,4,2014,0,4,1,0,72
"8202",999999999,"9/4/2014",74.955,9,4,2014,1,4,1,0,72
"8208",999999999,"9/4/2014",237.749997,9,4,2014,15,4,1,1,75.9
"8209",999999999,"9/4/2014",164.954998,9,4,2014,16,4,1,1,77
"8210",999999999,"9/4/2014",152.924996,9,4,2014,17,4,1,1,82.9
"8211",999999999,"9/4/2014",142.184998,9,4,2014,18,4,1,1,82
"8212",999999999,"9/4/2014",125.924998,9,4,2014,19,4,1,1,80.1
"8213",999999999,"9/4/2014",75.63,9,4,2014,2,4,1,0,70
"8214",999999999,"9/4/2014",115.169998,9,4,2014,20,4,1,0,77
"8215",999999999,"9/4/2014",93.629999,9,4,2014,21,4,1,0,75
"8216",999999999,"9/4/2014",83.43,9,4,2014,22,4,1,0,73
"8217",999999999,"9/4/2014",62.67,9,4,2014,23,4,1,0,73
"8219",999999999,"9/4/2014",82.845,9,4,2014,3,4,1,0,68
"8220",999999999,"9/4/2014",84.09,9,4,2014,4,4,1,0,66.9
"8221",999999999,"9/4/2014",137.879998,9,4,2014,5,4,1,0,66.9
"8226",999999999,"9/5/2014",68.715,9,5,2014,0,5,1,0,72
"8227",999999999,"9/5/2014",67.785,9,5,2014,1,5,1,0,73
"8233",999999999,"9/5/2014",237.119996,9,5,2014,15,5,1,1,89.1
"8234",999999999,"9/5/2014",158.729997,9,5,2014,16,5,1,1,86
"8235",999999999,"9/5/2014",138.479997,9,5,2014,17,5,1,1,84
"8236",999999999,"9/5/2014",135.374998,9,5,2014,18,5,1,1,82
"8237",999999999,"9/5/2014",124.079999,9,5,2014,19,5,1,1,80.1
"8238",999999999,"9/5/2014",66.975,9,5,2014,2,5,1,0,70
"8239",999999999,"9/5/2014",121.739999,9,5,2014,20,5,1,0,77
"8240",999999999,"9/5/2014",97.199999,9,5,2014,21,5,1,0,75.9
"8241",999999999,"9/5/2014",82.665,9,5,2014,22,5,1,0,75
"8242",999999999,"9/5/2014",68.97,9,5,2014,23,5,1,0,75.9
"8244",999999999,"9/5/2014",67.365,9,5,2014,3,5,1,0,69.1
"8245",999999999,"9/5/2014",66.54,9,5,2014,4,5,1,0,68
"8246",999999999,"9/5/2014",69.6,9,5,2014,5,5,1,0,68
"8247",999999999,"9/5/2014",252.254995,9,5,2014,6,5,1,1,69.1
"8251",999999999,"9/6/2014",72.585,9,6,2014,0,6,0,0,75.55
"8252",999999999,"9/6/2014",71.985,9,6,2014,1,6,0,0,75.9
"8253",999999999,"9/6/2014",117.404998,9,6,2014,10,6,0,1,86
"8254",999999999,"9/6/2014",122.774998,9,6,2014,11,6,0,1,88
"8255",999999999,"9/6/2014",122.789999,9,6,2014,12,6,0,1,91
"8256",999999999,"9/6/2014",125.339996,9,6,2014,13,6,0,1,90
"8257",999999999,"9/6/2014",125.024994,9,6,2014,14,6,0,1,91
"8258",999999999,"9/6/2014",124.454996,9,6,2014,15,6,0,1,90
"8259",999999999,"9/6/2014",103.289997,9,6,2014,16,6,0,1,88
"8260",999999999,"9/6/2014",102.69,9,6,2014,17,6,0,1,87.1
"8261",999999999,"9/6/2014",97.92,9,6,2014,18,6,0,1,77.82
"8262",999999999,"9/6/2014",95.084999,9,6,2014,19,6,0,1,75.15
"8263",999999999,"9/6/2014",71.64,9,6,2014,2,6,0,0,75.9
"8264",999999999,"9/6/2014",94.635,9,6,2014,20,6,0,0,75.1
"8265",999999999,"9/6/2014",77.415,9,6,2014,21,6,0,0,73
"8266",999999999,"9/6/2014",72.045,9,6,2014,22,6,0,0,72
"8267",999999999,"9/6/2014",65.4,9,6,2014,23,6,0,0,70
"8269",999999999,"9/6/2014",71.25,9,6,2014,3,6,0,0,75.55
"8270",999999999,"9/6/2014",71.055,9,6,2014,4,6,0,0,75.43333333
"8271",999999999,"9/6/2014",71.355,9,6,2014,5,6,0,0,75
"8272",999999999,"9/6/2014",68.67,9,6,2014,6,6,0,1,75
"8273",999999999,"9/6/2014",111.854998,9,6,2014,7,6,0,1,78.1
"8274",999999999,"9/6/2014",115.439994,9,6,2014,8,6,0,1,81
"8275",999999999,"9/6/2014",114.464996,9,6,2014,9,6,0,1,82.9
"8276",999999999,"9/7/2014",69.66,9,7,2014,0,0,0,0,69.1
"8277",999999999,"9/7/2014",68.505,9,7,2014,1,0,0,0,66.9
"8278",999999999,"9/7/2014",64.095,9,7,2014,10,0,0,1,72
"8279",999999999,"9/7/2014",63.87,9,7,2014,11,0,0,1,73
"8280",999999999,"9/7/2014",64.23,9,7,2014,12,0,0,1,75.9
"8281",999999999,"9/7/2014",63.99,9,7,2014,13,0,0,1,69.1
"8282",999999999,"9/7/2014",64.335,9,7,2014,14,0,0,1,70
"8283",999999999,"9/7/2014",64.62,9,7,2014,15,0,0,1,69.1
"8284",999999999,"9/7/2014",64.365,9,7,2014,16,0,0,1,68
"8285",999999999,"9/7/2014",65.04,9,7,2014,17,0,0,1,66.9
"8286",999999999,"9/7/2014",66.42,9,7,2014,18,0,0,1,66
"8287",999999999,"9/7/2014",66.99,9,7,2014,19,0,0,1,64.9
"8288",999999999,"9/7/2014",68.565,9,7,2014,2,0,0,0,66
"8289",999999999,"9/7/2014",66.975,9,7,2014,20,0,0,0,64
"8290",999999999,"9/7/2014",67.485,9,7,2014,21,0,0,0,66
"8291",999999999,"9/7/2014",66.27,9,7,2014,22,0,0,0,63
"8292",999999999,"9/7/2014",66.045,9,7,2014,23,0,0,0,64.9
"8294",999999999,"9/7/2014",68.16,9,7,2014,3,0,0,0,66
"8295",999999999,"9/7/2014",68.955,9,7,2014,4,0,0,0,66
"8296",999999999,"9/7/2014",68.31,9,7,2014,5,0,0,0,66
"8297",999999999,"9/7/2014",67.5,9,7,2014,6,0,0,1,66
"8298",999999999,"9/7/2014",66.84,9,7,2014,7,0,0,1,66.9
"8299",999999999,"9/7/2014",66.48,9,7,2014,8,0,0,1,68
"8300",999999999,"9/7/2014",64.32,9,7,2014,9,0,0,1,71.1
"8301",999999999,"9/8/2014",76.23,9,8,2014,0,1,1,0,64
"8302",999999999,"9/8/2014",73.71,9,8,2014,1,1,1,0,64.9
"8308",999999999,"9/8/2014",237.959993,9,8,2014,15,1,1,1,68
"8309",999999999,"9/8/2014",148.724996,9,8,2014,16,1,1,1,66.9
"8310",999999999,"9/8/2014",136.499998,9,8,2014,17,1,1,1,64.9
"8311",999999999,"9/8/2014",125.594999,9,8,2014,18,1,1,1,64
"8312",999999999,"9/8/2014",108.809995,9,8,2014,19,1,1,1,63
"8313",999999999,"9/8/2014",67.995,9,8,2014,2,1,1,0,63
