"","X","Account","Date","month","day","year","Day.of.Week","Weekday","kWh","hour","Peakhour","Temp","KWH_Class"
"6797",6797,999999999,"2014-10-11",10,11,2014,6,0,71.325,4,0,51.1,"Optimal"
"6798",6798,999999999,"2014-10-11",10,11,2014,6,0,71.805,5,0,51.1,"Optimal"
"6799",6799,999999999,"2014-10-11",10,11,2014,6,0,78.015,6,0,51.1,"Optimal"
"6800",6800,999999999,"2014-10-11",10,11,2014,6,0,123.164998,7,1,51.1,"Above_Normal"
"6801",6801,999999999,"2014-10-11",10,11,2014,6,0,123.569997,8,1,50,"Above_Normal"
"6802",6802,999999999,"2014-10-11",10,11,2014,6,0,117.78,9,1,48.9,"Above_Normal"
"6803",6803,999999999,"2014-10-11",10,11,2014,6,0,117.074996,10,1,48,"Above_Normal"
"6804",6804,999999999,"2014-10-11",10,11,2014,6,0,116.114997,11,1,48.9,"Above_Normal"
"6805",6805,999999999,"2014-10-11",10,11,2014,6,0,112.679997,12,1,48.9,"Above_Normal"
"6806",6806,999999999,"2014-10-11",10,11,2014,6,0,110.069996,13,1,48.9,"Above_Normal"
"6807",6807,999999999,"2014-10-11",10,11,2014,6,0,111,14,1,51.1,"Above_Normal"
"6808",6808,999999999,"2014-10-11",10,11,2014,6,0,110.174999,15,1,51.1,"Above_Normal"
"6809",6809,999999999,"2014-10-11",10,11,2014,6,0,86.145,16,1,51.1,"Above_Normal"
"6810",6810,999999999,"2014-10-11",10,11,2014,6,0,84.165,17,1,50,"Above_Normal"
"6811",6811,999999999,"2014-10-11",10,11,2014,6,0,87.735,18,1,50,"Above_Normal"
"6812",6812,999999999,"2014-10-11",10,11,2014,6,0,87.195,19,1,48.9,"Above_Normal"
"6813",6813,999999999,"2014-10-11",10,11,2014,6,0,87.06,20,0,48.9,"Above_Normal"
"6814",6814,999999999,"2014-10-11",10,11,2014,6,0,72.075,21,0,48.9,"Optimal"
"6815",6815,999999999,"2014-10-11",10,11,2014,6,0,70.71,22,0,48,"Optimal"
"6816",6816,999999999,"2014-10-11",10,11,2014,6,0,71.19,23,0,48,"Optimal"
"6817",6817,999999999,"2014-10-12",10,12,2014,0,0,72.255,0,0,48.9,"Optimal"
"6818",6818,999999999,"2014-10-12",10,12,2014,0,0,71.31,1,0,46.9,"Optimal"
"6819",6819,999999999,"2014-10-12",10,12,2014,0,0,72.21,2,0,46,"Optimal"
"6820",6820,999999999,"2014-10-12",10,12,2014,0,0,71.235,3,0,46,"Optimal"
"6821",6821,999999999,"2014-10-12",10,12,2014,0,0,70.815,4,0,46,"Optimal"
"6822",6822,999999999,"2014-10-12",10,12,2014,0,0,71.835,5,0,46,"Optimal"
"6823",6823,999999999,"2014-10-12",10,12,2014,0,0,71.25,6,0,45,"Optimal"
"6824",6824,999999999,"2014-10-12",10,12,2014,0,0,71.28,7,1,46,"Optimal"
"6825",6825,999999999,"2014-10-12",10,12,2014,0,0,78.165,8,1,50,"Optimal"
"6826",6826,999999999,"2014-10-12",10,12,2014,0,0,75.69,9,1,53.1,"Optimal"
"6827",6827,999999999,"2014-10-12",10,12,2014,0,0,68.745,10,1,55,"Optimal"
"6828",6828,999999999,"2014-10-12",10,12,2014,0,0,68.22,11,1,57.9,"Optimal"
"6829",6829,999999999,"2014-10-12",10,12,2014,0,0,70.155,12,1,57.9,"Optimal"
"6830",6830,999999999,"2014-10-12",10,12,2014,0,0,68.64,13,1,57.9,"Optimal"
"6831",6831,999999999,"2014-10-12",10,12,2014,0,0,68.55,14,1,57,"Optimal"
"6832",6832,999999999,"2014-10-12",10,12,2014,0,0,68.55,15,1,57,"Optimal"
"6833",6833,999999999,"2014-10-12",10,12,2014,0,0,68.79,16,1,55.9,"Optimal"
"6834",6834,999999999,"2014-10-12",10,12,2014,0,0,69.045,17,1,55,"Optimal"
"6835",6835,999999999,"2014-10-12",10,12,2014,0,0,71.715,18,1,53.1,"Optimal"
"6836",6836,999999999,"2014-10-12",10,12,2014,0,0,70.53,19,1,52,"Optimal"
"6837",6837,999999999,"2014-10-12",10,12,2014,0,0,71.58,20,0,52,"Optimal"
"6838",6838,999999999,"2014-10-12",10,12,2014,0,0,71.295,21,0,50,"Optimal"
"6839",6839,999999999,"2014-10-12",10,12,2014,0,0,71.535,22,0,50,"Optimal"
"6840",6840,999999999,"2014-10-12",10,12,2014,0,0,71.265,23,0,50,"Optimal"
"6841",6841,999999999,"2014-10-13",10,13,2014,1,1,72.045,0,0,57.9,"Optimal"
"6842",6842,999999999,"2014-10-13",10,13,2014,1,1,72.075,1,0,48,"Optimal"
"6843",6843,999999999,"2014-10-13",10,13,2014,1,1,72.015,2,0,46.9,"Optimal"
"6844",6844,999999999,"2014-10-13",10,13,2014,1,1,71.145,3,0,46,"Optimal"
"6845",6845,999999999,"2014-10-13",10,13,2014,1,1,70.725,4,0,48,"Optimal"
"6846",6846,999999999,"2014-10-13",10,13,2014,1,1,79.305,5,0,46.9,"Optimal"
"6847",6847,999999999,"2014-10-13",10,13,2014,1,1,104.999999,6,0,48,"Above_Normal"
"6848",6848,999999999,"2014-10-13",10,13,2014,1,1,145.169995,7,1,48.9,"Above_Normal"
"6849",6849,999999999,"2014-10-13",10,13,2014,1,1,161.099998,8,1,51.1,"Above_Normal"
"6850",6850,999999999,"2014-10-13",10,13,2014,1,1,161.669995,9,1,53.1,"Above_Normal"
"6851",6851,999999999,"2014-10-13",10,13,2014,1,1,160.304998,10,1,55,"Above_Normal"
"6852",6852,999999999,"2014-10-13",10,13,2014,1,1,160.574995,11,1,57,"Above_Normal"
"6853",6853,999999999,"2014-10-13",10,13,2014,1,1,161.774995,12,1,60.1,"Above_Normal"
"6854",6854,999999999,"2014-10-13",10,13,2014,1,1,160.319999,13,1,62.1,"Above_Normal"
"6855",6855,999999999,"2014-10-13",10,13,2014,1,1,159.599996,14,1,62.1,"Above_Normal"
"6856",6856,999999999,"2014-10-13",10,13,2014,1,1,139.229999,15,1,63,"Above_Normal"
"6857",6857,999999999,"2014-10-13",10,13,2014,1,1,98.459999,16,1,62.1,"Above_Normal"
"6858",6858,999999999,"2014-10-13",10,13,2014,1,1,90.735,17,1,62.1,"Above_Normal"
"6859",6859,999999999,"2014-10-13",10,13,2014,1,1,92.355,18,1,61,"Above_Normal"
"6860",6860,999999999,"2014-10-13",10,13,2014,1,1,86.88,19,1,61,"Above_Normal"
"6861",6861,999999999,"2014-10-13",10,13,2014,1,1,86.025,20,0,61,"Above_Normal"
"6862",6862,999999999,"2014-10-13",10,13,2014,1,1,72.33,21,0,60.1,"Optimal"
"6863",6863,999999999,"2014-10-13",10,13,2014,1,1,71.19,22,0,61,"Optimal"
"6864",6864,999999999,"2014-10-13",10,13,2014,1,1,70.365,23,0,60.1,"Optimal"
"6865",6865,999999999,"2014-10-14",10,14,2014,2,1,73.08,0,0,63,"Optimal"
"6866",6866,999999999,"2014-10-14",10,14,2014,2,1,78.675,1,0,61,"Optimal"
"6867",6867,999999999,"2014-10-14",10,14,2014,2,1,79.845,2,0,60.9,"Optimal"
"6868",6868,999999999,"2014-10-14",10,14,2014,2,1,77.13,3,0,60.1,"Optimal"
"6869",6869,999999999,"2014-10-14",10,14,2014,2,1,72.09,4,0,62.1,"Optimal"
"6870",6870,999999999,"2014-10-14",10,14,2014,2,1,74.685,5,0,62.1,"Optimal"
"6871",6871,999999999,"2014-10-14",10,14,2014,2,1,115.394999,6,0,62.8,"Above_Normal"
"6872",6872,999999999,"2014-10-14",10,14,2014,2,1,204.539994,7,1,63,"Above_Normal"
"6873",6873,999999999,"2014-10-14",10,14,2014,2,1,240.269995,8,1,64.65,"Above_Normal"
"6874",6874,999999999,"2014-10-14",10,14,2014,2,1,248.174997,9,1,69.1,"Above_Normal"
"6875",6875,999999999,"2014-10-14",10,14,2014,2,1,252.134996,10,1,72,"Above_Normal"
"6876",6876,999999999,"2014-10-14",10,14,2014,2,1,249.239996,11,1,74.2,"Above_Normal"
"6877",6877,999999999,"2014-10-14",10,14,2014,2,1,246.179991,12,1,75.9,"Above_Normal"
"6878",6878,999999999,"2014-10-14",10,14,2014,2,1,246.674994,13,1,77,"Above_Normal"
"6879",6879,999999999,"2014-10-14",10,14,2014,2,1,238.184994,14,1,75.9,"Above_Normal"
"6880",6880,999999999,"2014-10-14",10,14,2014,2,1,202.484994,15,1,75,"Above_Normal"
"6881",6881,999999999,"2014-10-14",10,14,2014,2,1,156.719994,16,1,72,"Above_Normal"
"6882",6882,999999999,"2014-10-14",10,14,2014,2,1,149.354998,17,1,71.1,"Above_Normal"
"6883",6883,999999999,"2014-10-14",10,14,2014,2,1,144.464997,18,1,68,"Above_Normal"
"6884",6884,999999999,"2014-10-14",10,14,2014,2,1,128.894998,19,1,66.9,"Above_Normal"
"6885",6885,999999999,"2014-10-14",10,14,2014,2,1,121.724994,20,0,66,"Above_Normal"
"6886",6886,999999999,"2014-10-14",10,14,2014,2,1,95.534999,21,0,64.9,"Above_Normal"
"6887",6887,999999999,"2014-10-14",10,14,2014,2,1,82.35,22,0,64,"Above_Normal"
"6888",6888,999999999,"2014-10-14",10,14,2014,2,1,75.945,23,0,63,"Optimal"
"6889",6889,999999999,"2014-10-15",10,15,2014,3,1,74.295,0,0,66.9,"Optimal"
"6890",6890,999999999,"2014-10-15",10,15,2014,3,1,68.31,1,0,62.1,"Optimal"
"6891",6891,999999999,"2014-10-15",10,15,2014,3,1,67.26,2,0,62.1,"Optimal"
"6892",6892,999999999,"2014-10-15",10,15,2014,3,1,67.98,3,0,62.1,"Optimal"
"6893",6893,999999999,"2014-10-15",10,15,2014,3,1,66.72,4,0,62.1,"Optimal"
"6894",6894,999999999,"2014-10-15",10,15,2014,3,1,69.87,5,0,62.1,"Optimal"
"6895",6895,999999999,"2014-10-15",10,15,2014,3,1,116.639999,6,0,63,"Above_Normal"
"6896",6896,999999999,"2014-10-15",10,15,2014,3,1,191.369994,7,1,63,"Above_Normal"
"6897",6897,999999999,"2014-10-15",10,15,2014,3,1,245.009994,8,1,64.9,"Above_Normal"
"6898",6898,999999999,"2014-10-15",10,15,2014,3,1,253.169995,9,1,68,"Above_Normal"
"6899",6899,999999999,"2014-10-15",10,15,2014,3,1,261.254994,10,1,75.9,"Above_Normal"
"6900",6900,999999999,"2014-10-15",10,15,2014,3,1,253.919996,11,1,78.1,"Above_Normal"
"6901",6901,999999999,"2014-10-15",10,15,2014,3,1,249.794994,12,1,79,"Above_Normal"
"6902",6902,999999999,"2014-10-15",10,15,2014,3,1,247.574996,13,1,81,"Above_Normal"
"6903",6903,999999999,"2014-10-15",10,15,2014,3,1,238.484994,14,1,77,"Above_Normal"
"6904",6904,999999999,"2014-10-15",10,15,2014,3,1,201.464995,15,1,75.9,"Above_Normal"
"6905",6905,999999999,"2014-10-15",10,15,2014,3,1,153.539999,16,1,75.9,"Above_Normal"
"6906",6906,999999999,"2014-10-15",10,15,2014,3,1,143.564999,17,1,73,"Above_Normal"
"6907",6907,999999999,"2014-10-15",10,15,2014,3,1,135.614997,18,1,68,"Above_Normal"
"6908",6908,999999999,"2014-10-15",10,15,2014,3,1,114.404996,19,1,69.1,"Above_Normal"
"6909",6909,999999999,"2014-10-15",10,15,2014,3,1,102.195,20,0,66.9,"Above_Normal"
"6910",6910,999999999,"2014-10-15",10,15,2014,3,1,83.67,21,0,66.9,"Above_Normal"
"6911",6911,999999999,"2014-10-15",10,15,2014,3,1,82.635,22,0,66.9,"Above_Normal"
"6912",6912,999999999,"2014-10-15",10,15,2014,3,1,79.095,23,0,66,"Optimal"
"6913",6913,999999999,"2014-10-16",10,16,2014,4,1,79.605,0,0,61,"Optimal"
"6914",6914,999999999,"2014-10-16",10,16,2014,4,1,79.785,1,0,66.55,"Optimal"
"6915",6915,999999999,"2014-10-16",10,16,2014,4,1,78.495,2,0,67.1,"Optimal"
"6916",6916,999999999,"2014-10-16",10,16,2014,4,1,79.575,3,0,68,"Optimal"
"6917",6917,999999999,"2014-10-16",10,16,2014,4,1,78.585,4,0,66,"Optimal"
"6918",6918,999999999,"2014-10-16",10,16,2014,4,1,80.265,5,0,66.55,"Optimal"
"6919",6919,999999999,"2014-10-16",10,16,2014,4,1,121.214997,6,0,63.7,"Above_Normal"
"6920",6920,999999999,"2014-10-16",10,16,2014,4,1,203.699995,7,1,64.65,"Above_Normal"
"6921",6921,999999999,"2014-10-16",10,16,2014,4,1,252.914996,8,1,64.2,"Above_Normal"
"6922",6922,999999999,"2014-10-16",10,16,2014,4,1,259.529992,9,1,63,"Above_Normal"
"6923",6923,999999999,"2014-10-16",10,16,2014,4,1,260.324996,10,1,69.1,"Above_Normal"
"6924",6924,999999999,"2014-10-16",10,16,2014,4,1,249.539994,11,1,68,"Above_Normal"
"6925",6925,999999999,"2014-10-16",10,16,2014,4,1,252.119995,12,1,67.1666666666667,"Above_Normal"
"6926",6926,999999999,"2014-10-16",10,16,2014,4,1,243.044996,13,1,66.55,"Above_Normal"
"6927",6927,999999999,"2014-10-16",10,16,2014,4,1,233.234992,14,1,69.1,"Above_Normal"
"6928",6928,999999999,"2014-10-16",10,16,2014,4,1,198.809995,15,1,69.2,"Above_Normal"
"6929",6929,999999999,"2014-10-16",10,16,2014,4,1,155.864995,16,1,65.65,"Above_Normal"
"6930",6930,999999999,"2014-10-16",10,16,2014,4,1,142.364997,17,1,65.4666666666667,"Above_Normal"
"6931",6931,999999999,"2014-10-16",10,16,2014,4,1,132.059998,18,1,63,"Above_Normal"
"6932",6932,999999999,"2014-10-16",10,16,2014,4,1,109.829997,19,1,62.8,"Above_Normal"
"6933",6933,999999999,"2014-10-16",10,16,2014,4,1,102.149999,20,0,64.05,"Above_Normal"
"6934",6934,999999999,"2014-10-16",10,16,2014,4,1,81.869999,21,0,63,"Above_Normal"
"6935",6935,999999999,"2014-10-16",10,16,2014,4,1,77.175,22,0,61.7,"Optimal"
"6936",6936,999999999,"2014-10-16",10,16,2014,4,1,72.96,23,0,61,"Optimal"
"6937",6937,999999999,"2014-10-17",10,17,2014,5,1,73.185,0,0,59,"Optimal"
"6938",6938,999999999,"2014-10-17",10,17,2014,5,1,71.79,1,0,60.45,"Optimal"
"6939",6939,999999999,"2014-10-17",10,17,2014,5,1,73.005,2,0,60.45,"Optimal"
"6940",6940,999999999,"2014-10-17",10,17,2014,5,1,70.89,3,0,60.1,"Optimal"
"6941",6941,999999999,"2014-10-17",10,17,2014,5,1,71.76,4,0,58.7666666666667,"Optimal"
"6942",6942,999999999,"2014-10-17",10,17,2014,5,1,74.49,5,0,58.45,"Optimal"
"6943",6943,999999999,"2014-10-17",10,17,2014,5,1,117.959997,6,0,57.4333333333333,"Above_Normal"
"6944",6944,999999999,"2014-10-17",10,17,2014,5,1,189.209998,7,1,59,"Above_Normal"
"6945",6945,999999999,"2014-10-17",10,17,2014,5,1,240.164992,8,1,62.1,"Above_Normal"
"6946",6946,999999999,"2014-10-17",10,17,2014,5,1,245.324992,9,1,63,"Above_Normal"
"6947",6947,999999999,"2014-10-17",10,17,2014,5,1,253.244994,10,1,64.9,"Above_Normal"
"6948",6948,999999999,"2014-10-17",10,17,2014,5,1,246.464996,11,1,64.9,"Above_Normal"
"6949",6949,999999999,"2014-10-17",10,17,2014,5,1,244.514993,12,1,71.1,"Above_Normal"
"6950",6950,999999999,"2014-10-17",10,17,2014,5,1,240.479994,13,1,69.1,"Above_Normal"
"6951",6951,999999999,"2014-10-17",10,17,2014,5,1,230.15999,14,1,70,"Above_Normal"
"6952",6952,999999999,"2014-10-17",10,17,2014,5,1,192.119995,15,1,70,"Above_Normal"
"6953",6953,999999999,"2014-10-17",10,17,2014,5,1,145.289996,16,1,69.1,"Above_Normal"
"6954",6954,999999999,"2014-10-17",10,17,2014,5,1,135.389998,17,1,66,"Above_Normal"
"6955",6955,999999999,"2014-10-17",10,17,2014,5,1,137.339996,18,1,63,"Above_Normal"
"6956",6956,999999999,"2014-10-17",10,17,2014,5,1,130.949998,19,1,62.1,"Above_Normal"
"6957",6957,999999999,"2014-10-17",10,17,2014,5,1,124.2,20,0,61,"Above_Normal"
"6958",6958,999999999,"2014-10-17",10,17,2014,5,1,92.504999,21,0,60.1,"Above_Normal"
"6959",6959,999999999,"2014-10-17",10,17,2014,5,1,75.735,22,0,59,"Optimal"
"6960",6960,999999999,"2014-10-17",10,17,2014,5,1,68.07,23,0,57.9,"Optimal"
"6961",6961,999999999,"2014-10-18",10,18,2014,6,0,68.865,0,0,55.9,"Optimal"
"6962",6962,999999999,"2014-10-18",10,18,2014,6,0,68.4,1,0,59,"Optimal"
"6963",6963,999999999,"2014-10-18",10,18,2014,6,0,67.68,2,0,57,"Optimal"
"6964",6964,999999999,"2014-10-18",10,18,2014,6,0,67.755,3,0,57,"Optimal"
"6965",6965,999999999,"2014-10-18",10,18,2014,6,0,65.58,4,0,57,"Optimal"
"6966",6966,999999999,"2014-10-18",10,18,2014,6,0,66.66,5,0,57,"Optimal"
"6967",6967,999999999,"2014-10-18",10,18,2014,6,0,66.615,6,0,57.9,"Optimal"
"6968",6968,999999999,"2014-10-18",10,18,2014,6,0,107.879998,7,1,58.4,"Above_Normal"
"6969",6969,999999999,"2014-10-18",10,18,2014,6,0,111.104997,8,1,60.9,"Above_Normal"
"6970",6970,999999999,"2014-10-18",10,18,2014,6,0,109.859997,9,1,63.0666666666667,"Above_Normal"
"6971",6971,999999999,"2014-10-18",10,18,2014,6,0,110.864997,10,1,66.9,"Above_Normal"
"6972",6972,999999999,"2014-10-18",10,18,2014,6,0,110.729999,11,1,69.1,"Above_Normal"
"6973",6973,999999999,"2014-10-18",10,18,2014,6,0,105.674998,12,1,69.1,"Above_Normal"
"6974",6974,999999999,"2014-10-18",10,18,2014,6,0,104.219996,13,1,68,"Above_Normal"
"6975",6975,999999999,"2014-10-18",10,18,2014,6,0,105.3,14,1,68,"Above_Normal"
"6976",6976,999999999,"2014-10-18",10,18,2014,6,0,105.149997,15,1,64.9,"Above_Normal"
"6977",6977,999999999,"2014-10-18",10,18,2014,6,0,82.41,16,1,64.9,"Above_Normal"
"6978",6978,999999999,"2014-10-18",10,18,2014,6,0,80.13,17,1,64.9,"Optimal"
"6979",6979,999999999,"2014-10-18",10,18,2014,6,0,83.55,18,1,62.1,"Above_Normal"
"6980",6980,999999999,"2014-10-18",10,18,2014,6,0,82.425,19,1,61,"Above_Normal"
"6981",6981,999999999,"2014-10-18",10,18,2014,6,0,82.185,20,0,59,"Above_Normal"
"6982",6982,999999999,"2014-10-18",10,18,2014,6,0,69.06,21,0,59,"Optimal"
"6983",6983,999999999,"2014-10-18",10,18,2014,6,0,65.955,22,0,57,"Optimal"
"6984",6984,999999999,"2014-10-18",10,18,2014,6,0,74.07,23,0,57,"Optimal"
"6985",6985,999999999,"2014-10-19",10,19,2014,0,0,76.35,0,0,43,"Optimal"
"6986",6986,999999999,"2014-10-19",10,19,2014,0,0,67.86,1,0,55,"Optimal"
"6987",6987,999999999,"2014-10-19",10,19,2014,0,0,66.465,2,0,55,"Optimal"
"6988",6988,999999999,"2014-10-19",10,19,2014,0,0,66.36,3,0,54,"Optimal"
"6989",6989,999999999,"2014-10-19",10,19,2014,0,0,65.94,4,0,53.1,"Optimal"
"6990",6990,999999999,"2014-10-19",10,19,2014,0,0,67.32,5,0,52,"Optimal"
"6991",6991,999999999,"2014-10-19",10,19,2014,0,0,66.885,6,0,51.1,"Optimal"
"6992",6992,999999999,"2014-10-19",10,19,2014,0,0,65.73,7,1,50,"Optimal"
"6993",6993,999999999,"2014-10-19",10,19,2014,0,0,64.5,8,1,48.9,"Optimal"
"6994",6994,999999999,"2014-10-19",10,19,2014,0,0,62.385,9,1,50,"Optimal"
"6995",6995,999999999,"2014-10-19",10,19,2014,0,0,63.465,10,1,52,"Optimal"
"6996",6996,999999999,"2014-10-19",10,19,2014,0,0,62.55,11,1,53.1,"Optimal"
"6997",6997,999999999,"2014-10-19",10,19,2014,0,0,64.455,12,1,54,"Optimal"
"6998",6998,999999999,"2014-10-19",10,19,2014,0,0,63.96,13,1,54,"Optimal"
"6999",6999,999999999,"2014-10-19",10,19,2014,0,0,63.12,14,1,52,"Optimal"
"7000",7000,999999999,"2014-10-19",10,19,2014,0,0,62.31,15,1,52,"Optimal"
"7001",7001,999999999,"2014-10-19",10,19,2014,0,0,62.925,16,1,51.1,"Optimal"
"7002",7002,999999999,"2014-10-19",10,19,2014,0,0,62.4,17,1,48.9,"Optimal"
"7003",7003,999999999,"2014-10-19",10,19,2014,0,0,66.33,18,1,48,"Optimal"
"7004",7004,999999999,"2014-10-19",10,19,2014,0,0,65.25,19,1,46.9,"Optimal"
"7005",7005,999999999,"2014-10-19",10,19,2014,0,0,65.475,20,0,46.9,"Optimal"
"7006",7006,999999999,"2014-10-19",10,19,2014,0,0,64.605,21,0,45,"Optimal"
"7007",7007,999999999,"2014-10-19",10,19,2014,0,0,64.92,22,0,45,"Optimal"
"7008",7008,999999999,"2014-10-19",10,19,2014,0,0,64.905,23,0,44.1,"Optimal"
"7009",7009,999999999,"2014-10-20",10,20,2014,1,1,65.61,0,0,50,"Optimal"
"7010",7010,999999999,"2014-10-20",10,20,2014,1,1,68.625,1,0,41,"Optimal"
"7011",7011,999999999,"2014-10-20",10,20,2014,1,1,73.815,2,0,41,"Optimal"
"7012",7012,999999999,"2014-10-20",10,20,2014,1,1,70.32,3,0,39.9,"Optimal"
"7013",7013,999999999,"2014-10-20",10,20,2014,1,1,65.79,4,0,39.9,"Optimal"
"7014",7014,999999999,"2014-10-20",10,20,2014,1,1,79.83,5,0,39.9,"Optimal"
"7015",7015,999999999,"2014-10-20",10,20,2014,1,1,156.824997,6,0,39.9,"Above_Normal"
"7016",7016,999999999,"2014-10-20",10,20,2014,1,1,215.084996,7,1,39,"Above_Normal"
"7017",7017,999999999,"2014-10-20",10,20,2014,1,1,257.759994,8,1,42.1,"Above_Normal"
"7018",7018,999999999,"2014-10-20",10,20,2014,1,1,266.114992,9,1,46,"Above_Normal"
"7019",7019,999999999,"2014-10-20",10,20,2014,1,1,277.064996,10,1,48.9,"Above_Normal"
"7020",7020,999999999,"2014-10-20",10,20,2014,1,1,258.089995,11,1,51.1,"Above_Normal"
"7021",7021,999999999,"2014-10-20",10,20,2014,1,1,247.079996,12,1,54,"Above_Normal"
"7022",7022,999999999,"2014-10-20",10,20,2014,1,1,245.684997,13,1,55,"Above_Normal"
"7023",7023,999999999,"2014-10-20",10,20,2014,1,1,235.709995,14,1,57,"Above_Normal"
"7024",7024,999999999,"2014-10-20",10,20,2014,1,1,196.484995,15,1,55.9,"Above_Normal"
"7025",7025,999999999,"2014-10-20",10,20,2014,1,1,152.429999,16,1,55,"Above_Normal"
"7026",7026,999999999,"2014-10-20",10,20,2014,1,1,146.384998,17,1,55,"Above_Normal"
"7027",7027,999999999,"2014-10-20",10,20,2014,1,1,149.954996,18,1,54,"Above_Normal"
"7028",7028,999999999,"2014-10-20",10,20,2014,1,1,137.129997,19,1,53.1,"Above_Normal"
"7029",7029,999999999,"2014-10-20",10,20,2014,1,1,113.084997,20,0,51.1,"Above_Normal"
"7030",7030,999999999,"2014-10-20",10,20,2014,1,1,83.625,21,0,51.1,"Above_Normal"
"7031",7031,999999999,"2014-10-20",10,20,2014,1,1,75.06,22,0,51.1,"Optimal"
"7032",7032,999999999,"2014-10-20",10,20,2014,1,1,68.37,23,0,51.1,"Optimal"
"7033",7033,999999999,"2014-10-21",10,21,2014,2,1,68.655,0,0,53.1,"Optimal"
"7034",7034,999999999,"2014-10-21",10,21,2014,2,1,67.725,1,0,48.9,"Optimal"
"7035",7035,999999999,"2014-10-21",10,21,2014,2,1,67.86,2,0,50,"Optimal"
"7036",7036,999999999,"2014-10-21",10,21,2014,2,1,74.715,3,0,50,"Optimal"
"7037",7037,999999999,"2014-10-21",10,21,2014,2,1,74.61,4,0,51.1,"Optimal"
"7038",7038,999999999,"2014-10-21",10,21,2014,2,1,79.365,5,0,52,"Optimal"
"7039",7039,999999999,"2014-10-21",10,21,2014,2,1,117.164996,6,0,53.1,"Above_Normal"
"7040",7040,999999999,"2014-10-21",10,21,2014,2,1,202.799997,7,1,55.9,"Above_Normal"
"7041",7041,999999999,"2014-10-21",10,21,2014,2,1,239.624994,8,1,57,"Above_Normal"
"7042",7042,999999999,"2014-10-21",10,21,2014,2,1,245.069995,9,1,57.9,"Above_Normal"
"7043",7043,999999999,"2014-10-21",10,21,2014,2,1,250.379996,10,1,59,"Above_Normal"
"7044",7044,999999999,"2014-10-21",10,21,2014,2,1,246.899995,11,1,60.1,"Above_Normal"
"7045",7045,999999999,"2014-10-21",10,21,2014,2,1,243.944995,12,1,62.1,"Above_Normal"
"7046",7046,999999999,"2014-10-21",10,21,2014,2,1,243.194995,13,1,59,"Above_Normal"
"7047",7047,999999999,"2014-10-21",10,21,2014,2,1,234.104993,14,1,59,"Above_Normal"
"7048",7048,999999999,"2014-10-21",10,21,2014,2,1,195.989999,15,1,57,"Above_Normal"
"7049",7049,999999999,"2014-10-21",10,21,2014,2,1,152.819998,16,1,57,"Above_Normal"
"7050",7050,999999999,"2014-10-21",10,21,2014,2,1,142.604997,17,1,55,"Above_Normal"
"7051",7051,999999999,"2014-10-21",10,21,2014,2,1,142.244999,18,1,55.4,"Above_Normal"
"7052",7052,999999999,"2014-10-21",10,21,2014,2,1,120.809997,19,1,57.55,"Above_Normal"
"7053",7053,999999999,"2014-10-21",10,21,2014,2,1,110.07,20,0,57,"Above_Normal"
"7054",7054,999999999,"2014-10-21",10,21,2014,2,1,90.015,21,0,57.1,"Above_Normal"
"7055",7055,999999999,"2014-10-21",10,21,2014,2,1,83.13,22,0,57.1,"Above_Normal"
"7056",7056,999999999,"2014-10-21",10,21,2014,2,1,74.985,23,0,53.1,"Optimal"
"7057",7057,999999999,"2014-10-22",10,22,2014,3,1,71.13,0,0,50,"Optimal"
"7058",7058,999999999,"2014-10-22",10,22,2014,3,1,70.515,1,0,52,"Optimal"
"7059",7059,999999999,"2014-10-22",10,22,2014,3,1,70.545,2,0,51.1,"Optimal"
"7060",7060,999999999,"2014-10-22",10,22,2014,3,1,71.025,3,0,51.1,"Optimal"
"7061",7061,999999999,"2014-10-22",10,22,2014,3,1,70.47,4,0,52,"Optimal"
"7062",7062,999999999,"2014-10-22",10,22,2014,3,1,87.135,5,0,53.1,"Above_Normal"
"7063",7063,999999999,"2014-10-22",10,22,2014,3,1,135.494995,6,0,55.9,"Above_Normal"
"7064",7064,999999999,"2014-10-22",10,22,2014,3,1,208.229995,7,1,55.5666666666667,"Above_Normal"
"7065",7065,999999999,"2014-10-22",10,22,2014,3,1,254.084994,8,1,55.2,"Above_Normal"
"7066",7066,999999999,"2014-10-22",10,22,2014,3,1,251.459997,9,1,54.7,"Above_Normal"
"7067",7067,999999999,"2014-10-22",10,22,2014,3,1,266.879998,10,1,53.1,"Above_Normal"
"7068",7068,999999999,"2014-10-22",10,22,2014,3,1,250.874992,11,1,51.9,"Above_Normal"
"7069",7069,999999999,"2014-10-22",10,22,2014,3,1,253.919991,12,1,51.8666666666667,"Above_Normal"
"7070",7070,999999999,"2014-10-22",10,22,2014,3,1,247.919993,13,1,52,"Above_Normal"
"7071",7071,999999999,"2014-10-22",10,22,2014,3,1,244.874995,14,1,51.9,"Above_Normal"
"7072",7072,999999999,"2014-10-22",10,22,2014,3,1,205.334999,15,1,51.1,"Above_Normal"
"7073",7073,999999999,"2014-10-22",10,22,2014,3,1,165.119995,16,1,50.55,"Above_Normal"
"7074",7074,999999999,"2014-10-22",10,22,2014,3,1,148.424996,17,1,51.45,"Above_Normal"
"7075",7075,999999999,"2014-10-22",10,22,2014,3,1,137.879994,18,1,51.9,"Above_Normal"
"7076",7076,999999999,"2014-10-22",10,22,2014,3,1,120.839996,19,1,52,"Above_Normal"
